Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,AVERAGE,AVERAGE_EN,AVERAGE_CH,BINARY_EN,BINARY_CH
797,133738,"So your argument is that as long as you follow the ""rules,"" nothing else should matter? That if it's legal it's OK?",,,-1,,,,,,2,,-1,,,-3,,,,,,,0,-4,,-4,,,,-4,,,,,0,,,,,2,,,-9,,,,0,,,,,,-7,blank,blank,-1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,-0.230769231,-0.428571429,0,-1,1
798,174625,I'm wondering why you've removed this category from <url>'s page? Is he no longer part of the council?,,,0,,,,,,3,,-2,,,-3,,,,,,,0,-1,,0,,,,0,,,,,-1,,,,,0,,,9,,,,2,,,,,,4,blank,blank,1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,0.384615385,0.142857143,0.666666667,1,1
799,98675,"Hi, <name> Do you want to participate in <url>?",,,-2,,,,,,3,,0,,,0,,,,,,,1,2,,0,,,,0,,,,,0,,,,,2,,,0,,,,0,,,,,,-3,blank,blank,-1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,0.692307692,0.714285714,0.666666667,1,1
800,411440,"Thanks, but I've already read those essays. Did you have anything to say yourself, personally?",,,-2,,,,,,-3,,-3,,,-11,,,,,,,-2,-4,,-1,,,,0,,,,,0,,,,,1,,,6,,,,2,,,,,,-3,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,-1,blank,blank,blank,blank,blank,blank,-1,-1,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,-0.230769231,-1,0.666666667,-1,1
801,421459,"I'm loathe to come running to an admin, but <name> is just making the same edits that I had undone before and made objection to on the talk page without any attempt to address the previous objections on the talk page. Now what?",-4,,,,,,-2,-8,,,,,-1,-12,,,,,,-1,,,,,,-3,,-3,,,,,,5,,,,-3,,,,-9,,,,-3,,,,,-12,-1,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,-1,-0.846153846,-1,-0.714285714,-1,-1
802,108642,"Apologies again, though. If I tell a fart joke, will you forgive me?",7,,,,,,2,3,,,,,1,9,,,,,,3,,,,,,-6,,5,,,,,,6,,,,3,,,,3,,,,-2,,,,,1,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,blank,1,0.692307692,1,0.428571429,1,1
803,619971,That's a good idea. What about army and corps HQs though?,-2,,,,,,2,3,,,,,0,6,,,,,,10,,,,,,0,,7,,,,,,11,,,,1,,,,-3,,,,5,,,,,6,-1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,1,0.692307692,0.666666667,0.714285714,1,1
804,483027,"I have an e-mail set up in wikipedia, but I normally keep it disabled. Are you online right now?",0,,,,,,0,6,,,,,0,4,,,,,,10,,,,,,-1,,0,,,,,,8,,,,0,,,,0,,,,2,,,,,-1,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,-1,0.692307692,1,0.428571429,1,1
805,278494,"I very much disagree that the article that was deleted was advertising; I have never bought anything from his store as a matter of fact, but I do know that his is one of the most used online Judaica shops out there. What can I do to make the article acceptable?",-6,,,,,,-1,-3,,,,,1,5,,,,,,5,,,,,,-3,,-3,,,,,,-4,,,,-4,,,,0,,,,-3,,,,,-3,-1,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,blank,-1,-0.384615385,0,-0.714285714,1,-1
806,213314,"What, you are saying that nothing published at mises.org is a reliable source? What is your basis for asserting that?",-9,,,,,,-2,-12,,,,,-2,-8,,,,,,-5,,,,,,-1,,-10,,,,,,-4,,,,-8,,,,-6,,,,-2,,,,,-9,-1,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,-1,-1,-1,-1,-1,-1
807,451556,"Here's my current warning to him: <url>, and the diff<url>, which also included adding lengthy honorifics to Barelvi scholars. Do we need to see more of a this-week pattern of POV-pushing and hate-speech, or can he be blocked for clear and consistent malicious intent?",0,,,,,,0,-6,,,,,-1,1,,,,,,5,,,,,,1,,1,,,,,,-3,,,,2,,,,-3,,,,4,,,,,-1,1,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,-1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,-1,0.230769231,0.333333333,0.142857143,1,1
808,117167,"I did notice your initial post to my talk page, but five minutes later it was removed by <url>. Is this a shared IP address?",1,,,,,,0,12,,,,,0,0,,,,,,7,,,,,,0,,0,,,,,,9,,,,2,,,,-3,,,,5,,,,,-1,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,-1,0.692307692,1,0.428571429,1,1
809,624756,I know what the band Rush is. I'm just wondering if you were joking or didn't know the user was referring to Rush Limbaugh?,-10,,,,,,-2,-5,,,,,-1,-9,,,,,,2,,,,,,-1,,-2,,,,,,-6,,,,2,,,,-3,,,,3,,,,,3,-1,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,1,-0.384615385,-0.666666667,-0.142857143,-1,-1
810,244209,Thank you. So what did I do to earn the tea?,-4,,,,,,1,-2,,,,,-1,5,,,,,,9,,,,,,-2,,-1,,,,,,11,,,,4,,,,3,,,,10,,,,,3,-1,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,-1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,0.230769231,0,0.428571429,1,1
811,627165,"I'm not finding the name change request at <url>, nor does there appear to be such an edit under the ""Rogerboas"" account name. Did you posti t while logged out, perhaps?",,,,,,,,,3,,,,1,,,,5,,,,-2,-1,,,,,-1,1,,,,,,6,,,,,,1,2,,,,3,,,,,,1,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,-1,blank,blank,blank,blank,-1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,0.5,0.2,0.714285714,1,1
812,620101,"I see your point, but my real issue was wanting to add the 'too much trivia' tag as all these 'minor aspects' need to be integrated into the relevant sections (I'll have a go myself if I get time). Isn't it possible to create a 'pop culture references' section and then siphon it off into a separate page when it gets too big?",,,,,,,,,-3,,,,1,,,,3,,,,-4,-3,,,,,10,2,,,,,,,,,,,,1,-1,,,,3,,,,,,0,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,-1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,0.272727273,-0.2,0.666666667,-1,1
813,125408,"How about saying that the fastest flow is near the deepest part of the channel, and that in most meanders this is near the outer bank? What do you think?",,,,,,,,,9,,,,1,,,,4,,,,-2,-1,,,,,4,4,,,,,,9,,,,,,0,1,,,,6,,,,,,5,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,-1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,0.666666667,0.2,1,1,1
814,150081,"One thing I noticed though is that the letter rows (""0-9"", ""A"", etc) look a bit strange when the table is sorted using a non-alphabetic criteria. Do you think we need them at all?",,,,,,,,,6,,,,1,,,,3,,,,-2,1,,,,,4,0,,,,,,10,,,,,,1,-3,,,,3,,,,,,0,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,0.666666667,0.6,0.714285714,1,1
815,622981,That incident is already mentioned in the <url>. Why do you insist on redundantly adding it?,,,,,,,,,-8,,,,-2,,,,-4,,,,-2,-12,,,,,-8,-3,,,,,,-6,,,,,,-5,-3,,,,-5,,,,,,-12,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,-1,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,-1,-1,-1,-1,-1
816,454482,"Owing to your status as an active wikipedian, I'm not yet reverting your edit to this article. But what sense is it to move his birth location from the birthdate position in line one, to the top of (a newly formed) paragraph 2 which then (continues from the former paragraph 1 subject) takes off on a subject entirely unrelated to his birth?",,,,,,,,,0,,,,-2,,,,-4,,,,-4,-8,,,,,-1,-6,,,,,,,,,,,,-5,-2,,,,-3,,,,,,-12,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,-1,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,-0.818181818,-0.6,-1,-1,-1
817,223343,You're right that few users are as plugged-in to these developments as we are. Maybe I could provide a handful of links as examples?,,,,,,,,,7,,,,1,,,,5,,,,2,4,,,,,6,8,,,,,,7,,,,,,1,4,,,,5,,,,,,8,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,1,1,1,1
818,622385,I have made changes to <url>. Is that acceptable?,,,,,,,,,6,,,,0,,,,3,,,,3,2,,,,,8,0,,,,,,8,,,,,,4,5,,,,2,,,,,,8,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,1,1,1,1
819,271917,"It should be possible to export from mathematica to eps I believe, or even to other formats, like png or gif (maybe from the ""File"" menu). Could you try and see if it works?",,,,,,,,,6,,,,0,,,,3,,,,-3,0,,,,,8,8,,,,,,7,,,,,,3,5,,,,5,,,,,,-6,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,-1,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,0.666666667,0.6,0.714285714,1,1
820,104189,"Hello <name> - just wanted to let you know I've changed this template, <url>. It looked like your last edit was a mistake?",,,,,,,,,0,,,,-1,,,,3,,,,-3,-2,,,,,3,-2,,,,,,8,,,,,,0,9,,,,0,,,,,,-8,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,-1,-1,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,0.166666667,-0.2,0.428571429,-1,1
821,488723,"I notice that you're adding <person> to places of histrical significance, but in some cases they are not listed on the <url>. Are you trying to follow the list, or expanding it to places that perhaps should be on the list?",5,,,,,,,-5,2,,,,-1,0,,,,,,6,,,,,0,0,,-1,,,,4,,,,8,,6,,,,6,,,,4,,,,,3,1,blank,blank,blank,blank,blank,blank,-1,1,blank,blank,blank,-1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,-1,blank,blank,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,0.6,0.333333333,0.777777778,1,1
822,399739,Hi. Are you ready to start the Request for Adminship?,0,,,,,,,6,2,,,,0,0,,,,,,8,,,,,0,0,,3,,,,0,,,,11,,0,,,,6,,,,6,,,,,0,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,1,1,1,1,1
823,625186,I apologize if I have misunderstood. Are you not an acknowledged devotee of Prem Rawat?,7,,,,,,,12,3,,,,1,6,,,,,,8,,,,,-4,7,,7,,,,9,,,,11,,2,,,,9,,,,2,,,,,8,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,0.866666667,1,0.777777778,1,1
824,628496,"I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously. Did you mean to place it on the article you created, <url>?",-2,,,,,,,6,1,,,,1,0,,,,,,8,,,,,1,4,,0,,,,5,,,,10,,0,,,,0,,,,10,,,,,3,-1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,0.866666667,0.666666667,1,1,1
825,191470,"You just made <url> to <url>, which I reverted. Did I overlook a good reason for your action?",-9,,,,,,,-12,1,,,,1,1,,,,,,3,,,,,3,-10,,0,,,,2,,,,10,,2,,,,0,,,,-2,,,,,-6,-1,blank,blank,blank,blank,blank,blank,-1,1,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,-1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,blank,-1,0.333333333,0.333333333,0.333333333,1,1
826,623440,"As a rough look over, the splits look ok to me (although yes, more discussion before forking is generally a good thing). If you think there are serious problems with them, why not just address it on the talk page?",-3,,,,,,,0,-6,,,,-1,1,,,,,,4,,,,,-3,-11,,2,,,,-3,,,,4,,-5,,,,-3,,,,-3,,,,,-6,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,-1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,-1,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,-1,-0.333333333,0,-0.555555556,1,-1
827,624421,"ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?",-11,,,,,,,-12,-9,,,,-2,-8,,,,,,-3,,,,,1,-11,,-1,,,,0,,,,5,,-3,,,,-6,,,,-8,,,,,0,-1,blank,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,-1,blank,-1,blank,blank,blank,1,blank,blank,blank,1,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,1,-0.466666667,-1,-0.111111111,-1,-1
828,218342,"Hi, noticed you removed categories on defunct/renamed schools. Why do you think them unnecessary?",-5,,,,,,,11,2,,,,-2,-4,,,,,,5,,,,,0,0,,1,,,,5,,,,10,,-2,,,,-3,,,,-6,,,,,-5,-1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,-1,0.066666667,0,0.111111111,1,1
829,164962,"I'm getting a little nervous that the Featured Article candidates's not attracting much attention. You know Featured Article candidates much better than I do, should I be worried yet?",0,,,,,,,12,2,,,,1,-3,,,,,,7,,,,,0,7,,9,,,,7,,,,10,,-2,,,,3,,,,2,,,,,3,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,-1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,0.733333333,0.666666667,0.777777778,1,1
830,484983,"Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?",2,,,,,,,11,5,,,,0,0,,,,,,7,,,,,-1,8,,7,,,,1,,,,12,,0,,,,0,,,,4,,,,,5,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,0.866666667,1,0.777777778,1,1
831,317892,"it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?",,,,,-6,,,,,3,,-1,,,,-3,,,,,2,,,,,,5,,3,,,,,7,-1,,,,2,,5,,,,,,,,-6,-1,-10,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,-1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,-1,-1,-1,0,-0.2,0.111111111,-1,1
832,620145,You are welcome. Do i correctly understand that you plan to use the <url> account as your primary account from now on?,,,,,1,,,,,11,,3,,,,2,,,,,2,,,,,,9,,9,,,,,12,1,,,,2,,9,,,,,,,,3,3,8,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,1,1,1,1,1,1
833,620469,"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?",,,,,9,,,,,8,,0,,,,4,,,,,3,,,,,,6,,1,,,,,8,1,,,,1,,4,,,,,,,,3,3,5,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,1,1,1,1,1,1
834,456341,There is a QB at camp today wearing #1. I saw him in footage on NFL Network. Who is he?,,,,,1,,,,,-1,,0,,,,0,,,,,-1,,,,,,0,,-3,,,,,5,0,,,,0,,1,,,,,,,,-3,1,0,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,-1,1,1,0.428571429,0.2,0.555555556,1,1
835,476248,"How does it look? Also, did you read my inquiry <url>?",,,,,9,,,,,0,,1,,,,-3,,,,,1,,,,,,0,,-6,,,,,6,-3,,,,1,,-4,,,,,,,,-3,1,-5,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,1,-1,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,blank,blank,blank,-1,1,-1,0.142857143,0.6,-0.111111111,1,-1
836,186097,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",,,,,12,,,,,4,,10,,,,4,,,,,3,,,,,,9,,6,,,,,11,3,,,,1,,6,,,,,,,,6,8,-5,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,-1,0.857142857,1,0.777777778,1,1
837,251401,"Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?",,,,,10,,,,,-2,,3,,,,1,,,,,2,,,,,,0,,-3,,,,,6,3,,,,0,,9,,,,,,,,0,4,8,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,1,0.714285714,0.6,0.777777778,1,1
838,135076,"I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",,,,,12,,,,,6,,6,,,,10,,,,,3,,,,,,7,,-6,,,,,11,7,,,,0,,2,,,,,,,,7,6,0,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,1,0.857142857,1,0.777777778,1,1
839,329098,"Would you be willing to do another pre-Featured Article candidates review of a different article for me? Specifically, the ""John J. Tigert"" article?",,,,,3,,,,,3,,2,,,,4,,,,,3,,,,,,7,,6,,,,,9,2,,,,2,,9,,,,,,,,5,5,10,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,1,1,1,1,1,1
840,465021,I'm afraid that images are not an area I work in. What would be the rationale for deleting these?,,,,,2,,,,,6,,4,,,,2,,,,,4,,,,,,0,,-3,,,,,8,2,,,,0,,10,,,,,,,,3,5,10,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,1,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,1,0.857142857,1,0.777777778,1,1
841,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",,1,,,,,,,,6,,,,,,3,,2,2,,,0,,3,,-3,,,,,,,,9,,10,,2,,,,,3,,,,3,,,,4,blank,1,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,1,1,blank,blank,1,blank,1,blank,-1,blank,blank,blank,blank,blank,blank,blank,1,blank,1,blank,1,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,0.857142857,1,0.714285714,1,1
842,620320,"It's not bizarre and random because I believe it violates the policies of <url> and <url> as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?",,-2,,,,,,,,-8,,,,,,-11,,0,-2,,,-9,,-2,,-7,,,,,,,,-3,,7,,-2,,,,,-10,,,,-1,,,,-4,blank,-1,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,1,-1,blank,blank,-1,blank,-1,blank,-1,blank,blank,blank,blank,blank,blank,blank,-1,blank,1,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,-0.714285714,-0.714285714,-0.714285714,-1,-1
843,625649,"Alf has a large <url> in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",,-5,,,,,,,,-6,,,,,,-11,,-10,-7,,,-12,,-7,,-8,,,,,,,,,,-3,,-8,,,,,-12,,,,-3,,,,-12,blank,-1,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,-1,-1,blank,blank,-1,blank,-1,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,-1,-1,-1,-1,-1
