Community,Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21
Wikipedia,217,388738,"Were you the person who originally put FoxTrot up for peer review? If you are, can you help me find the original request for peer review, so someone can resubmit a request and have the article reviewed again?",2,,,4,,,3,,,,9,,1,,,,,0,,,,,5,,,,4,,,,1,,,,,,,,4,,,,-9,,,1,,0,,,,-5
Wikipedia,218,620867,Wonderful! :) Do you particularly like to work on comics creators' articles?,9,,,12,,,12,,,,12,,6,,,,,5,,,,,12,,,,4,,,,2,,,,,,,,3,,,,3,,,4,,12,,,,-1
Wikipedia,219,40506,"Well, if Mattisse has caused me to CU innocent editors, then it's time for her to be blocked from editing her own talk page. MC, do you think I should withdraw the CU or let it ride?",-8,,,-12,,,-3,,,,5,,2,,,,,-1,,,,,-8,,,,0,,,,-2,,,,,,,,2,,,,0,,,2,,-6,,,,5
Wikipedia,220,477919,Still wondering and hoping. Rather not?,0,,,-2,,,1,,,,,,2,,,,,0,,,,,-5,,,,-4,,,,-3,,,,,,,,2,,,,0,,,,,-3,,,,4
Wikipedia,221,147986,I will have to hunt out my albums and take a look. Do you mean something like a photographer's credit?,,4,,,3,,6,,,12,,,,-1,,2,,,,,0,,,,0,,,,,3,,,-1,,,,,1,,,,,2,,0,,,,,0,,
Wikipedia,222,51868,"Hi, I have cleaned up this page and, in the , identified many other sources and additional content. I wonder if you would reconsider your delete !vote please (I will do the necessary expansion as and when there is a reasonable expectation of it being kept)?",,5,,,5,,0,,,12,,,,1,,8,,,,,3,,,,2,,,,,7,,,12,,,,,12,,,,,6,,4,,,,,2,,
Wikipedia,223,441207,I tend not to be an Request for Comment closer -- apologies. Hopefully someone else will?,,8,,,6,,5,,,-3,,,,3,,-6,,,,,7,,,,2,,,,,6,,,-3,,,,,6,,,,,7,,3,,,,,0,,
Wikipedia,224,435881,"Why, precisely? And what separates the etiquette of your area of society from our ""conventional etiquette"" speed-developed on the Internet?",,-11,,,-6,,1,,,0,,,,-5,,-10,,,,,-1,,,,0,,,,,4,,,-3,,,,,-6,,,,,-2,,-4,,,,,0,,
Wikipedia,225,147298,"<name>, I'm very sorry about confusing the rabbit character in <url> with the official Bugs in <url>. He may not be the gray rabbit that we recognize, but he is supposed to be Bugs in prototype form, right?",,10,,,9,,10,,,12,,,,1,,7,,,,,3,,,,12,,,,,3,,,10,,,,,12,,,,,3,,9,,,,,1,,
Wikipedia,226,477236,"Hi <name>. I'm thinking it might be a bad idea to start linking all unnamed EP recordings to the EP dab page. Could turn into a very massive list, and maybe not the right use for a dab page?",,4,,,6,,8,,,6,,,,3,,-3,,,,,-1,,,,0,,,,,0,,,12,,,,,9,,,,,4,,7,,,,,1,,
Wikipedia,227,67318,"Thanks for the various corrections you have made to this article. Do you have a source for the Anglo-Saxon Chronicle date of 921, please?",,7,,,8,,6,,,12,,,,6,,10,,,,,4,,,,12,,,,,6,,,7,,,,,10,,,,,7,,5,,,,,2,,
Wikipedia,228,131724,Thanks for adding that ref to <url>. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?,,4,,,6,,9,,,10,,,,0,,6,,,,,4,,,,9,,,,,2,,,0,,,,,4,,,,,0,,-1,,,,,0,,
Wikipedia,229,426845,I am out of YUBC (I wonder myself how can I even post here). Could you do it?,,-4,,,-3,,1,,,0,,,,-1,,2,,,,,-1,,,,7,,,,,-3,,,-3,,,,,4,,,,,1,,3,,,,,1,,
Wikipedia,230,387713,Are you saying that you have a close or imtimate relationship with N.I.?,,-4,,,-3,,2,,,0,,,,-2,,0,,,,,0,,,,0,,,,,-3,,,0,,,,,-6,,,,,-3,,0,,,,,-1,,
Wikipedia,231,328921,<url> did the copyedit for the Japanese flag article and it was completed today. Is there anything else other than a copyedit that you need for this article?,,,,,1,,,,,,,,,10,,,1,,,,,7,,3,,6,,0,,,,,,,1,,,2,,,,6,,,,,0,0,,,,6
Wikipedia,232,324753,"Huaiwei, there is this guy HkCaGu who insist that we shouldnt put Tianjin as one of Xiamen Airline's destination from Singapore just because it passes by Xiamen(MF's HUB) however, this is a direct flight from singapore to tianjin via xiamen. what are your views?",,,,,-5,,,,,,,,,10,,,3,,,,,2,,4,,3,,1,,,,,,,7,,,1,,,,6,,,,,-1,-3,,,,5
Wikipedia,233,326720,"I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?",,,,,-1,,,,,,,,,-2,,,1,,,,,-1,,0,,5,,-2,,,,,,,-1,,,-2,,,,-2,,,,,-1,-6,,,,2
Wikipedia,234,621053,"I've now blocked them as the account appears to be used only for vandalism. Since your username is prone to being mis-spelled can I suggest you set up some ""dead"" <url> accounts to pre-empt further impersonations?",,,,,3,,,,,,,,,4,,,3,,,,,-2,,3,,3,,4,,,,,,,8,,,-2,,,,2,,,,,0,9,,,,-2
Wikipedia,235,243655,"Yes, I appreciate that my edits were not the best, but they are currently the best available in Wikipedia for guiding readers in understanding there the emergence of the legal systems of the United Kingdom. Do You have a better suggestion?",,,,,-3,,,,,,,,,-3,,,2,,,,,-5,,3,,3,,-7,,,,,,,7,,,2,,,,-4,,,,,2,6,,,,6
Wikipedia,236,568195,Hi. Just wondering why you deleted the OneCone International article?,,,,,3,,,,,,,,,-1,,,2,,,,,-2,,4,,3,,0,,,,,,,6,,,1,,,,-9,,,,,-1,-3,,,,3
Wikipedia,237,625202,"<name>, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?",,,,,5,,,,,,,,,4,,,6,,,,,0,,5,,2,,8,,,,,,,9,,,3,,,,-3,,,,,0,3,,,,7
Wikipedia,238,397055,I noticed your edits and the Vote for Deletion discussion on the topic. Are you on facebook?,,,,,0,,,,,,,,,0,,,1,,,,,0,,2,,3,,-1,,,,,,,4,,,0,,,,-3,,,,,0,0,,,,-1
Wikipedia,239,627565,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?,,,,,-9,,,,,,,,,-9,,,-3,,,,,-12,,-2,,3,,-10,,,,,,,3,,,0,,,,-12,,,,,-1,-11,,,,-4
Wikipedia,240,549635,Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?,,,,,-8,,,,,,,,,-8,,,-4,,,,,-3,,-1,,4,,-6,,,,,,,5,,,-4,,,,-10,,,,,-2,-6,,,,-4
Wikipedia,241,397901,"Yeah, I agree. What's up with that?",-2,,,6,,,,,0,,,3,,0,,,,2,,,-1,,0,,,,,3,,,,,,,5,,,,,0,,,,8,,,-1,-3,,,,
Wikipedia,242,188918,How do you fix all those edits at once? Do you have to be an admin to do so?,1,,,0,,,,,0,,,0,,-1,,,,0,,,0,,0,,,,,0,,,,,,,2,,,,,0,,,,7,,,0,0,,,,
Wikipedia,243,17000,"Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?",10,,,10,,,,,11,,,6,,7,,,,3,,,2,,10,,,,,4,,,,,,,5,,,,,10,,,,1,,,8,12,,,,
Wikipedia,244,209367,What State are you from? New Jersey?,-5,,,0,,,,,-2,,,-7,,0,,,,-1,,,0,,0,,,,,-5,,,,,,,4,,,,,-3,,,,9,,,-1,0,,,,
Wikipedia,245,314947,"If you're not using your user page, you should try redirecting it to your talk. Or is this a statement on the futility of userpages in general?",-8,,,0,,,,,-1,,,0,,-4,,,,0,,,0,,-1,,,,,-7,,,,,,,8,,,,,-3,,,,8,,,-1,-3,,,,
Wikipedia,246,281599,Well? What do you think?,-7,,,-1,,,,,1,,,1,,-6,,,,-1,,,-4,,-1,,,,,-3,,,,,,,2,,,,,-6,,,,8,,,-1,-3,,,,
Wikipedia,247,34065,I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?,-6,,,-1,,,,,0,,,-6,,-2,,,,-1,,,-6,,-2,,,,,-2,,,,,,,10,,,,,9,,,,5,,,3,-3,,,,
Wikipedia,248,590326,"I think I'm gonna request a free image from a Wikipedia biography subject by following <url>. I was wondering, if I'm planning to upload the image to Commons and the subject doesn't speak English to understand the e-mail, what should I do?",1,,,1,,,,,-2,,,5,,-1,,,,1,,,0,,1,,,,,11,,,,,,,9,,,,,12,,,,7,,,2,-3,,,,
Wikipedia,249,144985,"Right, I was demonstrating that one could merge <person> with <person>, that option would not appear on players that were not Dual players. Did anything actually break?",-7,,,4,,,,,2,,,-5,,-4,,,,0,,,0,,0,,,,,-3,,,,,,,5,,,,,0,,,,8,,,0,-3,,,,
Wikipedia,250,429116,Turkish boys are circumcised they are Muslim's. Why did you delete it?,-10,,,-12,,,,,-2,,,-10,,-4,,,,-1,,,0,,-3,,,,,12,,,,,,,5,,,,,-9,,,,6,,,-1,-2,,,,
Wikipedia,251,299277,"I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?",,,,,5,,,,,2,,-2,,,,,,,12,,,,,,4,,,,,,2,,0,,,,,,,5,,,,9,2,,,,,,5,
Wikipedia,252,126492,So you're interested in both Amiga computers and BDSM! Are you an atheist too?,,,,,-10,,,,,-1,,-10,,,,,,,0,,-2,,,,-1,,,,,,-3,,0,,,,,,,-11,,,,9,-1,,,,,,3,
Wikipedia,253,623938,"One deleteable article at a time, please. This is a <url> G4; do you agree, and if not, why not?",,,,,-7,,,,,0,,-7,,,,,,,7,,0,,,,-1,,,,,,-2,,-6,,,,,,,-9,,,,2,1,,,,,,-1,
Wikipedia,254,89281,You just built an article called Fort Fort Mitchel. Did you mean to have two fort's in the title?,,,,,-1,,,,,0,,2,,,,,,,12,,1,,,,-1,,,,,,4,,0,,,,,,,-3,,,,5,0,,,,,,0,
Wikipedia,255,898,"""* <url>: 87/88 Quarterfinal (winfall viktory in the second round against former leader of the <url> <url>)""? Is there a misetake?",,,,,-1,,,,,-3,,-3,,,,,,,-3,,0,,,,0,,,,,,-3,,,,,,,,,4,,,,7,-2,,,,,,1,
Wikipedia,256,623275,"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?",,,,,-7,,,,,-7,,-10,,,,,,,-9,,-11,,,,-5,,,,,,0,,3,,,,,,,-1,,,,6,-1,,,,,,0,
Wikipedia,257,211646,how do you know that Yuvan is confirmed for Striker? You indeed referring to the <url> starring Siddharth?,,,,,-2,,,,,-4,,-1,,,,,,,0,,-1,,,,1,,,,,,-2,,-5,,,,,,,-6,,,,7,-2,,,,,,-3,
Wikipedia,258,627331,"Incidentally, your username seems familiar. Do you contribute to SPGB-related forums by any chance?",,,,,3,,,,,3,,8,,,,,,,3,,0,,,,1,,,,,,1,,0,,,,,,,0,,,,8,2,,,,,,4,
Wikipedia,259,625139,"Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?",,,,,7,,,,,-2,,5,,,,,,,5,,3,,,,0,,,,,,0,,-9,,,,,,,4,,,,7,3,,,,,,2,
Wikipedia,260,622646,Please don't talk like a robot. What harm did it do?,,,,,-3,,,,,-10,,-1,,,,,,,6,,1,,,,0,,,,,,7,,-6,,,,,,,-3,,,,-8,-9,,,,,,-4,
Wikipedia,261,284172,"I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?",,,-1,,,,-2,,,,,6,-5,,,-3,,,,,,-4,,4,,,,,,,3,,0,,,,,,,6,6,,,2,,,,,,0,,
Wikipedia,262,620595,I don't really see that as a problem. If it's a fringe position why not simply state it as such?,,,0,,,,-5,,,,,-2,-1,,,-5,,,,,,-5,,0,,,,,,,-3,,0,,,,,,,0,0,,,4,,,,,,0,,
Wikipedia,263,477048,"Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?",,,-1,,,,4,,,,,5,1,,,4,,,,,,-4,,0,,,,,,,-4,,5,,,,,,,0,0,,,2,,,,,,0,,
Wikipedia,264,179380,E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?,,,6,,,,1,,,,,6,4,,,6,,,,,,0,,6,,,,,,,5,,7,,,,,,,-2,2,,,0,,,,,,0,,
Wikipedia,265,282680,Good idea.... Perhaps though you could also make a list of kings on that page??,,,6,,,,5,,,,,5,6,,,8,,,,,,-1,,3,,,,,,,6,,0,,,,,,,0,8,,,8,,,,,,1,,
Wikipedia,266,580699,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?",,,12,,,,1,,,,,-8,-7,,,-6,,,,,,3,,10,,,,,,,6,,-6,,,,,,,-6,2,,,0,,,,,,2,,
Wikipedia,267,479685,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?",,,9,,,,7,,,,,6,6,,,6,,,,,,10,,4,,,,,,,6,,0,,,,,,,5,8,,,0,,,,,,1,,
Wikipedia,268,534387,"How can I join, by the way? And is there a Welcoming Comittee userbox?",,,3,,,,3,,,,,6,4,,,3,,,,,,5,,2,,,,,,,5,,0,,,,,,,-1,1,,,-5,,,,,,0,,
Wikipedia,269,527356,"Do you have ""remember me"" set in IE? If not are you using the login link?",,,1,,,,-1,,,,,0,1,,,0,,,,,,0,,0,,,,,,,1,,3,,,,,,,-3,4,,,-1,,,,,,0,,
Wikipedia,270,544739,"That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered ""Second Nominations"" if I put them up again?",,,-1,,,,-9,,,,,-2,-2,,,0,,,,,,-3,,1,,,,,,,-2,,0,,,,,,,-1,0,,,1,,,,,,0,,
Wikipedia,271,472594,"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?",,,,,-9,,,-11,,-11,,-8,,,,,,-5,,,,,-4,9,,,,,,,-6,,,,3,,-1,,,,,-3,,,-1,,,,,0,,
Wikipedia,272,19879,"I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong. I want to reconcile what you know with what I know so we can get this article right... a little help here?",,,,,-6,,,-5,,-2,,-1,,,,,,5,,,,,5,1,,,,,,,-7,,,,-5,,-4,,,,,-6,,,-6,,,,,-1,,
Wikipedia,273,63922,"Hello <name>! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?",,,,,1,,,10,,1,,5,,,,,,3,,,,,12,8,,,,,,,7,,,,-3,,-1,,,,,0,,,2,,,,,3,,
Wikipedia,274,460482,So it seems we both already know the problems with the current logo and the SVG one. What can I do to help you?,,,,,6,,,3,,1,,5,,,,,,6,,,,,12,7,,,,,,,6,,,,5,,1,,,,,10,,,1,,,,,3,,
Wikipedia,275,607497,Um. Thanks?,,,,,-2,,,,,-12,,-4,,,,,,6,,,,,12,-1,,,,,,,8,,,,5,,-1,,,,,9,,,2,,,,,1,,
Wikipedia,276,621674,"So ''Junanci'' means ""Greeks""? In which language?",,,,,3,,,-6,,0,,2,,,,,,0,,,,,0,6,,,,,,,0,,,,3,,-2,,,,,0,,,0,,,,,0,,
Wikipedia,277,203939,"If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?",,,,,-2,,,-6,,-5,,-3,,,,,,0,,,,,-2,0,,,,,,,2,,,,0,,0,,,,,0,,,-4,,,,,0,,
Wikipedia,278,624543,"That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?",,,,,-4,,,-4,,0,,-3,,,,,,-4,,,,,-7,7,,,,,,,5,,,,3,,5,,,,,12,,,-4,,,,,0,,
Wikipedia,279,573791,It seems <url> has tagged the following baiting articles <url> <url> <url> and <url> with a delete tag out of spite. It there a way to remedy this type of poor behaviour ?,,,,,0,,,6,,0,,-2,,,,,,-3,,,,,-1,4,,,,,,,-5,,,,2,,1,,,,,7,,,-1,,,,,0,,
Wikipedia,280,420955,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",,,,,-1,,,,,-7,,-5,,,,,,-3,,,,,0,-3,,,,,,,0,,,,6,,-1,,,,,0,,,-3,,,,,0,,
Wikipedia,281,171044,<name> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,,,,,,-2,,,-6,,,,,,-10,,-10,,,0,,,,,-3,5,,-9,,,,,0,,,,,,3,,,,0,,1,,,,-7,,,1
Wikipedia,282,622184,I added mention of the river. The info for <url> says the picture was taken in <url>; is that city located on the river?,,,,,,11,,,6,,,,,,0,,1,,,-2,,,,,1,4,,1,,,,,0,,,,,,0,,,,0,,0,,,,2,,,4
Wikipedia,283,310105,"I might have just done a wrong revert on this art - what do you think? Small cf Singapores Changi maybe - but, ...?",,,,,,9,,,8,,,,,,1,,4,,,6,,,,,9,3,,3,,,,,0,,,,,,4,,,,0,,-4,,,,,,,0
Wikipedia,284,475927,And <url> targets <url>. Shouldn't it go to <url>?,,,,,,6,,,-2,,,,,,0,,-2,,,0,,,,,3,3,,-2,,,,,0,,,,,,2,,,,-5,,-5,,,,2,,,-6
Wikipedia,285,474362,Where are the actual findings of fact and sanctions in Haiduc's case? Do they need to be tweaked?,,,,,,7,,,-2,,,,,,-1,,-1,,,2,,,,,4,3,,-1,,,,,0,,,,,,2,,,,-3,,-3,,,,-1,,,-2
Wikipedia,286,478708,"Nice work so far on your rewrite of ""The One After the Superbowl"". Are you planning on including info about the Diet Coke fiasco?",,,,,,12,,,8,,,,,,10,,11,,,5,,,,,12,3,,5,,,,,3,,,,,,3,,,,4,,3,,,,3,,,-4
Wikipedia,287,621793,"Oh I know, but I think that's a ''problem''. Unless there is some other cat for modem companies?",,,,,,6,,,-8,,,,,,-3,,-3,,,2,,,,,0,4,,-3,,,,,0,,,,,,2,,,,0,,4,,,,-4,,,-5
Wikipedia,288,455392,I'm with you - it really is a friggin' pain that people refuse to read no matter how big you put the text. Should we just maybe remove the source entirely?,,,,,,4,,,-10,,,,,,-5,,3,,,-1,,,,,12,3,,4,,,,,4,,,,,,3,,,,3,,3,,,,3,,,-4
Wikipedia,289,97672,"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?",,,,,,8,,,-8,,,,,,-8,,-2,,,-1,,,,,-2,4,,-10,,,,,0,,,,,,2,,,,-5,,-1,,,,-6,,,8
Wikipedia,290,625896,Noticed your nice ''<url>'' photograph. Perhaps you were on the Siruvani bird survey ?,,,,,,0,,,3,,,,,,3,,4,,,-2,,,,,2,4,,-1,,,,,0,,,,,,3,,,,4,,1,,,,5,,,2
Wikipedia,291,237733,"The problem remains that I don't know where to turn to educate myself further on the matter. For instance, where would I find the Tao-Green paper you mention in the article?",,,3,,,,8,,,,,,,-3,,,,5,,,,,9,,,3,2,,9,,,,,0,,,,,,6,,,,8,,,,-6,,0,,
Wikipedia,292,266502,I saw that page but was not sure if it had anything to do with any of the articles we are working on? or was this a general issue?,,,3,,,,-3,,,,,,,-4,,,,1,,,,,2,,,4,2,,8,,,,,-9,,,,,,-3,,,,9,,,,-3,,0,,
Wikipedia,293,115921,"<name>, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?",,,-2,,,,-6,,,,,,,-4,,,,-3,,,,,-11,,,1,-10,,-2,,,,,-3,,,,,,-8,,,,9,,,,-6,,-5,,
Wikipedia,294,249702,"Hi <name> - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (<nowiki>~~~~</nowiki>) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?",,,1,,,,0,,,,,,,-2,,,,-1,,,,,-1,,,2,6,,-1,,,,,,,,,,,-8,,,,7,,,,-8,,-2,,
Wikipedia,295,431249,Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?,,,2,,,,4,,,,,,,7,,,,0,,,,,7,,,3,0,,9,,,,,3,,,,,,6,,,,4,,,,0,,0,,
Wikipedia,296,620149,"- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for ""consumer electronics tech support"" see who comes first).We are here to server the community - why do you find it so offensive?",,,1,,,,-10,,,,,,,-6,,,,-2,,,,,2,,,2,0,,-3,,,,,-12,,,,,,-4,,,,8,,,,-3,,-1,,
Wikipedia,297,396161,"Why am I never asked to write a feature. Is it because ""I is black""?",,,-6,,,,0,,,,,,,-9,,,,-2,,,,,-11,,,3,-5,,-2,,,,,-9,,,,,,-11,,,,7,,,,-11,,0,,
Wikipedia,298,628610,"I'm sorry, I'm having trouble understanding your question. Could you try again?",,,9,,,,12,,,,,,,10,,,,2,,,,,12,,,3,12,,12,,,,,9,,,,,,12,,,,7,,,,12,,3,,
Wikipedia,299,259765,I put plural women because in the storylines it states he falls for Detective Graves. He also hits on another older woman <url> but that wasn't notable enough to include.. is it best to keep it singular?,,,4,,,,0,,,,,,,0,,,,0,,,,,8,,,2,0,,11,,,,,6,,,,,,,,,,8,,,,12,,0,,
Wikipedia,300,144711,"So I got rid of it. Have a little faith in my good judgment, okay?",,,-6,,,,-9,,,,,,,-6,,,,-2,,,,,-12,,,3,-3,,-6,,,,,-12,,,,,,-7,,,,8,,,,-6,,-3,,
Wikipedia,1001,2320,Hmm...the picture was taken on my camera by someone else. To whom does the copyright belong?,9,0,1,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,8,1,,-6,10,11,1,,-5,,,,,,,,,,,
Wikipedia,1002,4026,"My question is ""Why?"" I am doing all the citations correctly and this still appears often. Can anyone tell me what I'm doing wrong?",7,-2,-1,0,4,-7,1,,,,,,,,,,,,,,,,,,,,,,,,,-10,4,-2,,-3,4,6,-7,,-11,,,,,,,,,,,
Wikipedia,1003,4767,I noticed you removed Pero Defformero from the list of folk metal bands and artists. What is the problem with this band?,-4,-3,0,0,-4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-3,,-9,7,4,9,,-11,,,,,,,,,,,
Wikipedia,1004,5692,I don't see a connection between the 'url' and the 'url' articles that would warrant See Also links between the two.  Could you explain that to me?,0,-1,1,3,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,-2,6,7,,4,1,4,0,,-5,,,,,,,,,,,
Wikipedia,1005,7122,url'.. it doesn't really explain what the issue was. Can you word it better?,-3,-3,-1,1,-4,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,-4,4,-3,,-4,2,6,-4,,-4,,,,,,,,,,,
Wikipedia,1006,17795,"Hello, Jeff79. Would you weigh in on the above linked discussion regarding an edit you made?",6,-1,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,,-1,2,,5,,4,,,,,,,,,,,
Wikipedia,1007,19520,Thanks for change to Hugh de Grandmesnil - I am (It is) very short of refs for that article. Could you suggest one for your addition?,7,,-1,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,4,7,8,,6,13,4,13,,6,,,,,,,,,,,
Wikipedia,1008,20833,"Darkstar, I am completely baffled by this, I don't know where you are coming from or what your complaint is, and you are one of the writers that I most often agree with. Can you explain?",-2,-6,-2,-1,-5,-8,0,,,,,,,,,,,,,,,,,,,,,,,,,-6,8,-2,,0,13,6,2,,-11,,,,,,,,,,,
Wikipedia,1009,21812,These clickable images are great! Can you make one for the 10^-6 to 10^5 range too?,10,4,3,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,11,-2,,3,1,7,0,,5,,,,,,,,,,,
Wikipedia,1010,21885,Interesting illustration on the PrIze law page of a Zeppelin taking a Norwegian vessel as a prize in 1917.  I wonder whether you could point me to a source for more information on this incident?,8,4,1,1,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,4,9,7,,-5,9,3,4,,-2,,,,,,,,,,,
Wikipedia,1011,25456,My concern is that you are proceeding at such a rate of knots that it going to be difficult to later unpick and I can see some disagreement on this.  Why not seek a consensus?,0,-5,1,0,0,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,-5,,-6,6,7,4,,-10,,,,,,,,,,,
Wikipedia,1012,28354,url' is fooling around with the Rubinstein and Horowitz articles again.  Is there a way to get him banned?,0,-10,0,-4,-2,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,-2,8,1,,4,8,4,3,,-11,,,,,,,,,,,
Wikipedia,1013,36851,"I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?",6,-3,1,1,1,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-1,,-3,12,12,-6,,-3,,,,,,,,,,,
Wikipedia,1014,39167,"Like most users with their articles screwed over by 'url''s new web facelift, I'm at a lost with 'url' being dead. Can you help?",6,-1,1,-2,4,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,,-8,3,2,-3,,13,,,,,,,,,,,
Wikipedia,1015,39531,Unfortunately the 4chan page you linked to in 'url' does not exist now. Can you give a pointer to what is involved?,7,0,2,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,-9,5,7,5,,-8,,,,,,,,,,,
Wikipedia,1016,39729,"Could you do me a huge favour, but only if you want to, because I know it's a lot to ask. Could you do the Peer Review for ''Loud'' by any chance?",13,2,2,4,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,10,11,5,6,,5,-2,,,13,,,,,,,,,,,
Wikipedia,1017,40728,"Hi, I was wondering why it is that 'url' only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",8,-1,2,2,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,3,,12,5,,,-1,,,,,,,,,,,
Wikipedia,1018,43454,Good find. Do you have a cite for the second para?,11,2,1,3,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,5,,6,-2,,,2,,,,,,,,,,,
Wikipedia,1019,45710,"Your 'url' give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",,-5,0,0,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,8,,10,-2,,,3,,,,,,,,,,,
Wikipedia,1020,50455,I noticed that you have a little note at the top saying your status. How do you do that?,1,3,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,-2,3,,7,6,,,-8,,,,,,,,,,,
Wikipedia,1021,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,2,2,0,1,3,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,3,8,1,8,,5,7,,,-4,,,,,,,,,,,
