Community,Num,Index,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,EN1_zscore,EN2_zscore,EN3_zscore,EN4_zscore,EN5_zscore,EN6_zscore,EN7_zscore,EN8_zscore,EN9_zscore,EN10_zscore,EN11_zscore,EN12_zscore,EN13_zscore,EN14_zscore,EN15_zscore,EN16_zscore,EN17_zscore,EN18_zscore,EN19_zscore,EN20_zscore,EN21_zscore,EN22_zscore,EN23_zscore,EN24_zscore,EN25_zscore,EN26_zscore,EN27_zscore,EN28_zscore,EN29_zscore,EN30_zscore,EN31_zscore,CH1_zscore,CH2_zscore,CH3_zscore,CH4_zscore,CH5_zscore,CH6_zscore,CH7_zscore,CH8_zscore,CH9_zscore,CH10_zscore,CH11_zscore,CH12_zscore,CH13_zscore,CH14_zscore,CH15_zscore,CH16_zscore,CH17_zscore,CH18_zscore,CH19_zscore,CH20_zscore,CH21_zscore,label_t,label_t_z,label_d,label_d_z
Wikipedia,1013,312,36851,"I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?",6,-3,1,1,1,4,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,-1,,-3,12,12,-6,,-3,,,,,,,,,,,,0.680141354,-0.390366855,0.176538475,0.050180662,0.16540192,1.04560583,-0.607390963,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.077969587,-0.397220426,,-0.7246072,1.660494519,1.89290123,-1.205147168,,-0.379155573,,,,,,,,,,,,0,0,0,0
Wikipedia,1014,313,39167,"Like most users with their articles screwed over by 'url''s new web facelift, I'm at a lost with 'url' being dead. Can you help?",6,-1,1,-2,4,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,,-8,3,2,-3,,13,,,,,,,,,,,,0.680141354,0.048233137,0.176538475,-0.740164764,0.828191045,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.486719237,0.119092157,,-1.788941218,-0.614155507,-0.237194012,-0.595313661,,2.07325494,,,,,,,,,,,,0,0,0,0
Wikipedia,1015,314,39531,Unfortunately the 4chan page you linked to in 'url' does not exist now. Can you give a pointer to what is involved?,7,0,2,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,,-9,5,7,5,,-8,,,,,,,,,,,,0.833850634,0.267533133,0.568846196,0.050180662,0.386331629,0.80630353,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.691094062,-0.139064134,,-2.001808021,-0.108677723,0.827853609,1.030909024,,-1.145533858,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1016,315,39729,"Could you do me a huge favour, but only if you want to, because I know it's a lot to ask. Could you do the Peer Review for ''Loud'' by any chance?",13,2,2,4,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,10,11,5,6,,5,-2,,,13,,,,,,,,,,,,1.756106317,0.706133126,0.568846196,0.840526088,0.386331629,1.524210431,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,1.927036991,1.508593363,1.151717323,0.271892231,,-0.108677723,-1.089232108,,,2.07325494,,,,,,,,,,,,0,0,0,0
Wikipedia,1017,316,40728,"Hi, I was wondering why it is that 'url' only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",8,-1,2,2,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,11,1,3,,12,5,,,-1,,,,,,,,,,,,0.987559915,0.048233137,0.568846196,0.313629137,1.270050461,0.567001229,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,1.508593363,0.119092157,-0.523792387,,1.660494519,0.401834561,,,-0.072604259,,,,,,,,,,,,0,0,0,0
Wikipedia,1018,317,43454,Good find. Do you have a cite for the second para?,11,2,1,3,5,11,3,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,5,,6,-2,,,2,,,,,,,,,,,,1.448687756,0.706133126,0.176538475,0.577077613,1.049120753,2.720721934,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.486719237,0.377248449,0.006664025,,0.144061168,-1.089232108,,,0.387222713,,,,,,,,,,,,0,1,1,1
Wikipedia,1019,318,45710,"Your 'url' give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",,-5,0,0,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,8,,10,-2,,,3,,,,,,,,,,,,,-0.828966848,-0.215769247,-0.213267813,0.828191045,0.088396628,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.812918126,0.077969587,0.119092157,0.802348643,,1.155016736,-1.089232108,,,0.54049837,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1020,319,50455,I noticed that you have a little note at the top saying your status. How do you do that?,1,3,1,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,7,-2,3,,7,6,,,-8,,,,,,,,,,,,-0.088405049,0.925433122,0.176538475,-0.213267813,0.16540192,0.327698929,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.691094062,-0.655376717,-0.523792387,,0.39680006,0.614844085,,,-1.145533858,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1021,320,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,2,2,0,1,3,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,3,8,1,8,,5,7,,,-4,,,,,,,,,,,,0.065304232,0.706133126,-0.215769247,0.050180662,0.607261337,-0.150905672,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.895468888,0.119092157,0.802348643,,-0.108677723,0.827853609,,,-0.53243123,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1022,321,51534,I reverted 'url' as it complicated my normal routine archiving of all the discussions on my talk page.  Could you please refrain from this kind of edit in future?,-3,-7,-2,0,-5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,9,,8,1,,,-2,,,,,,,,,,,,-0.70324217,-1.26756684,-1.000384689,-0.213267813,-1.160176328,0.567001229,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.691094062,1.151717323,1.067576849,,0.649538952,-0.450203536,,,-0.225879916,,,,,,,,,,,,1,1,1,1
Wikipedia,1023,322,52673,I am trying to figure out the exact definition of 'url' however do not have access to Andrews.  Could you help?,8,0,0,1,-1,-2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,12,6,5,,6,0,,,-3,,,,,,,,,,,,0.987559915,0.267533133,-0.215769247,0.050180662,-0.276457496,-0.390207973,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,1.712968189,1.409873615,0.006664025,,0.144061168,-0.66321306,,,-0.379155573,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1024,323,60607,"The article is not about this, at all. Could you explain your logic?",-9,-6,2,-2,-2,-4,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,7,,8,2,,,-11,,,,,,,,,,,,-1.625497853,-1.048266844,0.568846196,-0.740164764,-0.497387204,-0.868812574,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.126405239,1.409873615,0.537120437,,0.649538952,-0.237194012,,,-1.605360829,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1025,324,66092,"Per 'url', there was an autoblock affecting your editing that has now been lifted.  Can you edit freely now?",13,0,0,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,5,,9,9,,,1,,,,,,,,,,,,1.756106317,0.267533133,-0.215769247,0.313629137,0.386331629,0.327698929,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.282344412,0.119092157,0.006664025,,0.902277844,1.253872657,,,0.233947056,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1026,325,69712,"You mean ""the higher solubility in the ocean""? Solubility of what?",4,-4,1,-4,-4,-6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,-4,,,8,3,,,-4,,,,,,,,,,,,0.372722793,-0.609666852,0.176538475,-1.267061715,-0.93924662,-1.347417175,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,-0.330780064,-1.1716893,,,0.649538952,-0.024184487,,,-0.53243123,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1027,326,70280,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,4,-1,1,1,4,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,,7,1,,,2,,,,,,,,,,,,0.372722793,0.048233137,0.176538475,0.050180662,0.828191045,-0.390207973,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.126405239,0.377248449,-1.054248798,,0.39680006,-0.450203536,,,0.387222713,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1028,327,75904,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,-4,-5,1,2,-3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,10,,9,4,,,-2,,,,,,,,,,,,-0.856951451,-0.828966848,0.176538475,0.313629137,-0.718316912,0.567001229,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.282344412,1.151717323,1.332805055,,0.902277844,0.188825037,,,-0.225879916,,,,,,,,,,,,1,1,-1,-1
Wikipedia,1029,328,79211,Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,-10,,0,-3,1,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,5,,10,1,,,-2,,,,,,,,,,,,-1.779207134,,-0.215769247,-1.003613239,0.16540192,-0.629510273,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.535154889,0.893561032,0.006664025,,1.155016736,-0.450203536,,,-0.225879916,,,,,,,,,,,,1,0,-1,-1
Wikipedia,1030,329,83428,"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?",-5,-6,0,-2,-6,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,-2,2,,2,-3,,,-1,,,,,,,,,,,,-1.010660731,-1.048266844,-0.215769247,-0.740164764,-1.381106036,-0.150905672,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.486719237,-0.655376717,-0.789020592,,-0.866894399,-1.302241632,,,-0.072604259,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1031,330,83786,"OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?",8,0,-2,1,-7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,2,5,,8,,,,,,,,,,,,,,,0.987559915,0.267533133,-1.000384689,0.050180662,-1.602035744,0.327698929,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.486719237,0.119092157,-0.789020592,0.978327229,,1.040863133,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1032,331,83791,Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?,-8,-8,0,-2,-6,-2,-6,,,,,,,,,,,,,,,,,,,,,,,,,-1,0,-2,1,6,,2,,,,,,,,,,,,,,,-1.471788573,-1.486866836,-0.215769247,-0.740164764,-1.381106036,-0.390207973,-2.385235631,,,,,,,,,,,,,,,,,,,,,,,,,-0.524024513,-0.739529715,-0.655376717,-1.054248798,1.191194032,,-0.237194012,,,,,,,,,,,,,,,1,0,-1,-1
Wikipedia,1033,332,85093,I have attempted to address your concern. Could you take another look at the article?,7,-2,-1,4,2,-2,4,,,,,,,,,,,,,,,,,,,,,,,,,7,2,-2,5,7,,6,,,,,,,,,,,,,,,0.833850634,-0.171066859,-0.608076968,0.840526088,0.386331629,-0.390207973,1.170453704,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,-0.330780064,-0.655376717,0.006664025,1.404060836,,0.614844085,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1034,333,85552,"I have no idea how to explain that succinctly, though I'll probably write a couple of articles on the whole mess soon. Any idea how to incorporate that into the article?",7,4,-1,-2,2,-2,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,6,6,,3,,,,,,,,,,,,,,,0.833850634,1.144733118,-0.608076968,-0.740164764,0.386331629,-0.390207973,1.526022638,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.077969587,0.119092157,0.271892231,1.191194032,,-0.024184487,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1035,334,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me.  Do you have a reference for this?,-6,-2,1,-2,-6,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-1,5,3,,7,,,,,,,,,,,,,,,-1.164370012,-0.171066859,0.176538475,-0.740164764,-1.381106036,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.746848286,-0.330780064,-0.397220426,0.006664025,0.552593621,,0.827853609,,,,,,,,,,,,,,,1,0,-1,-1
Wikipedia,1036,335,98833,"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent.  Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",-10,-10,-4,-8,-7,3,-7,,,,,,,,,,,,,,,,,,,,,,,,,-11,-9,-1,10,-1,,10,,,,,,,,,,,,,,,-1.779207134,-1.925466829,-1.785000132,-2.320855616,-1.602035744,0.80630353,-2.740804565,,,,,,,,,,,,,,,,,,,,,,,,,-2.752262244,-2.578903142,-0.397220426,1.332805055,-0.298873593,,1.466882181,,,,,,,,,,,,,,,0,0,1,1
Wikipedia,1037,336,99444,Hello. Can you please pass the pilot whale article?,10,0,1,-2,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,8,9,,6,,,,,,,,,,,,,,,1.294978475,0.267533133,0.176538475,-0.740164764,0.607261337,0.088396628,1.170453704,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.077969587,0.119092157,0.802348643,1.829794443,,0.614844085,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1038,337,102052,"What you linked to looks good, but what was I supposed to compare it with again? Got a link?",4,0,0,-2,-2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,10,5,,11,,,,,,,,,,,,,,,0.372722793,0.267533133,-0.215769247,-0.740164764,-0.497387204,0.088396628,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,-0.126405239,0.119092157,1.332805055,0.978327229,,1.679891705,,,,,,,,,,,,,,,1,0,-1,-1
Wikipedia,1039,338,105723,I noticed your nice improvements to 'url'. Are you thinking of merging/redirecting 'url' to that article?,8,3,3,5,2,-2,4,,,,,,,,,,,,,,,,,,,,,,,,,8,10,3,6,6,,2,,,,,,,,,,,,,,,0.987559915,0.925433122,0.961153917,1.103974563,0.386331629,-0.390207973,1.170453704,,,,,,,,,,,,,,,,,,,,,,,,,1.481389445,1.304218538,0.63540474,0.271892231,1.191194032,,-0.237194012,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1040,339,109287,"You are so right, 'url' looks to be blatant advertising.  Why don't you put it up for 'url'?",7,1,-2,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,2,6,,5,,,,,,,,,,,,,,,0.833850634,0.486833129,-1.000384689,-0.213267813,1.270050461,1.524210431,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,0.486719237,-0.139064134,-0.789020592,1.191194032,,0.401834561,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1041,340,109807,"Can you please explain what the two fields you added to the table at 'url' are supposed to mean?  What ""reaction""?",6,0,-1,1,-3,-2,-7,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,9,3,,4,,,,,,,,,,,,,,,0.680141354,0.267533133,-0.608076968,0.050180662,-0.718316912,-0.390207973,-2.740804565,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.486719237,-0.139064134,1.067576849,0.552593621,,0.188825037,,,,,,,,,,,,,,,1,0,1,1
Wikipedia,1042,341,110401,Have you received the 1972 Encyclopedia of PNG you mentioned during the discussion about 'url'? Was there a detailed entry for Dagora?,8,3,-1,-1,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,-1,5,,3,,,,,,,,,,,,,,,0.987559915,0.925433122,-0.608076968,-0.476716289,0.607261337,-0.629510273,,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.691094062,0.119092157,-1.58470521,0.978327229,,-0.024184487,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1043,342,119849,"I've noticed that you're engaged in several edit wars, with Meliniki, regarding minor alterations to multiple Greek language articles. Perhaps you should consider discussing the changes on Meliniki's 'url' instead?",-7,0,-5,0,-2,-3,1,,,,,,,,,,,,,,,,,,,,,,,,,10,5,0,5,4,,3,,,,,,,,,,,,,,,-1.318079292,0.267533133,-2.177307853,-0.213267813,-0.497387204,-0.629510273,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,1.927036991,0.282344412,-0.139064134,0.006664025,0.765460425,,-0.024184487,,,,,,,,,,,,,,,1,1,1,1
Wikipedia,1044,343,123039,"When creating 'url', I also had to create 'url', 'url' and 'url'. I was wondering if you could populate them?",6,-1,-1,0,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,3,,4,,,,,,,,,,,,,,,0.680141354,0.048233137,-0.608076968,-0.213267813,0.386331629,1.524210431,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.282344412,0.893561032,0.006664025,0.552593621,,0.188825037,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1045,344,123350,if i send email to permissions-en@wikimedia.org is the email made public? where is it made public?,9,1,0,-1,1,-3,-2,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,3,1,,2,,,,,,,,,,,,,,,1.141269195,0.486833129,-0.215769247,-0.476716289,0.16540192,-0.629510273,-0.962959897,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.282344412,0.119092157,-0.523792387,0.126860014,,-0.237194012,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1046,345,123760,A question has come up whether 'url' was Jewish (see 'url').  Do you have any references that might help?,8,6,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,7,6,0,10,,,,,,,,,,,,,,,,,,0.987559915,1.58333311,0.176538475,0.050180662,0.386331629,1.04560583,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.486719237,-0.139064134,1.332805055,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1047,346,125991,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,10,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,-2,5,,,,,,,,,,,,,,,,,,1.294978475,0.267533133,0.176538475,0.050180662,0.16540192,0.088396628,-0.25182203,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.895468888,-0.655376717,0.006664025,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1048,347,127846,"Listed by designation, new to me? have you a guideline or discussion reference for that?",4,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,-3,5,,,,,,,,,,,,,,,,,,0.372722793,,0.176538475,0.050180662,-0.055527788,0.088396628,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,,-0.913533008,0.006664025,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1049,348,134176,Take a look at the most recent post to 'url'. Can you make a stub out of it?,3,-3,1,0,-1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,0,6,-1,6,,,,,,,,,,,,,,,,,,0.219013512,-0.390366855,0.176538475,-0.213267813,-0.276457496,1.763512732,0.459315837,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,0.486719237,-0.397220426,0.271892231,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1050,349,136176,"Hi, I just couldn't understand 'url' ! Could you explain,please ?",9,-6,2,1,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,9,,,,,,,,,,,,,,,,,,1.141269195,-1.048266844,0.568846196,0.050180662,1.711909877,2.002815033,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,-0.126405239,1.668029906,1.067576849,,,,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1051,350,139091,"Hello Roman! If you have time, could you add a 'url' infobox (with census data) for 'url'?",10,6,0,3,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,8,,,,,,,,,,,,,,,,,,1.294978475,1.58333311,-0.215769247,0.577077613,1.711909877,1.763512732,0.814884771,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.895468888,1.926186198,0.802348643,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1052,351,139788,"I pretty much agree with 'url', except I would like to know why you modified the see also section to be a hatnote. Doesn't 'url' have specific requirements for this?",0,-5,1,1,-1,-4,-2,,,,,,,,,,,,,,,,,,,,,,,,,2,-1,-2,2,,,,,,,,,,,,,,,,,,-0.242114329,-0.828966848,0.176538475,0.050180662,-0.276457496,-0.868812574,-0.962959897,,,,,,,,,,,,,,,,,,,,,,,,,0.144446806,-0.94390454,-0.655376717,-0.789020592,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1053,352,141299,"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging.  If you're going to delete articles, shouldn't someone clean up these broken links?",-5,-7,1,0,-4,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,1,-4,-4,9,,,,,,,,,,,,,,,,,,-1.010660731,-1.26756684,0.176538475,-0.213267813,-0.93924662,0.088396628,-1.318528831,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-1.557029016,-1.1716893,1.067576849,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1054,353,143574,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",13,-1,1,1,-4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,7,,,,,,,,,,,,,,,,,,1.756106317,0.048233137,0.176538475,0.050180662,-0.93924662,1.284908131,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,1.258565672,0.691094062,0.119092157,0.537120437,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1055,354,144161,I though it's better like that. Can you revert it?,7,-5,0,0,-2,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,4,,,,,,,,,,,,,,,,,,0.833850634,-0.828966848,-0.215769247,-0.213267813,-0.497387204,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.486719237,0.119092157,-0.258564181,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1056,355,147665,"Due to your edits to this template, 'url' is now required on all transclusions.  Are you running a bot to clean this up?",-4,-7,-1,1,-2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,-1,4,,,,,,,,,,,,,,,,,,-0.856951451,-1.26756684,-0.608076968,0.050180662,-0.497387204,0.80630353,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.524024513,-0.330780064,-0.397220426,-0.258564181,,,,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1057,356,153742,An article about a craver named 'url' needs some work. Can you clean the article up?,7,-3,1,0,2,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,0.833850634,-0.390366855,0.176538475,-0.213267813,0.386331629,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.30120074,-0.535154889,0.119092157,0.271892231,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1058,357,153809,That user 'url' moved 'url' page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,-10,-10,1,-1,-3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,6,-2,4,,,,,,,,,,,,,,,,,,-1.779207134,-1.925466829,0.176538475,-0.476716289,-0.718316912,1.04560583,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.590094353,0.486719237,-0.655376717,-0.258564181,,,,,,,,,,,,,,,,,,0,0,-1,-1
Wikipedia,1059,358,153974,"Hi, you recently edited that the Independence Hall was once the tallest building in Philadelphia on the 'url' article.  Do you have any source that supports this?",-1,-3,1,1,2,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,2,,,,,,,,,,,,,,,,,,-0.395823609,-0.390366855,0.176538475,0.050180662,0.386331629,-0.150905672,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.486719237,0.119092157,-0.789020592,,,,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1060,359,155694,"I see you've added 'url' to the category ""Jewish-Canadians"".  What is your source for this?",0,-5,-1,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-5,7,,,,,,,,,,,,,,,,,,-0.242114329,-0.828966848,-0.608076968,-0.213267813,-0.718316912,0.088396628,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,-0.126405239,-1.429845591,0.537120437,,,,,,,,,,,,,,,,,,0,0,0,0
Wikipedia,1061,360,157019,You've contributed a lot to Puget Sound area articles.  Would you be willing to take a look at the debate I'm having at 'url' and do whatever you think is best?,10,0,0,7,3,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,10,11,4,,4,,,,6,11,5,,,,,,,,,,,1.294978475,0.267533133,-0.215769247,1.630871514,0.607261337,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,1.927036991,1.508593363,0.893561032,,0.765460425,,,,0.809263499,1.766703626,0.708693965,,,,,,,,,,,1,0,-1,-1
Wikipedia,1062,361,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",5,6,0,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,3,,,1,5,5,3,,,,,,,,,,,0.526432073,1.58333311,-0.215769247,0.840526088,0.607261337,0.088396628,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,0.367270579,0.077969587,0.119092157,,0.552593621,,,0.217797681,0.614456697,0.847049684,0.364085906,,,,,,,,,,,0,0,0,0
Wikipedia,1063,362,159734,I'm currently considering nominating you for adminship at 'url'. Are you interested?,8,6,0,1,8,-2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,,4,,,1,5,13,-1,,,,,,,,,,,0.987559915,1.58333311,-0.215769247,0.050180662,1.711909877,-0.390207973,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,-0.078376967,0.486719237,1.151717323,,0.765460425,,,0.217797681,0.614456697,2.07325494,-0.325130212,,,,,,,,,,,0,0,0,0
Wikipedia,1064,363,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",8,3,-1,4,3,-4,1,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,,6,,,1,6,13,3,,,,,,,,,,,0.987559915,0.925433122,-0.608076968,0.840526088,0.607261337,-0.868812574,0.103746904,,,,,,,,,,,,,,,,,,,,,,,,,1.035741899,0.486719237,1.926186198,,1.191194032,,,0.217797681,0.809263499,2.07325494,0.364085906,,,,,,,,,,,1,0,-1,-1
