Num,Id,Request#,Label1,Label2,Label3
541,528379,"Why was <url> deleted when it was simply a crop of <url> which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",0,1,0
542,627410,So the nomination was made by your sock. Could you explain why you choose to use a sock?,0,0,0
543,335369,I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,0,0,0
544,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games. That's too few given he was there for 4 years, please can you fix?",0,0,0
545,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",0,0,0
546,215346,"I was reading the article reverse overshot wheel, but I can't find anything about the "reverse" part. Can you expand this?"" was reading the article reverse ov",0,0,0
547,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,0,0,0
548,621091,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,0,1,0
549,85093,I have attempted to address your concern. Could you take another look at the article?,0,0,0
550,431479,"I would like to do the same for <url>, a Houston neighborhood. How do I do this?",0,0,0
551,69712,"You mean "the higher solubility in the ocean"? Solubility of what?""ou mean "the higher solubility in the ocean"? Solubility""u mean "the higher solubility in the ocean"? So"" mean "the higher solubility in the oce""mean "the higher solubility in t""ean "the higher solubility""an "the higher solubi""n "the higher sol"" "the higher s"""the higher ""the higher ",0,0,0
552,609730,"<url> and <url> are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?",0,0,0
553,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner. Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",0,0,0
554,70280,it is up on their website. Do you know how to put it on the south wales scorpions infobox thing on the wikipedia page?,0,1,0
555,125991,I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,0,0,0
556,199817,"Who is going to contact all of the users? Is a bot being set to do that in the event it's necessary, or is it being done manually?",1,1,1
557,231869,These two factors make me think that Indian ice-cream is a better name for the article than sxusem. What are your thoughts on this?,0,1,0
558,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,1,1,0
559,620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",0,0,0
560,317346,"Hi, welcome to Wikipedia. Could you explain in your <url> just '''''what''''' a Universiade is?",1,0,0
561,601098,This is clearly them being just as congenial and accurate as always.<url> What is the appropriate place to report them?,0,1,0
562,99444,Hello. Can you please pass the pilot whale article?,0,0,0
563,478167,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",0,1,0
564,356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,0,0,0
565,75904,I'm interested in why you reduced the columns from 5 to 2? Could you reply on my talk page please?,1,0,1
566,123760,A question has come up whether <url> was Jewish (see <url>). Do you have any references that might help?,0,1,0
567,40728,"Hi, I was wondering why it is that <url> only has two articles in it -- and whether it should be kept. Has it ever been more fully populated?",0,0,0
568,628398,Have you as yet cast your own vote for <url>? Is there anything you can do to address some of the questions?,0,1,1
569,385974,That link just takes me to the arbcom main page. Are you intending to link me to something else?,0,0,0
570,159734,I'm currently considering nominating you for adminship at <url>. Are you interested?,0,0,0
571,143574,"Hi, just returned from a longer vacation where I was 100% offline and can look at it soon if it is not too late. What is the deadline?",0,0,0
572,139788,"I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",0,0,0
573,43454,Good find. Do you have a cite for the second para?,0,1,0
574,555624,"The <url> has a request (header "<url>") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?""he <url> has a request (header "<url>") left a few hours ago by someone who has pictures of signs in China but can't read them. Woul""e <url> has a request (header "<url>") left a few hours ago by someone who has pictures of signs in "" <url> has a request (header "<url>") left a few hours ago by someone""<url> has a request (header "<url>") le""url> has a",0,0,0
575,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,0,0,0
576,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done "Tourism Report" yet?""ust look out or you'",0,0,0
577,480295,"I "voted" weak keep, based on what I've found. Can you comment?"" "voted" weak keep, based on what I've found. Can you commen"""voted" weak keep, based on what I've found. Can you comme""voted" weak keep, based on what I've found. Can you comme""oted" weak keep, based on what I've found. Can you ""ted" weak keep, based on what I've found. Can ""ed" weak keep, based on what I've found. C""d" weak keep, based on what I've found.""" weak keep, based on what I've found"" weak keep, based on what I've found",0,1,0
578,260538,I have absolutely no idea what you are talking about. Please be more precise?,0,0,0
579,2320,Hmm...the picture was taken on my camera by someone else. To whom does the copyright belong?,1,0,0
580,25456,My concern is that you are proceeding at such a rate of knots that it going to be difficult to later unpick and I can see some disagreement on this. Why not seek a consensus?,0,0,0
581,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,0,0,0
582,587361,"In your vote against my candidacy you stated that you were a "weak oppose". May I ask why?""n your vote against my candi",0,1,0
583,359316,"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles. Why don't you and I fix up the <url> article now?",1,1,1
584,620909,"Great Article <name>, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",0,0,0
585,134176,Take a look at the most recent post to <url>. Can you make a stub out of it?,0,0,0
586,600849,"I noticed your "Original Research" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?"" noticed your "Original Research" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it mig""noticed your "Original Research" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern ""oticed your "Original Research" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail ""ticed your "Original Research" notation for the section on weights and measures in the article in Liberia. Could you explain in ""iced your "Original Research" notation for the section on weights and measures in the article in Liberia. Could you ""ced your "Original Research" notation for the section on weights and measures in the article in Liberia. ""ed your "Original Research" notation for the section on weights and measures in the article in ""d your "Original Research" notation for the section on weights and measures in the art"" your "Original Research" notation for the section on weights and measures in ""your "Original Research" notation for the section on weights and measur""our "Original Research" notation for the section on weights and m""ur "Original Research" notation for the section on weights a""r "Original Research" notation for the section on weight"" "Original Research" notation for the section on weig"""Original Research" notation for the section on wei""Original Research" notation for the section on wei""riginal Research" notation for t""iginal Research",0,1,0
587,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,0,0,0
588,621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",0,0,0
589,621579,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,0,1,0
590,559348,"<url> has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however. Perhaps you might be able to take another look at it?",0,0,0
591,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",0,0,0
592,439715,"Hello again. Could you move this to <url>, please?",0,0,0
593,213945,Thanks for the note about my work on the above line. Would you mind if I copied and pasted your version over to mine to work on?,0,0,0
594,620951,I don't see any of that in his deletion log. Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,1,1,1
595,169878,Because I haven't seen it; I'm not even sure from the discussion whether it's on or off Wikipedia. Can you supply a link or a reference?,0,0,0
596,395661,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,0,0,0
597,379823,"I get the error message "sorry, not enough content to play this station". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?"" get the error message "sorry, not enough content to play this station". Can you explain a bit what your code do, and does this need an account on La""get the error message "sorry, not enough content to play this station". Can you explain a bit what your code do, and does thi""et the error message "sorry, not enough content to play this station". Can you explain a bit what your""t the error message "sorry, not enough content to play this station". Can you ex"" the error message "sorry, not enough content to play this ""the error message "sorry, not enough co""he error message "so""e ",0,0,0
598,147665,"Due to your edits to this template, <url> is now required on all transclusions. Are you running a bot to clean this up?",1,1,1
599,234095,"On <url> about the Chinese sex imbalance, you accused either the OP or the first responder (me) of <url>. Could you explain why you thought either of us was advocating, opining, or recruiting, in a way that diminished the quality of the reference desk?",1,0,0
600,563032,I don't think anybody wants the stale uninformative old Victorian results infoboxes. Can you gain consensus before deviating?,0,0,0
601,218069,Thanks! What type of documentation do you want u2014 an explanation of using the notes feature?,0,1,0
602,629241,"I'll unblock you if you give me some confirmation you've understood this and you are prepared to discuss the article through the proper channels, calmly and politely. So, cool down please, okay?",0,0,0
603,557162,"I thought you had done that, and started working on turning it into a disambiguation page. Could you now graft the history on to the changes I made?",0,0,1
604,621507,"He's returned to the same trolling he was doing years ago. If he really wants to edit in good faith, why not insist he make some non-controversial edits for a while instead of immediately restarting a two year old edit war?",0,0,0
605,347553,Thanks for help! One more question: similar item at this address is a painting: <url> Do I use the same tags?,0,0,0
606,488320,"Hi, we worked on a few Australian-related articles together. May be you want to make a look on my <url>?",0,0,0
607,619476,"Well, as you <name> my standards for OR a bit strict, as the recent discussion on the policy's talk page shows. Secondly, do you not find it interesting that Arrow only removes Muhammad (who is sourced), but does not remove Archimedes who is unsourced?",0,0,0
608,385875,"You are talking about direktor, right? He begin the edit war again, as seen by diffs, so C was blocked instead of direktor, see?",0,1,0
609,420251,"I certainly think more things should be deleted from enwiki, but TheCommunity(tm) is fickle. Are you complaining about something ''I'' did?",0,0,0
610,263166,"Thanks for the copyedit. Rather than waiting for the PR rigamarole, do you think it meets GA criteria and should I submit it?",0,0,0
611,621975,Very nice. How could I doubt you?,1,1,0
612,385786,"Working on it - sent an email to the people at the Cambridge U Library to see if they know where it's from. In the meantime, could you check with Jappalang that his concern about the infobox image has been addressed?",1,0,0
613,256896,"Btw, what's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of series when mentioning issue numbers?""tw, what's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of series when mentioning is""w, what's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of series when me"", what's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of seri"" what's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volume""what's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between differen""hat's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between d""at's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish bet""t's "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguis""'s "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distin""s "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we dis"" "WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we d"""WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we ""WPC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how do we ""PC MOS", and where/when was it decided that we don't use volume indicators? Why is this, and how""C MOS", and where/when was it decided that we don't use volume indicators? Why is this, a"" MOS", and where/when was it decided that we don't use volume indicators? Why is th""MOS", and where/when was it decided that we don't use volume indicators? Why i""OS", and where/when was it decided that we don't use volume indicators? Wh""S", and where/when was it decided that we don't use volume indicators? """, and where/when was it decided that we don't use volume indicators?"", and where/when was it decided that we don't use volume indicators?",1,1,1
614,55189,"Hi - there are a few issues that I've pointed out at the nomination page. Also, why does your sign link to the talkpage of <url>?",0,0,0
615,511695,Hi. Is there no chance that you could take a photograph of RCMP officers in the uniform we don't have a picture of?,0,0,0
616,625700,"Well, welcome, and thanks for helping out, as you can see it's greatly needed. Do you have <url> yet?",0,0,0
617,221519,"<url> posted a wonderful grammatical analysis of the "has/had" thing, another editor agreed, so I'm thinking we should make another request for the change, using Bluewave's post as the basis. What do you think?""url> posted a wonderful grammatical analysis of the "has/had" thing, another editor agreed, so I'm thinking we should make another request for the change, u""rl> posted a wonderful grammatical analysis of the "has/had" thing, another editor agreed, so I'm think""l> posted a wonderful grammatical analysis of the """",0,0,0
618,542856,"Hi, congrats on your admin promotion, but in preparing the short note about it for ''The Signpost'', I'm puzzled as to "the backlog", which appeared in your Request for Adminship text. Is it a copyright backlog for images?""i, congrats on your admin promotion, but in preparing the short note about it for ''The Signpost'', I'",0,0,0
619,247167,Replied there. Should we keep it in that one place for now?,0,0,0
620,319083,"I am sorry you "don't like <url> tone", but I have made scrupulous efforts to be entirely civil. Your opinion of my tone apart, would you care to respond to my points?"" am sorry you "don't like <url> tone", but I have made scrupulous efforts to be entirely civil. Your opinion of my tone apart, would you care to respon""am sorry you "don't like <url> tone", but I have made scrupulous efforts to be entirely civil. Your opinion of my tone apart, would you ""m sorry you "don't like <url> tone", but I have made scrupulous efforts to be entirely civil. Your opinion of my tone apar"" sorry you "don't like <url> tone", but I have made scrupulous efforts to be entirely civil. Your opinion of ""sorry you "don't like <url> tone", but I have made scrupulous efforts to be entirely civil. Your ""orry you "don't like <url> tone", but I have made scrupulous efforts to be entirely ci""rry you "don't like <url> tone", but I have made scrupulous efforts to be en""ry you "don't like <url> tone", but I have made scrupulous efforts ""y you "don't like <url> tone", but I have made scrupulous e"" you "don't like <url> tone", but I have made scrupu""you "don't like <url> tone", but I have made s""ou "don't like <url> tone", but I have ma""u "don't like <url> tone", but I have"" "don't like <url> tone", but I ha"""don't like <url> tone", but I h""don't like <url> tone", but I h""on't like",0,1,1
621,8289,Leon Liebgold played a rabbi. Was he a rabbi?,0,0,0
622,38100,"This is what you wrote: "In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 is mentioned numerous times." What book, 1948??""his is what you wrote: "In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 is mentioned numerous t""is is what you wrote: "In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 ""s is what you wrote: "In the book 'Inventing Elliot' written by Graham Gar"" is what you wrote: "In the book 'Inventing Elliot' ""is what you wrote: "In the book""s what you ",0,0,0
623,46143,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",0,0,0
624,545256,Indeed. How did you find this?,0,0,0
625,322965,I objected because the image is replaceable. Why can't someone take a picture of it and release it freely?,0,1,0
626,560944,"Re: your comment at <url>, I suppose you know there's a list at <url>?",0,0,0
627,246622,Also I noticed you made new Europe and USA maps for this and <url>. Do you think it would be good to have a world map for <url>?,0,0,0
628,79427,"Despite our long-standing disagreement, I have no argument with you <url>. However, can I suggest you use a less opaque edit summary than ''added info'' when doing something that is nonetheless controversial?",1,0,1
629,626004,"Well, that was an example as I am adding Infobox Historical American Political Party infobox to all those historical parties in <url> for which I was previously using the regular Infobox American Political Party until I found the Historical version in <url>. So if I wish to continue, I will have to assign colors and shortname to all of them if not already done (like Anti-Masonic Party) right?",1,0,1
630,170028,An Request for Comment on the spelling of Spitsbergen (or is it ''Spitzbergen'') is currently taking place <url>. Possibly worth mentioning in the Signpost?,0,1,0
631,330396,"I saw you assess this with a <name>, What am I missing?",0,0,0
632,548138,"Of that <url> I just went down and overhauled, you and two <url> <url> were the only (active) Texans I could imagine being interested in getting the ball for a <url> rolling. Interested?",1,0,1
633,511283,There's a lot of unfilled requests to become a verified user at WP:OP. Could you possibly look through them?,0,1,0
634,620932,"This article was recently submitted for <url> but it appears to be missing a reference to "James". Could you fix that please?""his article was recently submitted",0,0,0
635,471305,<url> is basically ready for Featured Article candidates pending some copy edits. Could you take a look to see if anything additional needs to be done?,0,0,0
636,112808,Hey. I'm proposing a <url> - would you be interested in coming along?,1,1,0
637,52605,I don't understand why did you add that message at the bottom of this page??,0,0,0
638,461537,"In conclusion, I'm split. What do you think?",1,1,1
639,469915,The above username has been indefinitely banned as a phishing account. Now why would they want my login details...?,0,0,0
640,621292,Thanks for identifying it as self created. What license do you release it under?,0,0,0
641,351597,"Can you explain what you mean by ''"Randi, paranormal, Larry King etc. are all redundant redundant"''?""an you explain what you mean by ''"Randi, paranormal, Larry King e""n you explain what you mean by ",1,1,1
642,620521,"Hi <name>, Since several reviews have been done, can you review the version from the same date? 1 July 2010?",1,0,0
643,622232,"Okay, fair enough. But if they're necessary, could we find a less complex and eyeglazing ''name'' for them?",0,1,0
644,606020,You haven't contributed in over 10 days now. You alright?,0,0,0
645,157940,What is the source of this image? and why do you think it's PD?,0,0,0
646,628846,"In fact you did link, and the user has archived the page and gotten rid of it. Do you know which section he should be looking for?",1,0,1
647,204605,"Can you respond to the comments I left on the S&M PR page please. If you are satisfied with the changes, can you tell me if it is qualifiable for FAN and if not for FAN, then for A class status?",1,0,0
648,376038,Could possibly be. Have you tagged any of the non-free images for review?,1,0,0
649,57748,How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?,1,0,1
650,620012,"Read beyond the obvious. What is that essay saying when you remove all referances to users under blocks, bans or other sanctions?",0,1,0
651,621746,"From my sources it seems that the Duke of York didn't have any radar when completed, but during her numerous refits different radar sets were added. So shall I list all the radar added from her refits?",0,0,0
652,291777,"All right, I'll bite. Is honorary membership in the Justice League not criteria enough for being listed in that category?",0,1,0
653,493501,Moved. would you like me to nominate you for adminship?,0,1,0
654,66549,"re: <url> edit. Then let me ask you, what exactly was offensive about them?",0,0,0
655,482914,I see you deleted this page a while back as an attack page. Any chance that the information originally had anything to do with the John Lamb mentioned in <url>?,0,0,0
656,542059,You've completely lost me. What are you asking about?,0,0,0
657,620507,Personal attacks and refusing to answer questions. What are you hiding?,0,0,0
658,226224,"The block seems to no longer be necessary or productive. If I were to bring a motion to get them unblocked, would you support it?",0,1,0
659,541234,What's up with all those tweaky changes? Just salting redirects?,0,0,0
660,526013,Thanks for continuing to look over the article. Do you know or do you know anyone that knows anything about the <url> or the <url>?,0,0,0
661,418733,Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'? Or did you not even bother to research before making such claims?,0,0,0
662,431827,"The Romance language article is about 199,000 bytes now, while it had around 94,000 bytes before he started adding and changing stuff. Isn't it necessary to discuss first such radical changes?",0,1,0
663,75787,"Im interested in where you got the information you added stating woodlands house was closed in 2003. As far as i can see your wording was taken from one website, the milesfaster one. Should you not cite the website you quoted rather than look for a couple of others?",1,1,0
664,626932,"Crimson, there is a discussion at <url> where we have implemented a new template for bot operators when their bot is blocked stating that it is in ''no way'' an indication or accusation of wrong doing on the operator's behalf. I'm sorry you have interpreted that way - would you be willing to re-consider your retirement?",0,0,0
665,43100,I guess there's a connection to <url> too. Do you think that's cu worthy?,1,0,0
666,607907,"I found <url> on your <url> as a bluelink, but in fact it is a redirect to <url>. Is there any chance to do some qeue-jumping on this article, or would it be easier to translate from <url>?",0,1,0
667,377951,"Looks like you've been a bit inactive lately, but on the off-chance you check in soon, take a look at <url> and <url>. You're probably the most familiar with CoM's style and brand of hostility, do you think Freakshownerd here is his sock?",0,1,0
668,368034,"I began to make an article for <url> but found that one already existed but was deleted. After reading the deletion log and seeing that it was speedy deleted for a7, I think I can write an article that establishes notability, but am I required to get administration approval before recreating a deleted article or can I just create it on my own?",1,0,1
669,239674,I have reverted your relocation of the images of this fragment - as I think it better if the images and transcripts can be seen side-by-side. Do you agree?,1,0,1
670,629394,In the Catalan Wikipedia we have more than 60 wrong pages that we want to delete but nobody can do it. Where I have to request the permition?,0,1,0
671,404271,"I've wikified this and added some categories. Any idea of his dates, and is he still alive?",0,0,0
672,339733,"<name> this guy's ( <url>) talk page as well as the history of vandalism to the <url> page seems to indicate that he's the main perpetrator. Is there some way to ban one particular user from editing a page, based on repeat incidents of vandalism to that page?",0,1,0
673,553444,"<name> not got a picture of one yet, but I notice in you wrote that it is rare. Where did you get that information as I wonder how rare it is?",0,0,0
674,137324,"I'm not sure how I caught this, but <url> made the same edits to <url> that blocked <url> made several years ago to <url> (which I have redir'ed because it is almost the same as the plastic pipework article). Can the former be blocked for quacking despite a lack of recent activity?",1,0,0
675,11599,I notice that you added a period to the middle of a sentence in the article about <url>. Why?,0,1,0
676,184287,"I wondered, simply because I see you occasionally and had never seen him before, so at first I thought he was you. I wonder if there's a User:Nyttned running around?",0,0,0
677,566137,"Maybe I'm on crack, but in your edit summaries you're saying "MT" and "Not MT". What is MT an abbreviation for?""aybe I'm on crack, but in your edit summaries you",0,1,0
678,82322,You support Scotland leaving the United Kingdom despite the fact most Scots do not? I am curious as to why?,1,1,0
679,511005,"<person>, whom you blocked for 3RR, is contesting their block with what appear to be defensible arguments. Would you like to comment?",0,0,0
680,630171,"Tell me, after your uni starts again, will you not be as present again? And when does it get over?",0,0,0
681,45337,"Oh, lookee <url>: who put all the 'breakups' back with a blind revert???",0,0,0
682,98690,<url>. Are you planning to merge the info into <url> or just redirect to the article as is?,0,0,0
683,429591,"Can you check if there was ever an article for "Kenneth Eng"? It seems to have been deleted, if so could you supply me with an archive of the article?""an you check if there was ever an article for "Kenneth Eng"? It seems to have been deleted, if so coul""n you check if there was ever an article for "Kenneth E"" you chec",0,0,0
684,197104,I've started an article called <url>. Would you be able to do a good intro paragraph?,0,1,0
685,25445,"I also have problems with a lot of the other recategorisation you have done to these articles, but I won't revert any more until I hear from you. Taking <url> as an example: why have you removed it from <url> when it clearly is a linear filter; why remove it from <url> when it forms part of image parameter theory; why does an article which discusses electronic designs not belong in <url>; why remove it from <url> when, obviously, it is a term?",0,0,0
686,554641,"Can I ask why you deleted this Article for Deletion as "A3: Article has no meaningful, substantive content"? It obviously did have meaningful content; was there any reason it couldn't simply be closed like any other Article for Deletion?""an I ask why you deleted this Article for Deletion as "A3: Article has no meaningful, substantive content"? It obviously did have meaningful content; was there any reason it couldn'""n I ask why you deleted this Article for Deletion as "A3: Article has no meaningful, substantive content"? It obviously did ha"" I ask why you deleted this Article for Deletion as "A3: Article has no ""I ask why you delet",0,0,0
687,626819,"When you say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean they were helpful in creating them?""hen you say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean they were helpful in c""en you say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean they were ""n you say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean"" you say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or d""you say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccur""ou say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean making them""u say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mean maki"" say "thrown off" articles which tend to be in math, the sciences, IT, etc., do you mea""say "thrown off" articles which tend to be in math, the sciences, IT, etc., do yo""ay "thrown off" articles which tend to be in math, the sciences, IT, etc., d""y "thrown off" articles which tend to be in math, the sciences, IT, etc."" "thrown off" articles which tend to be in math, the sciences, IT, et"""thrown off" articles which tend to be in math, the sciences, IT, e""thrown off" articles which tend to be in math, the sciences, IT, e""hrown off" articles which tend to be in math, the scien""rown off" articles which tend to be in math, ""own off" articles which tend to be i""wn off" articles which tend ""n off" articles which"" off" articles ""off" artic""ff" ar""f" """""",1,0,0
688,630388,I agreed from my very first post on the first subject that it shouldn't be included yet you and the other user continued to misrepresent my position. Would you disagree with that?,1,1,1
689,379811,The thread at <url> ground to a halt. Any way to get this implemented?,1,0,1
690,331754,"I noticed you put "NB" and then the credit for the original picture that I cropped. What does "NB" stand for?"" noticed you put "NB" and then the credit for the original picture that I cropped. What do""noticed you put "NB" and then the credit for the original picture that I""oticed you put "NB" and then the credit for the origina""ticed you put "NB" and then the credit ""iced you put "NB" and th""ced you pu",0,0,0
691,59965,"Hi, not sure exactly what you are asking, the three web refs you list (IUCN, Birdlife, Audubon) all work fine for me, possible a server might have been down temporally, since these rarely give trouble otherwise? Or have I misunderstood your question?",0,1,0
692,610844,<name> has edited his post on the Wikipedia Review and is now lying about me. Did you see the actual post there before he changed it so you can back up my cut-n-paste of what it said?,0,0,0
693,253114,"I note you reverted my edit on <url>, quoting "consensus". What consensus?"" note you reverted my edit ",0,1,0
694,481308,Hi.. I'd actually like to move all images in <url> to the Commons. Is there a way that I can do it myself?,0,1,0
695,434403,...just vandalized my page again. What level warning is appropriate?,0,1,0
696,217142,"I seem to have adopted this article, since country music and dance are interests of mine. Can you recommend an easy to use bot that would help me in keeping those unwanted links out of the article?",0,0,0
697,620785,"I don't understand. So then you decide by yourself, and the people who stated their support for the original are ignored?",0,0,0
698,466062,<url>. Who is Alan climate gore?,1,1,0
699,307913,"Among the measures you described, it sounds as if the next thing to try is option-command-start and rebuild the desktop. Does rebuilding the desktop mean I'd get a blank and have to restore all the icons?",1,0,0
700,621505,"I personally cannot see why it is justified, well not from a quick perusal of his edit history anyway. Can you explain please?",0,0,0
701,599383,<url> is the featured article on the main page. Is that not supposed to be protected?,0,1,0
702,261531,"I'm not sure what needs doing now, or if there are further modifications required (this is the first article I've ever nominated for GA). Is there anything you can point me in the direction of?",0,0,0
703,209437,I clean up the <url> article a bit. What do you think?,0,1,1
704,568559,"Hi again, OK, say we don't go along the lines of Blair will go before the end of 2007; but we list the announced candidates for when Blair does resign (which will inevitably happen at some point). Do you think this would be any better/more suitable?",0,1,0
705,210820,"Hi <name>., I just read through your RFA including your reform proposals. Could you take a look at <url>, a proposal I have developed which would give just the rollback tool to people who request it?",0,0,0
706,615799,"kindly explain why did you remove my changes. The added links were quite relevant and informational, also The Vanguard Group and Hi5, why do you revert my edits?",0,0,0
707,143994,"Thanks for your recent edits on <url>, but what does "inapplicable category" (referring to <url>) in <url> mean? And why did you remove that category from <url>?""hanks for your recent edits on <url>, but what does "inapplicable category" (referring to <url>) in <url> m""anks for your recent edits on <url>, but what does "in""nk",0,0,1
708,439141,"Thanks. Are you Slashdot user Anothy by any chance, or someone else?",0,0,0
709,475765,"Well, which is the given name in <url>? And which is the surname?",0,0,0
710,437991,I'd like not to receive any notices from this bot on my talk page. Is there a way to do this?,1,0,0
711,220937,"Hi there, you entered info in the bio of <url>, saying he is related to <url>. Do you have any more info on the specific relationship, and also how they were related to <url> ?",1,1,1
712,620761,"I think that if you use an example paragraph, and show the options in a nowiki tag, it will make it easier for people to "vote" for the method they like. Make sense?"" think that if you use an example paragraph",1,1,1
713,533882,"Hi, Thank you for closing <url> as "delete", but much of the material immediately re-appeared at <url> (see <url>) so the questionable content hasn't been deleted at all. Can we do something about this?""i, Thank you for closing <url> as "delete", but much of the material immediately re-appeared at <url> (see <url>) so the questionable content hasn't been deleted at a"", Thank you for closing <url> as "delete", but much of the material immediately re-appeared at <url> (see <url>) so the questionabl"" Thank you for closing <url> as "delete", but much of the material immediately re-appeared at <ur""Thank you for closing <url> as "delete", but much of the materia""hank you for closing <url> as "d""a",1,0,1
714,620600,I'm not sure what you are asking here. Admins cannot check IPs but why would you even want the same IP that would be foolish wouldn't it?,0,0,0
715,69540,I believe I may have addressed (at least a substantial portion of) your comments. Could you weigh in again?,0,0,0
716,391245,"My concern about the article above still stands (re: notability). Now that it has been unmerged (against the Article for Deletion), will it be merged into the Begin articles as suggested, or will it have to be renominated?",0,0,0
717,559053,The block you created on April 18th has expired and a new rash of vandalism has broken out. Would you mind blocking this school for even longer than 1 month?,0,1,0
718,496173,"It would seem to me that this category provides no overall benefit to wiki and only serves as another list of organizations which seem to be targeted by the generally negative tone of LGAT articles. Would it make more sense, or be more proper, to include the relevant categories on the individual articles themselves, rather than have an LGAT category?",0,1,0
719,414825,Seems to be down again. I assume this is nothing I can resurrect on my own when you have intermittent Internet access like this?,0,0,0
720,232433,It should be deleted. Do you want to nominate it or should I?,1,0,0
721,624684,Another thing: <url> has created <url>. What do you think about it?,0,1,0
