Community,,Num,Id,Id,Request,Request,Batch,,,,,,,,,
Wikipedia,147,7122,&lt;url&gt;.. it doesn't really explain what the issue was. Can you word it better?,<url>.. it doesn't really explain what the issue was. Can you word it better?,11,9,13,8,12,A3I83CQLOZRO79,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,AIPK94CUWL45W,-0.742414326,TRUE
Wikipedia,148,5692,I don't see a connection between the &lt;url&gt; and the &lt;url&gt; articles that would warrant See Also links between the two. Could you explain that to me?,I don't see a connection between the <url> and the <url> articles that would warrant See Also links between the two. Could you explain that to me?,11,16,13,9,13,A1T5YMBH35PDBX,A049499332VKQ31EB7MV5,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-0.311648773,TRUE
Wikipedia,149,397366,"Hi, I reverted vandalism on a couple of your subpages that you transclude in your main userpage. Do you want me to semi-protect them (your subpages) so that it is more difficult for vandals to subtly vandalize you?","Hi, I reverted vandalism on a couple of your subpages that you transclude in your main userpage. Do you want me to semi-protect them (your subpages) so that it is more difficult for vandals to subtly vandalize you?",17,13,13,18,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A00613921OIEGJA322163,0.44910209,TRUE
Wikipedia,150,83786,"OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?","OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?",13,16,15,23,11,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,AAZKHFKG1B8VQ,AO5E3LWBYM72K,AEYHIQUDWJ3KV,0.254076899,TRUE
Wikipedia,151,250689,"Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?","Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?",9,9,13,1,11,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,-1.192100867,TRUE
Wikipedia,152,628136,"Okay, how about this... Give me five minutes. I'll list all the images you have uploaded, you tell me where they came from, okay?","Okay, how about this... Give me five minutes. I'll list all the images you have uploaded, you tell me where they came from, okay?",11,9,17,19,17,A21753FQKCM5DQ,A2YFPO0N4GIS25,A3LXBP8T6JMY9B,A38WUWONC7EXTO,A1DTQSIIYIZL62,0.056504471,TRUE
Wikipedia,153,618911,"Thanks. Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?","Thanks. Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",17,18,19,17,17,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,0.970407812,TRUE
Wikipedia,154,355369,"Right, but not all of it. So can you retrieve it or not?","Right, but not all of it. So can you retrieve it or not?",9,5,5,9,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,-1.796080226,TRUE
Wikipedia,155,618681,"Also, how does the ""revert all edits"" function work? Mainly, what do I put in the box for the secondary confirmation?","Also, how does the ""revert all edits"" function work? Mainly, what do I put in the box for the secondary confirmation?",13,11,21,21,13,A233ONYNWKDIYF,A2WKPCZU4U110T,A6YO9886DY2SC,AO5E3LWBYM72K,A1DTQSIIYIZL62,0.128908072,TRUE
Wikipedia,156,397562,Please explain this &lt;url&gt;. Is there a valid reason why this image was removed?,Please explain this <url>. Is there a valid reason why this image was removed?,9,17,9,17,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1YV1767FWKN3T,AIPK94CUWL45W,A19ZT0TQPFA2,-0.488455342,TRUE
Wikipedia,157,530306,Thank you! Could you protect the picture that's live too?,Thank you! Could you protect the picture that's live too?,17,21,13,21,21,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A3IHLWMZNBLUR4,1.186535461,TRUE
Wikipedia,158,619977,"Yeah, and it will still have been the third to pass the full bit string tests, instead of just the byte tests. :) What's the significance of 2042?","Yeah, and it will still have been the third to pass the full bit string tests, instead of just the byte tests. :) What's the significance of 2042?",20,14,13,23,17,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.507742762,TRUE
Wikipedia,159,505413,I notice that you are using a very old version of my monobook script. Have you considered updating it?,I notice that you are using a very old version of my monobook script. Have you considered updating it?,13,15,17,6,20,A2UFD1I8ZO1V4G,A38WUWONC7EXTO,A3E11SHVDD48Z8,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,-0.066008441,TRUE
Wikipedia,160,618990,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,19,13,10,5,13,A2QN0EGBRGJU1M,A2YFPO0N4GIS25,A2GSW5RBAT5LQ5,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,-0.555975158,TRUE
Wikipedia,161,522828,"Hello. Since you have contributed to &lt;url&gt; in the past, could you spare a minute to discuss the fate of &lt;url&gt;?","Hello. Since you have contributed to <url> in the past, could you spare a minute to discuss the fate of <url>?",21,23,21,19,15,A6YO9886DY2SC,AO5E3LWBYM72K,A3KVLFBRO8X2MZ,A1E0EK09CA5OIO,A2UBXHCHM2I6IL,1.096368622,TRUE
Wikipedia,162,298086,Latest version (now on Commons); all placenames included but still needs some tidying up and tweaking. Comments?,Latest version (now on Commons); all placenames included but still needs some tidying up and tweaking. Comments?,21,13,9,17,10,A3G9MSZVWB7W42,A3GEHPUTISVNB4,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,-0.007342001,TRUE
Wikipedia,163,20833,"&lt;name&gt;, I am completely baffled by this, I don't know where you are coming from or what your complaint is, and you are one of the writers that I most often agree with. Can you explain?","<name>, I am completely baffled by this, I don't know where you are coming from or what your complaint is, and you are one of the writers that I most often agree with. Can you explain?",9,14,15,13,9,ANGX5PAAYGL9P,AYG3MF094634L,A3H7G3TQXAYGYD,AQWC8BPA9JB7T,A13CO3B2BRXQLZ,-0.344647768,TRUE
Wikipedia,164,141299,"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging. If you're going to delete articles, shouldn't someone clean up these broken links?","I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging. If you're going to delete articles, shouldn't someone clean up these broken links?",9,13,12,7,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A29B522D0BX6HN,AIPK94CUWL45W,-1.060808405,TRUE
Wikipedia,165,109807,"Can you please explain what the two fields you added to the table at &lt;url&gt; are supposed to mean? What ""reaction""?","Can you please explain what the two fields you added to the table at <url> are supposed to mean? What ""reaction""?",9,9,17,17,12,A233ONYNWKDIYF,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A29B522D0BX6HN,-0.205932956,TRUE
Wikipedia,166,45710,"Your &lt;url&gt; give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?","Your <url> give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",12,17,10,1,5,AW6UIL04MLQ9N,A21FGAQF6DQ9D9,A1BJTTNDDFZ3ZP,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,-0.658241268,TRUE
Wikipedia,167,476471,The primary meaning is not formatted well here. Care to take a shot at it?,The primary meaning is not formatted well here. Care to take a shot at it?,13,11,5,17,13,A3S5L3I8O3Q2G,A3HB9PPUZU565U,A1G8ATI1XR2HWT,A2GODV4YZGD8X9,AIPK94CUWL45W,-0.200439254,TRUE
Wikipedia,168,626199,Just curious... Where did it come from? Where did you cut and paste it from?,Just curious... Where did it come from? Where did you cut and paste it from?,13,13,16,16,16,A233ONYNWKDIYF,A2MWGIVIKOXWYM,A1E0EK09CA5OIO,A38N58BSMTA0BE,AEYHIQUDWJ3KV,0.168795956,TRUE
Wikipedia,169,264041,I refer you to my last answer about independent sources. Do you have press coverage?,I refer you to my last answer about independent sources. Do you have press coverage?,7,10,17,13,13,A6YO9886DY2SC,AO5E3LWBYM72K,A3KVLFBRO8X2MZ,A1E0EK09CA5OIO,A2UBXHCHM2I6IL,-0.521232645,TRUE
Wikipedia,170,234547,"Hey &lt;name&gt;, I added a rationale to why the project was looking to create its own criteria. Could you take a look at it and see if it changes your mind?","Hey <name>, I added a rationale to why the project was looking to create its own criteria. Could you take a look at it and see if it changes your mind?",17,14,17,17,18,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,A3OW54MEVDKXJL,A1JK9DYKWYZZEK,AZ1RJVNOZFIWV,0.378799345,TRUE
Wikipedia,171,291911,I see you've given her a code name in &lt;url&gt;. Where did you run across this tidbit?,I see you've given her a code name in <url>. Where did you run across this tidbit?,9,13,13,13,13,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,ANVEDG15GV3QE,A29B522D0BX6HN,-0.398114456,TRUE
Wikipedia,172,394690,You deleted Ricardo Marinello. What was written in the article?,You deleted Ricardo Marinello. What was written in the article?,11,9,10,13,5,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,AD317NO9623GZ,ANVEDG15GV3QE,A3IHLWMZNBLUR4,-1.005440718,TRUE
Wikipedia,173,530683,Commons &lt;url&gt; has been at Deletion Requests since July. Can it be closed now?,Commons <url> has been at Deletion Requests since July. Can it be closed now?,11,20,11,14,17,A2ZABRSFZKUOKV,ANMGOZ451W9ZN,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,0.182619747,TRUE
Wikipedia,174,264811,"I.m keen to see your recent abbey article on the main page, but there are no references. Can this be fixed?","I.m keen to see your recent abbey article on the main page, but there are no references. Can this be fixed?",13,9,17,21,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A8ZO8H4HIEYLP,A3GOI327COFGY5,0.111385023,TRUE
Wikipedia,175,577309,"I'm somewhat puzzled by your recent edits on the Harper page, which have left two different sets of footnotes. Could you please explain your rationale for the change?","I'm somewhat puzzled by your recent edits on the Harper page, which have left two different sets of footnotes. Could you please explain your rationale for the change?",17,16,17,9,17,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,0.290842553,TRUE
Wikipedia,176,542860,Hello? Whom do I speak to to become a &lt;url&gt;?,Hello? Whom do I speak to to become a <url>?,21,20,17,15,11,A3L8MJ1C4OEDGV,A1Q0OT3UD3AH6A,A1TLLJDX8H4JP1,A2ULMYRKQMNNFG,A872FSFU7WV6W,0.528433624,TRUE
Wikipedia,177,299583,"Hello, &lt;name&gt;. What is your response to my suggestion &lt;url&gt;?","Hello, <name>. What is your response to my suggestion <url>?",13,13,21,11,17,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2GD31JIW0OCYO,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,-0.008461887,TRUE
Wikipedia,178,383875,As someone who has edited &lt;url&gt; you might be interested to see that it has been suggested for deletion (or some other form of bastardization). Care to join in the discussion?,As someone who has edited <url> you might be interested to see that it has been suggested for deletion (or some other form of bastardization). Care to join in the discussion?,17,17,17,9,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AYG3MF094634L,A13CO3B2BRXQLZ,A38N58BSMTA0BE,0.441767414,TRUE
Wikipedia,179,428392,I have an email from the owner of this image that your BOT deleted. Can you please restore this and I can send in the email granting me permission to post?,I have an email from the owner of this image that your BOT deleted. Can you please restore this and I can send in the email granting me permission to post?,21,17,17,18,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.070393658,TRUE
Wikipedia,180,522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,9,13,9,13,13,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,-0.626972517,TRUE
Wikipedia,181,494638,"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?","I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",13,14,17,5,12,A2UFD1I8ZO1V4G,AYG3MF094634L,A3L8MJ1C4OEDGV,A3TFQK7QK8X6LM,AZ1RJVNOZFIWV,-0.64080478,TRUE
Wikipedia,182,627166,"That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?","That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?",13,11,7,11,9,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.024207992,TRUE
Wikipedia,183,454457,"Hi &lt;name&gt, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?","Hi <name>, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",17,16,21,17,17,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,1.019052846,TRUE
Wikipedia,184,471521,Have a look at the changes. Do you think they will break anything?,Have a look at the changes. Do you think they will break anything?,13,17,13,17,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1DTQSIIYIZL62,A38N58BSMTA0BE,0.305300583,TRUE
Wikipedia,185,98833,"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent. Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?","I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent. Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",5,9,8,7,15,A1R4VG71V6XECZ,A233ONYNWKDIYF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A37ADCYLCSB5O2,-1.134255679,TRUE
Wikipedia,186,168298,The main article needs a facelift. Do you want to make suggestions?,The main article needs a facelift. Do you want to make suggestions?,17,20,18,15,17,A2UFD1I8ZO1V4G,A6YO9886DY2SC,AO5E3LWBYM72K,ARYGQ46IMW8AU,A1Y3Z92RE62NPS,0.578577052,TRUE
Wikipedia,187,626505,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?","Perfect, thank you! Can you help with the phonetics of other Nordic languages?",17,17,22,18,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,AYG3MF094634L,A1F4D2PZ7NNWTL,1.236243119,TRUE
Wikipedia,188,568972,It's larger now than the sub-stub previously deleted. Can sources be added to verify the achievements?,It's larger now than the sub-stub previously deleted. Can sources be added to verify the achievements?,10,13,21,16,18,A1486XFUE4FA27,A9Y5N2QRY4PNW,AE3D6SE2D8UPQ,A2UBXHCHM2I6IL,A2MR8AA4I9S89Y,0.609573553,TRUE
Wikipedia,189,630746,"Sorry, I did not know there has been a category before. Can you delete it?","Sorry, I did not know there has been a category before. Can you delete it?",16,21,19,17,16,AYG3MF094634L,A2JG59YYWBBC5C,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A2JKFTV0JXWMI6,1.035613132,TRUE
Wikipedia,190,364742,"at the end of the &lt;nowiki&gt;&lt;head&gt; &lt;/head&gt;&lt;/nowiki&gt;. Could that be fixed again, please?","at the end of the <nowiki><head> </head></nowiki>. Could that be fixed again, please?",17,9,13,21,17,AZN83WTGUR1JZ,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,A2AMGE57IJVSHF,0.402023423,TRUE
Wikipedia,191,389573,"That was nice work you did improving the reference I added. I still have to learn that, can you show me?","That was nice work you did improving the reference I added. I still have to learn that, can you show me?",21,17,21,24,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,1.60017391,TRUE
Wikipedia,192,630525,"Just noticed that the ""time"" field is eliminated from the collapsable boxes. Could you make this something that is displayed when the box is expanded?","Just noticed that the ""time"" field is eliminated from the collapsable boxes. Could you make this something that is displayed when the box is expanded?",16,13,17,17,11,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.279151627,TRUE
Wikipedia,193,282732,Somebody keeps moving the Shannan Prefecture to Lhoka Prefecture. What is your view on this?,Somebody keeps moving the Shannan Prefecture to Lhoka Prefecture. What is your view on this?,15,13,13,21,13,A1486XFUE4FA27,A233ONYNWKDIYF,A3GEHPUTISVNB4,AO5E3LWBYM72K,AC25X12LNYY6Y,0.168522096,TRUE
Wikipedia,194,174873,I think the &lt;url&gt; would be more precise and accurate as &lt;url&gt;. What sayest thou?,I think the <url> would be more precise and accurate as <url>. What sayest thou?,13,17,15,13,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.301970041,TRUE
Wikipedia,195,355141,My contribution tried to show the impression to others I'am only trying to improve spelling. What's the difference between personel and persona?,My contribution tried to show the impression to others I'am only trying to improve spelling. What's the difference between personel and persona?,17,13,19,17,13,ANMGOZ451W9ZN,A2MUBAL0UA1KUN,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A37ADCYLCSB5O2,0.32618947,TRUE
Wikipedia,196,466813,"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?","Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?",17,17,13,16,19,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2VMJFBCB921NI,AYG3MF094634L,A1F4D2PZ7NNWTL,0.642618091,TRUE
Wikipedia,197,627547,"Your first attempt at doing this also added a <nowiki>""&lt;url&gt;""</nowiki> line to the article, and that's what triggered the bot. Perhaps you should get into the habit of using the 'Show changes button?","Your first attempt at doing this also added a <nowiki>""<url>""</nowiki> line to the article, and that's what triggered the bot. Perhaps you should get into the habit of using the 'Show changes button?",10,10,9,5,9,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,-1.172069812,TRUE
Wikipedia,198,419907,"I have also put speedy delete tags on &lt;url&gt; and &lt;url&gt;. Was there any particular reason to move your user/user talk pages to that name, and back again?","I have also put speedy delete tags on <url> and <url>. Was there any particular reason to move your user/user talk pages to that name, and back again?",9,13,13,9,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,-0.72767185,TRUE
Wikipedia,199,629728,"I create &lt;url&gt;, and then I would click ""Move"" on the top of the page I want to merge (for example &lt;url&gt;? Is that how you do it?","I create <url>, and then I would click ""Move"" on the top of the page I want to merge (for example <url>? Is that how you do it?",13,13,15,13,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1DTQSIIYIZL62,A38N58BSMTA0BE,-0.072206938,TRUE
Wikipedia,200,448921,"Hey, I just noticed &lt;url&gt;, and something doesn't seem right. What should be done?","Hey, I just noticed <url>, and something doesn't seem right. What should be done?",17,13,21,16,17,AZN83WTGUR1JZ,A28TXBSZPWMEU9,A00613921OIEGJA322163,A29B522D0BX6HN,AIPK94CUWL45W,0.360443418,TRUE
Wikipedia,201,36851,"I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?","I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?",17,17,15,5,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A3IHLWMZNBLUR4,-0.17496342,TRUE
Wikipedia,202,379713,Looks like &lt;url&gt; (the one missing the side-chain) is unused and doesn't seem useful (due to that structural flaw). Maybe tag it for deletion?,Looks like <url> (the one missing the side-chain) is unused and doesn't seem useful (due to that structural flaw). Maybe tag it for deletion?,17,13,25,17,13,A2YFPO0N4GIS25,A34A6MSJTD9A4L,A204JAK7QRDWVM,A1KC138MX47DXA,A13CO3B2BRXQLZ,0.430426529,TRUE
Wikipedia,203,379987,It's a shame that &lt;url&gt; still needs repair. What do you think?,It's a shame that <url> still needs repair. What do you think?,13,17,15,13,18,A1T5YMBH35PDBX,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,0.268260965,TRUE
Wikipedia,204,476673,Either &lt;url&gt; is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,Either <url> is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,13,9,9,13,1,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,-0.882155274,TRUE
Wikipedia,205,545520,"Hi &lt;name&gt;, I received the photograph from Delft but it's page looks a mess and I can't edit it. Can you, or do you know someone who can, fix it?","Hi <name>, I received the photograph from Delft but it's page looks a mess and I can't edit it. Can you, or do you know someone who can, fix it?",17,13,17,21,13,A2UFD1I8ZO1V4G,A1T546143DSJDI,AYG3MF094634L,A2LQ33BQ8G259D,A1Y3Z92RE62NPS,0.590047672,TRUE
Wikipedia,206,253209,Thanks for that - very nicely commented code (rare to see)! It seems to need a table to be set up - do you have the schema or sql for that handy?,Thanks for that - very nicely commented code (rare to see)! It seems to need a table to be set up - do you have the schema or sql for that handy?,17,17,25,25,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A1G05O3HM7DNVZ,AIPK94CUWL45W,1.146350934,TRUE
Wikipedia,207,21812,These clickable images are great! Can you make one for the 10^-6 to 10^5 range too?,These clickable images are great! Can you make one for the 10^-6 to 10^5 range too?,17,17,21,21,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A194CUACV9SQ1K,A29B522D0BX6HN,AIPK94CUWL45W,1.045831824,TRUE
Wikipedia,208,253511,Hi. What was wrong with the Autamata page?,Hi. What was wrong with the Autamata page?,11,16,15,13,15,A1RPVYUPJZGM9Z,A21753FQKCM5DQ,A2WKPCZU4U110T,AVWFW00UYDVUD,AO5E3LWBYM72K,-0.263379305,TRUE
Wikipedia,209,295219,"oh, my, how did I get this here twice; trying to do too much at once (what else is new). Can you copy instead a different color?","oh, my, how did I get this here twice; trying to do too much at once (what else is new). Can you copy instead a different color?",20,9,13,13,25,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,AD317NO9623GZ,ANVEDG15GV3QE,A3IHLWMZNBLUR4,0.032142121,TRUE
Wikipedia,210,387960,"I have never heard of the 1933 ""freakish heat flash"" in Coimbra, Portugal. Will you please provide some sources that you used for forming such a conclusion?","I have never heard of the 1933 ""freakish heat flash"" in Coimbra, Portugal. Will you please provide some sources that you used for forming such a conclusion?",9,13,17,13,17,A233ONYNWKDIYF,APDWVWS2HMSFD,AD317NO9623GZ,A28TXBSZPWMEU9,AIPK94CUWL45W,-0.041169827,TRUE
Wikipedia,211,588710,"I am the uploader of the hubble pictures. What do I put for the author, description, and the other information?","I am the uploader of the hubble pictures. What do I put for the author, description, and the other information?",13,13,21,13,13,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A00613921OIEGJA322163,AIPK94CUWL45W,A19ZT0TQPFA2,-0.133055945,TRUE
Wikipedia,212,619200,I would specifically appreciate an outside view at the thread &lt;url&gt;. What do you feel is the appropriate action?,I would specifically appreciate an outside view at the thread <url>. What do you feel is the appropriate action?,16,21,21,16,16,ANMGOZ451W9ZN,A2MUBAL0UA1KUN,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A37ADCYLCSB5O2,0.919504861,TRUE
Wikipedia,213,60607,"The article is not about this, at all. Could you explain your logic?","The article is not about this, at all. Could you explain your logic?",9,13,9,12,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,-1.073125745,TRUE
Wikipedia,214,576536,"So do I, because, inspite of my 100s of friends and supporters, I'm feeling a little beleaguered and lonely here. If I can hang on in here, can't you at least keep me company?","So do I, because, inspite of my 100s of friends and supporters, I'm feeling a little beleaguered and lonely here. If I can hang on in here, can't you at least keep me company?",10,11,13,9,13,A21753FQKCM5DQ,A1QV3X9YMQQ3OQ,A2GSW5RBAT5LQ5,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.530598564,TRUE
Wikipedia,215,275128,"I dunno, but this one reeks of that banned user &lt;url&gt; - same mark-as-minor edits, same targets. Care for a look at this?","I dunno, but this one reeks of that banned user <url> - same mark-as-minor edits, same targets. Care for a look at this?",6,17,9,17,13,A6YO9886DY2SC,A1T546143DSJDI,A3CFNUD7VR2E1E,A2LQ33BQ8G259D,A2UBXHCHM2I6IL,-0.248019196,TRUE
Wikipedia,216,625156,"Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?","Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?",6,12,12,9,16,A2WKPCZU4U110T,AYG3MF094634L,A3LXBP8T6JMY9B,A1RT9SQ9D9DLOV,A2BE71BN177IH3,-0.999851468,TRUE
Wikipedia,217,607779,"To be perfectly honest, I really have no idea what you're talking about. Would it not be simpler to just ''add'' a link to the template (if that is indeed what you mean) than to create a potentially offensive and almost certain to be rapidly deleted category?","To be perfectly honest, I really have no idea what you're talking about. Would it not be simpler to just ''add'' a link to the template (if that is indeed what you mean) than to create a potentially offensive and almost certain to be rapidly deleted category?",10,5,17,10,9,A1RPVYUPJZGM9Z,A9Y5N2QRY4PNW,A2YFPO0N4GIS25,A872FSFU7WV6W,A1F4D2PZ7NNWTL,-0.795378404,TRUE
Wikipedia,218,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,16,18,23,21,19,A2QN0EGBRGJU1M,A2GSW5RBAT5LQ5,AO5E3LWBYM72K,A2ULMYRKQMNNFG,A3TFQK7QK8X6LM,0.965132564,TRUE
Wikipedia,219,153742,An article about a craver named &lt;url&gt; needs some work. Can you clean the article up?,An article about a craver named <url> needs some work. Can you clean the article up?,17,17,13,12,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.101565934,TRUE
Wikipedia,220,127846,"Listed by designation, new to me? have you a guideline or discussion reference for that?","Listed by designation, new to me? have you a guideline or discussion reference for that?",9,17,13,17,15,A1J7EVLCZZQSEM,A16PRU8T6NZLN5,AEWF3138PFWEN,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,-0.114706251,TRUE
Wikipedia,221,608897,"This redirect isn't working because the admin who locked the page slapped a template onto it, causing this link to become mundane. Can you fix this puzzling circumstance?","This redirect isn't working because the admin who locked the page slapped a template onto it, causing this link to become mundane. Can you fix this puzzling circumstance?",17,9,13,10,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3GOI327COFGY5,A2GODV4YZGD8X9,A29B522D0BX6HN,-0.417281543,TRUE
