Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_SCORES,AVERAGE_EN,AVERAGE_CH
106,71828,"There seems to have been something wrong with the pages you made on the V8 Supercar Championship Series - a glitch with the ""align"" tags in the beginning infobox made the text grotesquely overflow the margins. I've trimmed these down; mind checking my work?#",7,,,,,,,,,7,,,0,-1,,,,,,-3,3,,,,,,3,,,,,3,,,,1,,,2,,,,,,12,,,0,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
107,475979,"Some links look notable, others do not, <url>. Thoughts?#",3,,,,,,,,,9,,,7,-4,,,,,,-1,3,,,,,,5,,,,,6,,,,2,,,0,,,,,,6,,,-1,,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.888888889,0.870967742,0.913043478
108,532687,You might be just the person I need- <url> has just been repeatedly vandalised and with ? German - in there - wonder what you would do with the vandal?#,4,,,,,,,,,6,,,7,-2,,,,,,3,4,,,,,,2,,,,,-6,,,,2,,,-6,,,,,,3,,,-1,,4,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.851851852,0.935483871,0.739130435
109,500692,"Hello, I know that the article <url> isn't exactly football related, but can you help out on <url>? and tell me if the article is ready for a GA nominee?#",4,,,,,,,,,11,,,6,-1,,,,,,5,2,,,,,,4,,,,,1,,,,2,,,6,,,,,,6,,,-1,,0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
110,303013,Based on what? Don't you think a little discussion is in order before doing this?#,-3,,,,,,,,,-8,,,-4,-12,,,,,,-12,-1,,,,,,-3,,,,,4,,,,-3,,,-3,,,,,,-12,,,-3,,-5,,,,,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0.555555556,0.548387097,0.565217391
111,300945,I tried to fix your problem with <url>. Is that what you were looking for?#,9,,,,,,8,,0,,,12,,,1,,0,,,-8,,,,,3,,,,,,1,,,,,0,,-2,,,,4,,,,,,6,,,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
112,475912,I was really unsure on what to do with <url> so I made it into a dab. That ok?#,-1,,,,,,7,,-5,,,5,,,-1,,-6,,,0,,,,,4,,,,,,0,,,,,-1,,-2,,,,2,,,,,,6,,,,3,,,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777778,0.741935484,0.826086957
113,520796,What do you think? Perhaps the coat of arms field can contain the picture that the article's family name infobox already has?#,10,,,,,,6,,3,,,8,,,1,,1,,,1,,,,,7,,,,,,5,,,,,0,,8,,,,3,,,,,,9,,,,5,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,343273,"I consider <url> to be the single most important edit I have ever made. God, what is happening with The Beatles coverage on Wikipedia?#",-6,,,,,,-3,,-6,,,5,,,-2,,-3,,,0,,,,,0,,,,,,2,,,,,0,,0,,,,-3,,,,,,0,,,,1,,,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777778,0.677419355,0.913043478
115,397759,I find it hard to believe one editor (even one so prolific as RickK) can have much of an effect overall. Do contributors on either side have any (non-anecdotal) evidence that suggests otherwise?#,6,,,,,,1,,-10,,,2,,,-2,,-5,,,-2,,,,,3,,,,,,4,,,,,5,,1,,,,-2,,,,,,0,,,,5,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.814814815,0.741935484,0.913043478
116,235522,Which discussion are you referring to? On which article's talk page?#,3,,,,,,0,,3,,,12,,,0,,-4,,,-4,,,,,4,,,,,,0,,,,,4,,-2,,,,0,,,,,,0,,,,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.870967742,0.913043478
117,464868,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace. Could you confirm the problem is solved?#",12,,,,,,7,,6,,,12,,,5,,2,,,5,,,,,4,,,,,,3,,,,,3,,10,,,,7,,,,,,12,,,,4,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,337509,The Olbermann thing is being discussed on the <url> talk page. Do you have anything to add?#,9,,,,,,5,,-4,,,12,,,5,,-1,,,5,,,,,4,,,,,,3,,,,,2,,1,,,,0,,,,,,3,,,,1,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
119,626197,REVERT???#,-12,,,,,,-6,,-12,,,0,,,-8,,-11,,,0,,,,,,,,,,,-5,,,,,-5,,-8,,,,-9,,,,,,-9,,,,-8,,,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0.592592593,0.612903226,0.565217391
120,72763,"I started, but gave up. And why link the word 'mother'?#",-4,,,,,,3,,-10,,,3,,,-3,,-12,,,-5,,,,,-1,,,,,,-2,,,,,-1,,-3,,,,-6,,,,,,-9,,,,-9,,,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0.555555556,0.548387097,0.565217391
121,283735,"So how are u gonna concider weither the licences used by Fluckr are accurate...? ,and if this image has to bee conciderd than Image:Petercrouch_liverpool.JPG should be to..?#",-11,,,-5,,,-1,,,,11,,,,-1,,,0,,,-2,,,,,,,1,,-3,,,0,,,,-6,,,0,,,,,3,,,,,,1,,-4,,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0.703703704,0.612903226,0.826086957
122,524373,"AnonEMouse, I have noticed today that there are many recent comments on the <url> talk page that do not show in ""history"". How can that happen?#",-1,,,0,,,1,,,,4,,,,0,,,0,,,-6,,,,,,,6,,7,,,-3,,,,0,,,-1,,,,,0,,,,,,3,,-1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0.814814815,0.870967742,0.739130435
123,25727,"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?#",4,,,6,,,2,,,,,,,,3,,,0,,,12,,,,,,,3,,6,,,-1,,,,1,,,1,,,,,3,,,,,,2,,-2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0.925925926,1,0.826086957
124,629591,I just did some edits on it. Feedback?#,-10,,,5,,,4,,,,7,,,,4,,,9,,,-3,,,,,,,-1,,6,,,0,,,,-4,,,-1,,,,,3,,,,,,-6,,-2,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0.740740741,0.806451613,0.652173913
125,184558,"That looks better. I think I'm about done now, but old Theobald's still at Featured Article candidates isn't he?#",-6,,,9,,,1,,,,2,,,,1,,,9,,,-2,,,,,,,0,,6,,,0,,,,0,,,0,,,,,3,,,,,,-4,,1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.888888889,0.870967742,0.913043478
126,626716,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?#",-3,,,4,,,-5,,,,1,,,,1,,,0,,,-1,,,,,,,3,,6,,,-3,,,,1,,,-1,,,,,3,,,,,,1,,-6,,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0.777777778,0.806451613,0.739130435
127,30722,You added to the Order of Victoria and Albert page that no awards were given out after the death of Queen Victoria. According to the <url> she became the tSovereign of the Order in 1952. Is this just because the order was never officially scrapped ?#,-6,,,6,,,-5,,,,9,,,,1,,,0,,,2,,,,,,,0,,5,,,0,,,,-1,,,0,,,,,3,,,,,,-2,,-3,,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0.814814815,0.870967742,0.739130435
128,392689,As you can tell from my user page I do like art. I noticed you talking about a film ambassador on WikiProject Film (An project that I am active on) and I was wondering what is the main goals of film ambassador?#,-2,,,5,,,7,,,,3,,,,,,,7,,,0,,,,,,,1,,5,,,6,,,,2,,,3,,,,,0,,,,,,3,,4,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
129,404995,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?#,4,,,7,,,7,,,,12,,,,6,,,3,,,,,,,,,,1,,7,,,0,,,,4,,,3,,,,,1,,,,,,3,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,297846,Would my doing a read-through looking out for that kind of thing be useful? Or would it be merely annoying?#,0,,,3,,,2,,,,9,,,,4,,,5,,,-8,,,,,,,2,,8,,,12,,,,3,,,-4,,,,,4,,,,,,-1,,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.888888889,0.935483871,0.826086957
131,292769,What would that do? Is that good?#,,,-4,,,,-4,,,,,,-1,,,0,,-1,,,,4,0,,,0,,,,,0,,,-1,,,,0,,,,,6,,,-3,,,-5,,,,,,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,0.740740741,0.741935484,0.739130435
132,621555,"Creating and improving images, or just placing them in articles/making sure they have the right copyrights/etc.?#",0,,,,0,,,,,,,,,1,,-1,,,,0,0,,,1,,,,,0,,,-2,,,,0,,,,,0,,,3,,,-4,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.888888889,0.935483871,0.826086957
133,378972,"Your DYK hook for <url> is missing something. It says ""''Frank Bancroft managed the now-defunct Major League Baseball Providence Grays...''"" - maybe ""'''his''' now-defunct Major League Baseball '''team, the''' Providence Grays,...""?#",0,,,,2,,,,,,-2,,,0,,0,,,,0,1,,,3,,,,,-3,,,-3,,,,0,,,,,3,,,-1,,,-1,,,,,,,,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0.814814815,0.870967742,0.739130435
134,625006,"Yes, ''kaen chokugeki hou'' is exactly right. Do you have that same NTSC Hong Kong DVD that I do?#",2,,,,5,,,,,,1,,,3,,1,,,,3,3,,,8,,,,,0,,,0,,,,2,,,,,0,,,0,,,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,490623,I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>. Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?#,6,,,,6,,,,,,1,,,11,,1,,,,4,5,,,11,,,,,9,,,2,,,,2,,,,,6,,,6,,,8,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
136,557002,One oddity is that the Library of Congress isn't officially the U.S. national library; there are only national libraries in Medicine and Agriculture. Do you compare specialized libraries?#,3,,,,0,,,,,,,,,6,,1,,,,0,3,,,4,,,,,0,,,2,,,,1,,,,,0,,,0,,,4,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,621427,"I don't think so, <name>. Can we just once attempt to let this pass by without calling for the heads of people?#",-6,,,,-4,,,,,,-10,,,3,,-3,,,,-3,6,,,-1,,,,,-10,,,-1,,,,-1,,,,,0,,,3,,,1,,,,,,,,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.548387097,0.826086957
138,198022,"Senta.jpg was garbled or empty or some such, so I deleted it. You might want to try re-uploading?#",-2,,,,3,,,,,,-6,,,2,,-2,,,,-1,3,,,0,,,,,1,,,-4,,,,-1,,,,,3,,,-1,,,5,,,,,,,,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.740740741,0.741935484,0.739130435
139,607112,"It's probably a bit late to be asking this, but why did you dispute the factual accuracy of the page <url>? Also, why was no mention of the nature of the dispute made anywhere?#",-2,,,,-3,,,,,,-7,,,0,,-2,,,,0,5,,,3,,,,,0,,,-3,,,,0,,,,,3,,,-6,,,6,,,,,,,,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.777777778,0.741935484,0.826086957
140,619630,"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??#",5,,,,2,,,,,,2,,,8,,-5,,,,0,3,,,4,,,,,0,,,0,,,,0,,,,,3,,,3,,,-1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
141,522923,"Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish <url> as being notable (<url> and all that)?#",4,,,0,,,-5,,,,,9,,,7,,,,,,,,7,,,5,,,,,0,,,,2,,,,,1,,5,,,,0,,,,0,,,,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
142,164112,"Hi, you've done a lot of work on comparing Featured Article country articles. Are you aware of any country that got special praise for the selection of images in the article?#",4,,,5,,,1,,,,,11,,,12,,,2,,,,,6,,,2,,,,,4,,,,3,,,,,4,,3,,,,0,,,,-1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0.962962963,1,0.913043478
143,627346,"One wonders, of course, who ""Elliott of Macedon"" would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?#",0,,,0,,,0,,,,,0,,,9,,,-2,,,,,2,,,0,,,,,5,,,,-1,,,,,6,,3,,,,1,,,,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
144,630160,"SO!?!?'', what has it got to do with you?#",,-12,,,-10,,,-5,,,,,-9,,,-11,,,-12,,,,,-8,,,-7,,,,,5,,,,2,,,,,5,,-9,,,,-3,,,,-12,,,,1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0.592592593,0.483870968,0.739130435
145,559372,how do i propose to change the name of <url> to <url> ??#,0,,,-2,,,-2,,,,,0,,,8,,,-1,,,,,5,,,4,,,,,3,,,,-3,,,,,5,,0,,,,0,,,,-1,,,,,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0.814814815,0.806451613,0.826086957
146,623158,"Deletion requires some care: an administrator has to check that the prod tag has been on the article for 5 day continously, that the prod'ed version was not the result of vandalism, that the prod reason is acceptable (possibly checking the talk page), then has to delete the article reporting this reason, possibly deleting the talk page, and finally checking the incoming links. Before starting doing this on every article in the category this adimin relies on the number of categories instead of calculating five days to today?#",1,,,-2,,,-1,,,,,,,,8,,,,,,,,0,,,,,,,,5,,,,0,,,,,6,,0,,,,0,,,,0,,,,,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
147,502036,"Is 10 months sufficient time to relist a Article for deletion Not too soon, correct?#",-1,,,-3,,,-2,,,,,4,,,11,,,0,,,,,-2,,,3,,,,,7,,,,1,,,,,6,,2,,,,0,,,,0,,,,,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.741935484,1
148,41079,Is Castle Donington an incorporate municipality? Or is it just a place name?#,0,,,1,,,-2,,,,,2,,,9,,,2,,,,,-3,,,0,,,,,1,,,,2,,,,,4,,0,,,,0,,,,-1,,,,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0.888888889,0.870967742,0.913043478
149,415277,Sorry for not replying sooner. What would you like done with your page?#,12,,,6,,,0,,,,,12,,,12,,,7,,,,,4,,,5,,,,,7,,,,3,,,,,6,,8,,,,2,,,,8,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,125539,"I am in the process of responding to your message on my talk page. In the mean time, did Lochdale ever inadvertently expose his IP, such as editing while logged out and then logging in and signing?#",4,,,-1,,,0,,,,,2,,,8,,,-3,,,,,-2,,,6,,,,,7,,,,1,,,,,5,,2,,,,0,,,,-3,,,,,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0.851851852,0.806451613,0.913043478
151,432640,"Hi, I tweaked it again. Could you check please?#",,3,,,2,,-4,,,3,,,4,,,,,,8,5,,,,,3,,,,,6,,,,,,,3,,12,,,,9,,,,-1,,,,,,,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
152,255097,"To be quite frank it doesn't matter that the quotes don't appear any other place on the internet, the point is that they violate policy by being here and you could always set up a personal website to host them where all you'd have to worry about is fair use and not Wikipedia's stricter requirements. Are there more of these quote/source pages than <url>, <url> and <url>?#",-4,,,-4,,-6,,,-3,,,-3,,,,,,-4,0,,,,,1,,,,,-2,,,,,,,1,,7,,,,-1,,,,-1,,,,,,,,,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0.666666667,0.548387097,0.826086957
153,565696,Oh dear. Does that mean it's too difficult a read for Wiki?#,-1,,,5,,0,,,5,,,4,,,,,,5,3,,,,,3,,,,,0,,,,,,,3,,0,,,,0,,,,-11,,,,,,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
154,620540,"Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right? Is that list to which your link sent me something that Steve had to create, or was it generated automatically?#",-2,,,0,,0,,,1,,,-2,,,,,,2,1,,,,,-1,,,,,3,,,,,,,1,,0,,,,0,,,,0,,,,,,,,,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.806451613,1
155,237753,"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?#",-3,,,-3,,-2,,,-5,,,-9,,,,,,2,0,,,,,2,,,,,3,,,,,,,-1,,-12,,,,-1,,,,-3,,,,,,,,,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0.666666667,0.677419355,0.652173913
156,589985,"PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?#",3,,,-3,,0,,,0,,,6,,,,,,11,3,,,,,7,,,,,0,,,,,,,4,,-1,,,,-1,,,,0,,,,,,,,,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.935483871,0.826086957
157,473852,"More a bot to flag articles where persondata and defaultsort disagree, so that humans can check which is correct. I presume your bot already detects cases where DEFAULTSORT and listas disagree?#",-3,,,0,,-2,,,1,,,-2,,,,,,0,0,,,,,-1,,,,,0,,,,,,,1,,-3,,,,-2,,,,-1,,,,,,,,,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0.740740741,0.741935484,0.739130435
