Community,Num,Num,Id,,
Wikipedia,258,858,621018,"Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?","Thank you! Was I the only one who found Lima's tone to be, to say the least, unpleasant?"
Wikipedia,259,859,621114,And what did I do wrong???????????????????????,And what did I do wrong???????????????????????
Wikipedia,260,860,620266,"Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?","Yes, I'd seen your note, but it looks as though all five of those edits were made by users other than Terra. Do you have any reason to suspect they are his sockpuppets?"
Wikipedia,261,861,372520,"Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?","Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?"
Wikipedia,262,862,227647,"Found this awesome shot of a &lt;url&gt;, but cannot figure out how to make the picture show on the English language &lt;url&gt; page. Any clues?","Found this awesome shot of a <url>, but cannot figure out how to make the picture show on the English language <url> page. Any clues?"
Wikipedia,263,863,619321,Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?,Ahhhh... My apologies. You wouldn't be using the google toolbar perchance?
Wikipedia,264,864,75733,I saw your motorcycle map for Daytona. Could you do one for Indianapolis?,I saw your motorcycle map for Daytona. Could you do one for Indianapolis?
Wikipedia,265,865,475559,I styled the page to look like &lt;url&gt;. What are your thoughts?,I styled the page to look like <url>. What are your thoughts?
Wikipedia,266,866,509049,Then no one ever sees that page? Isn't it the login page?,Then no one ever sees that page? Isn't it the login page?
Wikipedia,267,867,542167,"Thanks for reverting &lt;url&gt; - that was actually me, unlogged in. OK if I re-revert?","Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?"
Wikipedia,268,868,262261,"Meh - perhaps not, and they will most likely be closed as renames, but I figured another week to allow anyone who wants to to comment wouldn't hurt anything since you as the nominator were the only one who had commented so far. Is there something I missed, or a hurry to get these quickly renamed?","Meh - perhaps not, and they will most likely be closed as renames, but I figured another week to allow anyone who wants to to comment wouldn't hurt anything since you as the nominator were the only one who had commented so far. Is there something I missed, or a hurry to get these quickly renamed?"
Wikipedia,269,869,89254,"From my reading of the entries, the Japanese force in &lt;url&gt;/South &lt;url&gt; & the &lt;url&gt; appears to have been the &lt;url&gt;, rather than the &lt;url&gt;. Does that sound right?","From my reading of the entries, the Japanese force in <url>/South <url> & the <url> appears to have been the <url>, rather than the <url>. Does that sound right?"
Wikipedia,270,870,525643,"Hi &lt;name&gt; regarding 'your' article on &lt;url&gt;, I think the classification as ""hexose deoxy sugar"" is clearly wrong, it would be rather something like ""methyl ether of a branched heptose dideoxy sugar"" but I'm not sure how chemists usually refer to such substances. Could you shed light on the issure?","Hi <name> regarding 'your' article on <url>, I think the classification as ""hexose deoxy sugar"" is clearly wrong, it would be rather something like ""methyl ether of a branched heptose dideoxy sugar"" but I'm not sure how chemists usually refer to such substances. Could you shed light on the issure?"
Wikipedia,271,871,211134,"I'm going to try and hurry the &lt;url&gt; article through both GA and Featured Article to see if I can get it as the Featured Article on the Main Page in time for its 20-year anniversary on October 18, 2009. Care to help a little or a lot?","I'm going to try and hurry the <url> article through both GA and Featured Article to see if I can get it as the Featured Article on the Main Page in time for its 20-year anniversary on October 18, 2009. Care to help a little or a lot?"
Wikipedia,272,872,177507,"Thanks for the articles on South African cricket teams - I was planning to do them myself but I really appreciate that you've done them. By the way, where did you find the information on what regions the teams represent?","Thanks for the articles on South African cricket teams - I was planning to do them myself but I really appreciate that you've done them. By the way, where did you find the information on what regions the teams represent?"
Wikipedia,273,873,625109,"No, of course I never did. So why do you keep writing about ""scorning others's sensitivities"" when such a thing was never suggested?","No, of course I never did. So why do you keep writing about ""scorning others's sensitivities"" when such a thing was never suggested?"
Wikipedia,274,874,624167,"I kind of agree. Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?","I kind of agree. Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?"
Wikipedia,275,875,288514,"Thank you for your time, but, perhaps; If I give you the iformation and images and such for Lord Strachan, could you maybe make it? It shouldn't be that hard to find info, or images, but I already have them, so if I give you this stuff, perhaps could you do it?","Thank you for your time, but, perhaps; If I give you the iformation and images and such for Lord Strachan, could you maybe make it? It shouldn't be that hard to find info, or images, but I already have them, so if I give you this stuff, perhaps could you do it?"
Wikipedia,276,876,356719,"Well, to delete, I would have to nominate it for Vote for Deletion, is that not true? Or can you just directly delete it yourself?","Well, to delete, I would have to nominate it for Vote for Deletion, is that not true? Or can you just directly delete it yourself?"
Wikipedia,277,877,471390,PS. Is &lt;url&gt; more relevant to explain the analogy?,PS. Is <url> more relevant to explain the analogy?
Wikipedia,278,878,535512,"And, btw, are you from Sevilla or its vicinity? How often do you visit Spain?","And, btw, are you from Sevilla or its vicinity? How often do you visit Spain?"
Wikipedia,279,879,23281,To ''Arbcom''? Aren't we being a bit dramatic here when other forms of dispute resolution have not been tried?,To ''Arbcom''? Aren't we being a bit dramatic here when other forms of dispute resolution have not been tried?
Wikipedia,280,880,621241,"We? Which ""we"" would this be?","We? Which ""we"" would this be?"
Wikipedia,281,881,440673,"As I suspected, user CBERLET reverted my work on the recruitment section -- he just spouts JARGON as a magic-keyword and hits his button. What am I supposed to do about this?","As I suspected, user CBERLET reverted my work on the recruitment section -- he just spouts JARGON as a magic-keyword and hits his button. What am I supposed to do about this?"
Wikipedia,282,882,610652,"I was wondering, why did you do that, create that new cat and then add it to the polanski without any discussion at all? Have you read the polanski talkpage and seen the lengthy discussion regarding the cats there?","I was wondering, why did you do that, create that new cat and then add it to the polanski without any discussion at all? Have you read the polanski talkpage and seen the lengthy discussion regarding the cats there?"
Wikipedia,283,883,461436,That sounds to POVish to me &lt;url&gt;. What do you think?,That sounds to POVish to me <url>. What do you think?
Wikipedia,284,884,619213,"If you're not going to reply then I will undo the edit. Again, why have ""Fictional martial artists"" over the sub-cat ""Anime and manga martial artists"" and not use alphabetical order?","If you're not going to reply then I will undo the edit. Again, why have ""Fictional martial artists"" over the sub-cat ""Anime and manga martial artists"" and not use alphabetical order?"
Wikipedia,285,885,569437,"Not according to the history on &lt;url&gt;. Can you give me a link to follow, please?","Not according to the history on <url>. Can you give me a link to follow, please?"
Wikipedia,286,886,621208,"Hi, what was the image you are having problems with? Was it &lt;url&gt;?","Hi, what was the image you are having problems with? Was it <url>?"
Wikipedia,287,887,622124,"I understand ''your'' position, however I disagree with it, even regarding the spirit. &lt;ins&gt;Mostly because I don't see linking something as modification of the quote, therefore it's a moot point, even when coupled with bracketed additions.&lt;/ins&gt; Perhaps we should see&lt;ins&gt;k&lt;/ins&gt; comments from additional editors?","I understand ''your'' position, however I disagree with it, even regarding the spirit. <ins>Mostly because I don't see linking something as modification of the quote, therefore it's a moot point, even when coupled with bracketed additions.</ins> Perhaps we should see<ins>k</ins> comments from additional editors?"
Wikipedia,288,888,467055,"You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?","You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?"
Wikipedia,289,889,11071,"Hi &lt;name&gt; - the above has led me to two native Danish speakers on the English wiki - &lt;url&gt; and Saddhiyama--&lt;url&gt; - the first is "" very active on naval articles."" and has just translated HMS Falcon (1802) for Danish Wiki&lt;url&gt;. Thoughts?","Hi <name> - the above has led me to two native Danish speakers on the English wiki - <url> and Saddhiyama--<url> - the first is "" very active on naval articles."" and has just translated HMS Falcon (1802) for Danish Wiki<url>. Thoughts?"
Wikipedia,290,890,363579,"I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?","I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?"
Wikipedia,291,891,536478,"On another subject, have you finished the books I suggested? Want more?","On another subject, have you finished the books I suggested? Want more?"
Wikipedia,292,892,159706,I think this is a clear case of &lt;url&gt; . What do you think?,I think this is a clear case of <url> . What do you think?
Wikipedia,293,893,629111,It looks like it was carved out of both Ochamchira and Gali but I'm not sure whether that's actually the case. Do you?,It looks like it was carved out of both Ochamchira and Gali but I'm not sure whether that's actually the case. Do you?
Wikipedia,294,894,483364,&lt;person&gt; is apparently caught up in that rangeblock. Can you help him out?,<person> is apparently caught up in that rangeblock. Can you help him out?
Wikipedia,295,895,570742,"Yeah, but playtime is over. Find some articles to edit, yes?","Yeah, but playtime is over. Find some articles to edit, yes?"
Wikipedia,296,896,622206,"A follow-up question: How far away from the true ridge does the watershed extend, using your looser definition? Is it the entire hillside entire you enter a channel?","A follow-up question: How far away from the true ridge does the watershed extend, using your looser definition? Is it the entire hillside entire you enter a channel?"
Wikipedia,297,897,330322,"Thank you so much! I hope it's allright if I move it to my front page, at least when the talk has to be archived?","Thank you so much! I hope it's allright if I move it to my front page, at least when the talk has to be archived?"
Wikipedia,298,898,288077,"I was at the library today looking through the back issues of ''Mojo'' and found a career-spanning Chili Peppers article from 2004. I read most of it, but I can go back next week and cite from it. Is there anything you want me to look for?","I was at the library today looking through the back issues of ''Mojo'' and found a career-spanning Chili Peppers article from 2004. I read most of it, but I can go back next week and cite from it. Is there anything you want me to look for?"
Wikipedia,299,899,606749,Made a bunch of changes to the &lt;url&gt; article. What do you think?,Made a bunch of changes to the <url> article. What do you think?
Wikipedia,300,900,588119,I have done every thing you have asked and I have attempted to gain a better understanding of how to do this in the future. Please tell me exactly what I can do to prove my ownership?,I have done every thing you have asked and I have attempted to gain a better understanding of how to do this in the future. Please tell me exactly what I can do to prove my ownership?
Wikipedia,301,901,104306,"thanks for working on that. but... what is the difference between what you added to the intro, and what was already written below?","thanks for working on that. but... what is the difference between what you added to the intro, and what was already written below?"
Wikipedia,302,902,331208,Indeed... The trolls just keep coming. Are you aware of content of the &lt;url&gt;?,Indeed... The trolls just keep coming. Are you aware of content of the <url>?
Wikipedia,303,903,99431,Noooo! Can I ask why you think you've lost the enthusiasm?,Noooo! Can I ask why you think you've lost the enthusiasm?
Wikipedia,304,904,549002,The other possibility is that it's just fringe history. I'll take a look over the few resources relating to ''Texas'' that I have and see whether that is the case?,The other possibility is that it's just fringe history. I'll take a look over the few resources relating to ''Texas'' that I have and see whether that is the case?
Wikipedia,305,905,184927,"I have, and they have not responded in one week. How long should I give it?","I have, and they have not responded in one week. How long should I give it?"
Wikipedia,306,906,462901,"I note also that so far you seem to be the sole editor who favors deletion, while several have favored retention of the article, possibly with editing. Could it be that your view does not command consensus?","I note also that so far you seem to be the sole editor who favors deletion, while several have favored retention of the article, possibly with editing. Could it be that your view does not command consensus?"
Wikipedia,307,907,476114,Have a look at the edit to &lt;url&gt;. Is this page even a dab?,Have a look at the edit to <url>. Is this page even a dab?
Wikipedia,308,908,624873,"Sorry, no admin powers. If serious bring to the admin noticeboard?","Sorry, no admin powers. If serious bring to the admin noticeboard?"
Wikipedia,309,909,137,"I think there are enough clues ;-) Seriously, it could be '''Engine Arm Canal''', if you wish. Is there pedestrian access from a nearby street, or only along the towpath?","I think there are enough clues ;-) Seriously, it could be '''Engine Arm Canal''', if you wish. Is there pedestrian access from a nearby street, or only along the towpath?"
Wikipedia,310,910,470794,"I'm also confused as to why the &lt;url&gt; article is linked to the PNG file, but that that file is ""not there"", but seems to redirect in some way to the SVG file. Has the PNG file been changed to SVG and the link from the article not changed?","I'm also confused as to why the <url> article is linked to the PNG file, but that that file is ""not there"", but seems to redirect in some way to the SVG file. Has the PNG file been changed to SVG and the link from the article not changed?"
Wikipedia,311,911,52489,It's amazing how selective our memory can be. How's the project going along?,It's amazing how selective our memory can be. How's the project going along?
Wikipedia,312,912,620432,How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?,How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?
Wikipedia,313,913,596859,"See &lt;url&gt;. I've made them, can you help fill them out and place them in the articles?","See <url>. I've made them, can you help fill them out and place them in the articles?"
Wikipedia,314,914,624652,I'm also having to use your link. Perhaps we should change the main page link to use the megaupload until we know that the main website is up?,I'm also having to use your link. Perhaps we should change the main page link to use the megaupload until we know that the main website is up?
Wikipedia,315,915,485158,"Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?","Hey there, just curious if the changes made to the GA Nomination for Dan Brouthers were sufficient for pass. If not ready for pass, anything else I can do to expedite the process?"
Wikipedia,316,916,32678,"That's basically what our members have said, not necessarily my opinion. Anything I miss?","That's basically what our members have said, not necessarily my opinion. Anything I miss?"
Wikipedia,317,917,138706,Thank you very much for fixing the broken references in &lt;url&gt; and related articles. Are you planning to fix them in &lt;url&gt; as well?,Thank you very much for fixing the broken references in <url> and related articles. Are you planning to fix them in <url> as well?
Wikipedia,318,918,20669,"I am puzzled that you just deleted the file 'harry potter stamps'. This file seems to have existed for two years without deletion, so perhaps you could explain the grounds for speedy deletion?","I am puzzled that you just deleted the file 'harry potter stamps'. This file seems to have existed for two years without deletion, so perhaps you could explain the grounds for speedy deletion?"
Wikipedia,319,919,416937,Still doing vandalism reverts by hand I see. Need any help?,Still doing vandalism reverts by hand I see. Need any help?
Wikipedia,320,920,560988,"Page has been locked - as the only real place to report issues the government experiences is on the Prime Minister of the time's page, I find it quite simply a 'whitewash' to have the AWB/cole enquiry section on his page, there since it happened, removed a few months before the election. Your views?","Page has been locked - as the only real place to report issues the government experiences is on the Prime Minister of the time's page, I find it quite simply a 'whitewash' to have the AWB/cole enquiry section on his page, there since it happened, removed a few months before the election. Your views?"
Wikipedia,321,921,481612,See my answer in &lt;url&gt;. Is there some problem?,See my answer in <url>. Is there some problem?
Wikipedia,322,922,463412,I added a clarifying sentence to my user page &lt;url&gt;. Do you think it distills the essence?,I added a clarifying sentence to my user page <url>. Do you think it distills the essence?
Wikipedia,323,923,625145,"Unfortunately I think &lt;url&gt; may also add that material; I am not familiar with Citizendum, though, but I will look at it. If Citizendum has the same policies regarding primary, secondary, and tertiary sources, then why not criticize both Wikipedia and Citizendum?","Unfortunately I think <url> may also add that material; I am not familiar with Citizendum, though, but I will look at it. If Citizendum has the same policies regarding primary, secondary, and tertiary sources, then why not criticize both Wikipedia and Citizendum?"
Wikipedia,324,924,425115,"I'd be glad to help, if you like. How should we divide it, by section or by criteria?","I'd be glad to help, if you like. How should we divide it, by section or by criteria?"
Wikipedia,325,925,525844,"I cannot open the BBC link, it was &lt;url&gt;. What if '''E'''arth and '''M'''oon, if upper case first letter, should the word ""the"" be added?","I cannot open the BBC link, it was <url>. What if '''E'''arth and '''M'''oon, if upper case first letter, should the word ""the"" be added?"
Wikipedia,326,926,20199,Well I came to the same conclusion as &lt;name&gt; Perhaps a trip to the talk page is in order?,Well I came to the same conclusion as <name> Perhaps a trip to the talk page is in order?
Wikipedia,327,927,611882,I am confused as to &lt;url&gt; where it claism you moved it from &lt;url&gt; and it is currently added to &lt;url&gt;. The Request for Commentn had been previously closed as allow?,I am confused as to <url> where it claism you moved it from <url> and it is currently added to <url>. The Request for Commentn had been previously closed as allow?
Wikipedia,328,928,624518,"Thanks, I've PNG-ised these, and they look quite a lot better (to me, anyway!) &mdash; ""cbc decryption.png"" was missing; I don't suppose that's easily available, for completeness?","Thanks, I've PNG-ised these, and they look quite a lot better (to me, anyway!) &mdash; ""cbc decryption.png"" was missing; I don't suppose that's easily available, for completeness?"
Wikipedia,329,929,628764,Sigh. Was this renewed attack necessary now?,Sigh. Was this renewed attack necessary now?
Wikipedia,330,930,211903,"I managed to find full squads for the &lt;url&gt; - among others - but I'm finding one of the players hard to identify. Do you know who Mura is, on Marseille's bench?","I managed to find full squads for the <url> - among others - but I'm finding one of the players hard to identify. Do you know who Mura is, on Marseille's bench?"
Wikipedia,331,931,189345,Same with the vandal over at &lt;url&gt;. I don't think enough people watch that page to get a consensus on protecting that page--what can be done in the meantime?,Same with the vandal over at <url>. I don't think enough people watch that page to get a consensus on protecting that page--what can be done in the meantime?
Wikipedia,332,932,436627,"I'm new. Is the Editing User Talk section the right place to see if an article (not mine) can be rated ""Feature Listed"" or ""Feature Article""?","I'm new. Is the Editing User Talk section the right place to see if an article (not mine) can be rated ""Feature Listed"" or ""Feature Article""?"
Wikipedia,333,933,398548,"Sorry, I will check into this next week. Have you preserved UTF-8 (see comments on top of the wikEd code)?","Sorry, I will check into this next week. Have you preserved UTF-8 (see comments on top of the wikEd code)?"
Wikipedia,334,934,349991,"In any case &lt;url&gt; should have just been me saying ""hey, could use some help"" and maybe one or two short replies of ""sounds good, I'll help"" or ""make sure you do XYZ"", but instead TT2011 again tried to turn it into another discussion. Can we collapse it to save bulk?","In any case <url> should have just been me saying ""hey, could use some help"" and maybe one or two short replies of ""sounds good, I'll help"" or ""make sure you do XYZ"", but instead TT2011 again tried to turn it into another discussion. Can we collapse it to save bulk?"
Wikipedia,335,935,52743,That should be good now. Except isn't it el-Senussi not El Senussi?,That should be good now. Except isn't it el-Senussi not El Senussi?
Wikipedia,336,936,40293,"Hi &lt;name&gt;, thanks for adding a source to the timetable as a reference for the destinations served. But how do you know that Sharjah and Istanbul are operated as charter flights?","Hi <name>, thanks for adding a source to the timetable as a reference for the destinations served. But how do you know that Sharjah and Istanbul are operated as charter flights?"
Wikipedia,337,937,555924,I think &lt;url&gt; will require checkuser intervention. How do I relist it?,I think <url> will require checkuser intervention. How do I relist it?
Wikipedia,338,938,387090,"Thanks for your participation. Just out of curiosity, is a site preference for color over black and white explicitly indicated on some guideine or policy page?","Thanks for your participation. Just out of curiosity, is a site preference for color over black and white explicitly indicated on some guideine or policy page?"
Wikipedia,339,939,325029,"Sorry, another issue has taken my attention, and I don't think I can get to this task. Since you are running AWB, and have thought through how to do the regexes, is there a reason you can't make the heading change yourself?","Sorry, another issue has taken my attention, and I don't think I can get to this task. Since you are running AWB, and have thought through how to do the regexes, is there a reason you can't make the heading change yourself?"
Wikipedia,340,940,630266,"I'm pretty sure I didn't violate 3RR unless there's another revert I'm missing. Does replacing the ""/"" in &lt;tt&gt;&lt;ref name=missingref /&gt;&lt;/tt&gt; when replacing a deleted reference count as a revert?","I'm pretty sure I didn't violate 3RR unless there's another revert I'm missing. Does replacing the ""/"" in <tt><ref name=missingref /></tt> when replacing a deleted reference count as a revert?"
Wikipedia,341,941,221864,I'll take a look. Can you give me an example?,I'll take a look. Can you give me an example?
Wikipedia,342,942,627287,"&lt;url&gt; - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?","<url> - You made a bold edit, I reverted and now we discuss. Is there a reason why the Wikipedia editor generated filmography should be deleted and replaced by a link to an outside site?"
Wikipedia,343,943,2943,In the summer (June-July) I am going to work on the ''Messiah'' article. Would you like to be in on this?,In the summer (June-July) I am going to work on the ''Messiah'' article. Would you like to be in on this?
Wikipedia,344,944,626372,I see you added a &lt;person&gt; licence to the image but I don't see any evidence from the source provided that this licence is proper to the image. Where do you see that this is the correct copyright licence for the image?,I see you added a <person> licence to the image but I don't see any evidence from the source provided that this licence is proper to the image. Where do you see that this is the correct copyright licence for the image?
Wikipedia,345,945,296600,I had some problems updating images in the &lt;url&gt; Featured Article candidates. The images are uploaded both on Wikipedia and on Wikimedia Commons under the same name ... how do I get the links on the page to connect to the Wikimedia images rather than the Wikipedia ones?,I had some problems updating images in the <url> Featured Article candidates. The images are uploaded both on Wikipedia and on Wikimedia Commons under the same name ... how do I get the links on the page to connect to the Wikimedia images rather than the Wikipedia ones?
Wikipedia,346,946,562572,"Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?","Did make me smile....a dreamtime legend of a tiger in WA of all places. Seems a long way to walk, even when there was a land bridge ?"
Wikipedia,347,947,480243,I'm finding that I'm not able to access any of the DPL-related pages on the Toolserveru2013I get an error message or a blank pageu2013but somehow the Dab Challenge results are still being updated by your bot. Do you know what's going on?,I'm finding that I'm not able to access any of the DPL-related pages on the Toolserveru2013I get an error message or a blank pageu2013but somehow the Dab Challenge results are still being updated by your bot. Do you know what's going on?
Wikipedia,348,948,164477,"Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?","Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?"
Wikipedia,349,949,434360,"In the ACR for &lt;url&gt;, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?","In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?"
Wikipedia,350,950,234011,"thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?","thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?"
Wikipedia,351,951,470945,Sure. A redirect how though?,Sure. A redirect how though?
Wikipedia,352,952,481136,What are you having a problem with? Are you having trouble with the ssh authentication?,What are you having a problem with? Are you having trouble with the ssh authentication?
Wikipedia,353,953,318287,Thanks for your reply. I've tried to incorporate the references into the article; how is it now?,Thanks for your reply. I've tried to incorporate the references into the article; how is it now?
Wikipedia,354,954,44807,"Hello, I'm with the project of turning the list &lt;url&gt; hat is the same list in English, but in another language, and more link for azure. I have a problem, &lt;url&gt;, could you help me?","Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?"
Wikipedia,355,955,618861,"Very well I won't contact you anymore. &lt;name&gt;, whatever happen to the spirit of collaboration?","Very well I won't contact you anymore. <name>, whatever happen to the spirit of collaboration?"
Wikipedia,356,956,417932,"Regarding &lt;url&gt;, the alumni should be alphabetized and Tom DeLonge did go there. Why would you undo my edit?","Regarding <url>, the alumni should be alphabetized and Tom DeLonge did go there. Why would you undo my edit?"
Wikipedia,357,957,148641,"Haha, I'd imagine so! Which one is up next, out of further curiosity?","Haha, I'd imagine so! Which one is up next, out of further curiosity?"
Wikipedia,358,958,214450,I'm afraid &lt;url&gt; is slightly under the 5x expansion threshold. Could you please see my comments at &lt;url&gt;?,I'm afraid <url> is slightly under the 5x expansion threshold. Could you please see my comments at <url>?
Wikipedia,359,959,486441,"I understood just fine, but wasn't at my computer. Are you in a hurry?","I understood just fine, but wasn't at my computer. Are you in a hurry?"
Wikipedia,360,960,524994,"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?","Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?"
Wikipedia,361,961,543996,Just noticed the compact on the evolution talk page. Are you going to reframe the discussion?,Just noticed the compact on the evolution talk page. Are you going to reframe the discussion?
Wikipedia,362,962,391778,"Um, I'll check it out, 141.158.210.110, but I haven't had a lot of edits (if any) on that article. In the mean time, why not &lt;url&gt; and join the Wikipedia community?","Um, I'll check it out, 141.158.210.110, but I haven't had a lot of edits (if any) on that article. In the mean time, why not <url> and join the Wikipedia community?"
Wikipedia,363,963,622829,"Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found. Check it out: what do you think?","Hope that you don't mind, I modified your comment in the Craig intro, using a nice new template that I found. Check it out: what do you think?"
Wikipedia,364,964,486533,It seems like the bot hasn't made any contributions in quite a while. Is something wrong?,It seems like the bot hasn't made any contributions in quite a while. Is something wrong?
Wikipedia,365,965,106347,"in this case the noun has to be capitalised, so ""Erdene Zuu monastery"" would be ""Erdene Zuu Monastery"". And why did you move &lt;url&gt;, what other monastery with this name exists?","in this case the noun has to be capitalised, so ""Erdene Zuu monastery"" would be ""Erdene Zuu Monastery"". And why did you move <url>, what other monastery with this name exists?"
Wikipedia,366,966,625272,"""Provocations""? How is it provoking to suggest to an American-expat that calling people in Taiwan ""Taiwanese"" is not controversial?","""Provocations""? How is it provoking to suggest to an American-expat that calling people in Taiwan ""Taiwanese"" is not controversial?"
Wikipedia,367,967,612461,"I've just noticed I wrote ""It's possibly the most ''possible'' incident in his life"" for ""possibly the most ''important''"", so I may be more caught in the toils of flu than I thought. Check I haven't done anything stupid, and smooth out the text?","I've just noticed I wrote ""It's possibly the most ''possible'' incident in his life"" for ""possibly the most ''important''"", so I may be more caught in the toils of flu than I thought. Check I haven't done anything stupid, and smooth out the text?"
Wikipedia,368,968,239991,"I have already read this - thank you very much for this kind gesture, dear friend. What's up with you?","I have already read this - thank you very much for this kind gesture, dear friend. What's up with you?"
Wikipedia,369,969,475889,You lost me J. I did the edits because I remember you telling me that repeating things that are already in the wiki-link is unneeded and/or redundant. Do you not recall that instance?,You lost me J. I did the edits because I remember you telling me that repeating things that are already in the wiki-link is unneeded and/or redundant. Do you not recall that instance?
Wikipedia,370,970,286628,"I know you moved the section about the theme park because someone complained it did not belong in 'fandom', but i'm not convinced that was correct. exactly what sort of people go to such a place if not fans?","I know you moved the section about the theme park because someone complained it did not belong in 'fandom', but i'm not convinced that was correct. exactly what sort of people go to such a place if not fans?"
Wikipedia,371,971,59714,"(according to my talk page) that we are going to loose the image of &lt;url&gt; that I just added over a copyright issue. I have not had luck finding a free one, perhaps you can do better?","(according to my talk page) that we are going to loose the image of <url> that I just added over a copyright issue. I have not had luck finding a free one, perhaps you can do better?"
Wikipedia,372,972,387212,"Dude, what's going on? Why are you leaving?","Dude, what's going on? Why are you leaving?"
Wikipedia,373,973,290781,"Hi, I was looking through &lt;url&gt; and noticed that the Gaza article has been on hold for over five weeks. There doesn't seem to have been much discussion on the talk page in April, so what's the status of the article?","Hi, I was looking through <url> and noticed that the Gaza article has been on hold for over five weeks. There doesn't seem to have been much discussion on the talk page in April, so what's the status of the article?"
Wikipedia,374,974,546077,"I've nominated a biology-type article, &lt;url&gt;, at &lt;url&gt;. Would you be interested in reviewing it?","I've nominated a biology-type article, <url>, at <url>. Would you be interested in reviewing it?"
Wikipedia,375,975,348604,I can assist you with your sockpuppet report against him. :) Will you like me to just fill it out for you?,I can assist you with your sockpuppet report against him. :) Will you like me to just fill it out for you?
Wikipedia,376,976,200951,&lt;url&gt; seems to attract a good bit of vandalism for some reason. Do you think there's anything else that could be done to quash that?,<url> seems to attract a good bit of vandalism for some reason. Do you think there's anything else that could be done to quash that?
Wikipedia,377,977,232916,"Hi. Wouldn't you say that creating a &lt;url&gt; instead of just ""in Europe"", and functioning as a subcategory of &lt;url&gt;, would have been a better solution?","Hi. Wouldn't you say that creating a <url> instead of just ""in Europe"", and functioning as a subcategory of <url>, would have been a better solution?"
Wikipedia,378,978,622092,"You seemed, to me, to be addressing all of us who were opposed to your merger. Do you know a different meaning for ""oddwater"" other than ""urine""?","You seemed, to me, to be addressing all of us who were opposed to your merger. Do you know a different meaning for ""oddwater"" other than ""urine""?"
Wikipedia,379,979,625709,I asked you a question. Be educated and please respond: What does &lt;url&gt; has to do with &lt;url&gt;?,I asked you a question. Be educated and please respond: What does <url> has to do with <url>?
Wikipedia,380,980,486419,"By ""this project"" I mean Wikipedia. Do you share the values of civility and consensus?","By ""this project"" I mean Wikipedia. Do you share the values of civility and consensus?"
Wikipedia,381,981,137337,"Eeeeerrrrr... Could you type a little slower, I am having trouble with the above!?","Eeeeerrrrr... Could you type a little slower, I am having trouble with the above!?"
