Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_10,EN_20,EN_30,EN_40,EN_50,EN_60,EN_70,EN_80,EN_90,EN_100,EN_110,EN_120,EN_130,EN_140,EN_150,EN_160,EN_170,EN_180,EN_190,EN_200,EN_210,EN_220,EN_230,EN_240,EN_250,EN_260,EN_270,EN_280,EN_290,EN_300,EN_310,EN_320,EN_330,EN_340,EN_350,CH_10,CH_20,CH_30,CH_40,CH_50,CH_60,CH_70,CH_80,CH_90,CH_100,CH_110,CH_120,CH_130,CH_140,CH_150,CH_160,CH_170,CH_180,CH_190,CH_200,CH_210,CH_220,CH_230,CH_240,CH_250,CH_260,CH_270,CH_280,CH_290,CH_300,CH_310,CH_320,CH_330,EN100,EN200,EN300,EN400,EN500,EN600,EN700,EN800,EN900,EN1000,EN1100,EN1200,EN1300,EN1400,EN1500,EN1600,EN1700,EN1800,EN1900,EN2000,EN2100,EN2200,EN2300,EN2400,CH100,CH200,CH300,CH400,CH500,CH600,CH700,CH800,CH900,CH1000,CH1100,CH1200,CH1300,CH1400,CH1500,CH1600,CH1700,CH1800,CH1900,CH2000,CH2100,CH2200,CH2300,CH2400,CH2500,CH2600,CH2700
499,629728,"I create <url>, and then I would click ""Move"" on the top of the page I want to merge (for example <url>? Is that how you do it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,-1,,,,8,,,6,,,8,6,,,,7,,,,-1,,,,0,,3,,,,2,,,,,,1,,,0,,,3,,,,0,,,1,,,,,,,-3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,448921,"Hey, I just noticed <url>, and something doesn't seem right. What should be done?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,3,,1,,,,9,,,1,,,5,10,,,,7,,,,-3,,,,-1,,3,,,,4,,,,,,-1,,,2,,,0,,,,-1,,,2,,,,,,,-2,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,36851,"I'm curious, are you stopping at characters? Or will you eventually move onto season pages and the main page itself?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,0,,,,,,,3,,,-5,,2,6,,,1,,,3,,,7,,,,,,,6,,,,,,-2,,,-3,,2,,,,1,,-3,,,,,,,,-4,,,-2,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,379713,Looks like <url> (the one missing the side-chain) is unused and doesn't seem useful (due to that structural flaw). Maybe tag it for deletion?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,4,0,,,,,,,4,,,-4,,3,4,,,1,,,1,,,5,,,,,,,4,,,,,,1,,,0,,0,,,,0,,3,,,0,,,,,2,,,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,379987,It's a shame that <url> still needs repair. What do you think?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,0,2,,,,,,,6,,,-3,,3,6,,,1,,,0,,,8,,,,,,,6,,,,,,2,,,-3,,0,,,,1,,,,,-4,,,,,0,,,-3,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,476673,Either <url> is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,-5,-3,,,,,,,8,,,-7,,-1,-2,,,-1,,,-1,,,10,,,,,,,9,,,,,,3,,,5,,0,,,,-1,,-3,,,0,,,,,0,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,545520,"Hi <name>, I received the photograph from Delft but it's page looks a mess and I can't edit it. Can you, or do you know someone who can, fix it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,3,2,,,,,,,3,,,3,,4,7,,,1,,,-1,,,12,,,,,,,4,,,,,,4,,,-1,,3,,,,3,,-5,,,6,,,,,0,,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,253209,Thanks for that - very nicely commented code (rare to see)! It seems to need a table to be set up - do you have the schema or sql for that handy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,10,5,,,,,,,12,,,10,,2,7,,,1,,,4,,,12,,,,,,,6,,,,,,7,,,6,,3,,,,9,,7,,,9,,,,,3,,,4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,21812,These clickable images are great! Can you make one for the 10^-6 to 10^5 range too?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,10,-2,,,,,,,9,,,11,,12,7,,,4,,,2,,,12,,,,,,,4,,,,,,5,,,5,,4,,,,8,,0,,,6,,,,,0,,,4,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,253511,Hi. What was wrong with the Autamata page?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,0,-4,,,,,,,-6,,,-7,,0,0,,,-4,,,-1,,,5,,,,,,,8,,,,,,-1,,,0,,-4,,,,0,,0,,,0,,,,,-1,,,-3,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,295219,"oh, my, how did I get this here twice; trying to do too much at once (what else is new). Can you copy instead a different color?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,5,-3,,,,,,,9,,,-3,,2,6,,,1,,,-4,,,8,,,,,,,8,,,,,,4,,,-1,,1,,,,0,,-3,,,0,,,,,1,,,-2,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,387960,"I have never heard of the 1933 ""freakish heat flash"" in Coimbra, Portugal. Will you please provide some sources that you used for forming such a conclusion?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,-4,2,,,,,,,-3,,,-3,,2,0,,,-3,,,1,,,8,,,,,,,8,,,,,,1,,,1,,-6,,,,-6,,-3,,,10,,,,,-3,,,3,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,588710,"I am the uploader of the hubble pictures. What do I put for the author, description, and the other information?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,7,,,3,,,0,,,0,,5,,,0,1,,,12,,,,,,,,,,,0,0,,,,4,,,,,0,,,0,,,2,,,0,,,,-3,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,619200,I would specifically appreciate an outside view at the thread <url>. What do you feel is the appropriate action?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,2,,,,,2,10,,,5,,,0,,,5,,5,,,6,12,,,10,,,,,,,,,,,2,7,,,,4,,,,6,3,,,5,,,0,,,7,,,,5,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,60607,"The article is not about this, at all. Could you explain your logic?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,-4,,,,,-3,-1,,,-5,,,-1,,,-2,,-3,,,-3,6,,,-7,,,,,,,,,,,-3,-2,,,,-6,,,,0,-9,,,-3,,,3,,,-3,,,,-2,,,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,576536,"So do I, because, inspite of my 100s of friends and supporters, I'm feeling a little beleaguered and lonely here. If I can hang on in here, can't you at least keep me company?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,0,,,,,0,4,,,0,,,-7,,,-3,,-3,,,-6,-10,,,-3,,,,,,,,,,,-1,-2,,,,-2,,,,-5,-2,,,-5,,,1,,,-5,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,275128,"I dunno, but this one reeks of that banned user <url> - same mark-as-minor edits, same targets. Care for a look at this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,-1,,,,,-1,7,,,-2,,,3,,,-3,,-1,,,-2,3,,,-11,,,,,,,,,,,0,1,,,,-8,,,,-3,-9,,,0,,,3,,,-3,,,,-3,,,1,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,625156,"Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,,,-7,,,,,-5,10,,,-6,,,-1,,,-8,,2,,,-2,4,,,-9,,,,,,,,,,,-4,-6,,,,-7,,,,-10,-8,,,-6,,,2,,,-8,,,,-2,,,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,607779,"To be perfectly honest, I really have no idea what you're talking about. Would it not be simpler to just ''add'' a link to the template (if that is indeed what you mean) than to create a potentially offensive and almost certain to be rapidly deleted category?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,-6,,,,,3,11,,,3,,,-6,,,1,,0,,,-1,-4,,,-8,,,,,,,,,,,-4,-10,,,,-3,,,,-4,-8,,,-4,,,-2,,,-10,,,,0,,,-6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,50905,I asked some questions in the Criteria for Inclusion section on 20th Dec but no-one has yet responded. Can you take a look?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,0,,,,,1,8,,,5,,,0,,,4,,4,,,1,3,,,7,,,,,,,,,,,1,-2,,,,-1,,,,3,2,,,0,,,5,,,0,,,,1,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,153742,An article about a craver named <url> needs some work. Can you clean the article up?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,0,,,,,0,8,,,-2,,,0,,,2,,-1,,,2,8,,,6,,,,,,,,,,,0,-1,,,,1,,,,2,2,,,0,,,6,,,0,,,,0,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,127846,"Listed by designation, new to me? have you a guideline or discussion reference for that?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,0,,,,,-1,8,,,-2,,,0,,,-3,,-4,,,-3,4,,,-1,,,,,,,,,,,-1,0,,,,-3,,,,,-1,,,0,,,-2,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,608897,"This redirect isn't working because the admin who locked the page slapped a template onto it, causing this link to become mundane. Can you fix this puzzling circumstance?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-5,,,,,2,,-11,,,,1,,8,,2,-4,,,-1,,,,0,,,-4,,,,,,4,,,,,0,,,5,,,2,,0,,,-1,,,,6,,0,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,615525,"I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,,,,,4,,-9,,,,2,,-3,,0,6,,,0,,,,2,,,4,,,,,,7,,,,,6,,,-2,,,10,,-4,,,2,,,,4,,12,,-9,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,625993,"Bingo! Since you've seen the light, now will you stop trying to craft PR statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-12,,,,,-3,,0,,,,-1,,-10,,-4,-9,,,-2,,,,-6,,,-6,,,,,,-7,,,,,-3,,,-8,,,1,,-4,,,-2,,,,-3,,-2,,-3,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,385164,"FloraBase has an entry for this, but no other information.<url> Know anything about it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,0,,3,,,,0,,5,,1,11,,,0,,,,3,,,-1,,,,,,-5,,,,,0,,,1,,,0,,0,,,-1,,,,2,,0,,7,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,625077,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,0,,6,,,,1,,9,,4,6,,,0,,,,10,,,2,,,,,,3,,,,,3,,,5,,,2,,0,,,2,,,,6,,5,,5,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,19520,Thanks for change to Hugh de Grandmesnil - I am (It is) very short of refs for that article. Could you suggest one for your addition?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,3,,8,,,,3,,9,,,11,,,-2,,,,10,,,0,,,,,,6,,,,,3,,,7,,,7,,6,,,2,,,,10,,3,,12,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,419038,"Hmmm, Dev, Jet123's nom doesn't really count as your second one, right? I can overwrite it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,,,,,2,,4,,,,0,,-10,,-2,10,,,-2,,,,-3,,,,,,,,,6,,,,,0,,,-6,,,-1,,-1,,,0,,,,2,,0,,11,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,423540,I went to <url> and couldn't find it. Can you provide a link?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,0,,5,,,,1,,6,,0,3,,,0,,,,9,,,2,,,,,,9,,,,,0,,,4,,,4,,0,,,0,,,,4,,0,,-3,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,577827,These edits appear to be related to the same issue that caused the page to be protected. Could you please explain why you are doing this?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-1,,,,,-2,,9,,,,-3,,-9,,0,-2,,,-3,,,,-1,,,-2,,,,,,11,,,,,5,,,1,,,3,,-2,,,2,,,,12,,12,,12,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,362361,Did you just revert back to the old article? Or did I do something wrong with the move?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,,,,,0,,-6,,,,-1,,-8,,3,4,,,3,,,,2,,,2,,,,,,10,,,,,0,,,5,,,3,,3,,,0,,,,0,,6,,-4,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,85552,"I have no idea how to explain that succinctly, though I'll probably write a couple of articles on the whole mess soon. Any idea how to incorporate that into the article?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,-5,,7,,0,,3,,,,,,,3,6,,,,2,,3,,,,,-5,,,,,1,,-4,,,,0,,,-2,,,6,,0,,,3,,,,,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,52673,I am trying to figure out the exact definition of <url> however do not have access to Andrews. Could you help?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,,,3,,8,,4,,3,,,,,,,3,6,,,,0,,11,,,,,7,,,,,1,,9,,,,4,,,1,,,9,,2,,,3,,,,,,3,,,-2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,123350,if i send email to permissions-en@wikimedia.org is the email made public? where is it made public?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,0,,,0,,8,,4,,-3,,,,,,,-7,1,,,,-2,,,,,,,0,,,,,0,,1,,,,0,,,0,,,-4,,0,,,1,,,,,,-1,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,83791,Why are you uploading/changing badge files here? Surely you should just upload them to Commons then list the wikipedia version for deletion?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,-4,,,-5,,0,,-8,,-6,,,,,,,-3,-6,,,,-2,,-7,,,,,-2,,,,,-7,,-4,,,,-4,,,-6,,,-11,,-2,,,-5,,,,,,-3,,,0,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,628742,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,3,,,10,,10,,6,,6,,,,,,,12,4,,,,2,,11,,,,,12,,,,,6,,3,,,,8,,,10,,,10,,6,,,2,,,,,,4,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,628362,Do you really think it is necessary to do that? Could you not simply take my advice on board?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,-6,,,-10,,-4,,-6,,-9,,,,,,,-2,-9,,,,-1,,-11,,,,,-4,,,,,-11,,-9,,,,-4,,,-7,,,-6,,-2,,,-10,,,,,,-6,,,-8,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,607129,"Actually, that's again a misromanization. Would you ''please'' stop this insanity?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,,,,-11,,,-5,,-6,,-8,,-9,,,,,,,-6,-10,,,,-5,,-12,,,,,-8,,,,,-11,,-12,,,,-3,,,-7,,,-12,,-3,,,-3,,,,,,-7,,,-8,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,51534,I reverted <url> as it complicated my normal routine archiving of all the discussions on my talk page. Could you please refrain from this kind of edit in future?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,-4,,,1,,5,,-6,,-3,,,,,,,-1,-5,,,,1,,3,,,,,7,,,,,-1,,9,,,,1,,,1,,,5,,2,,,-2,,,,,,-2,,,0,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,456164,The large coat of arms is still be commented on. Maybe you can lend a word or two?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,5,,,3,,7,,1,,3,,,,,,,2,-5,,,,2,,2,,,,,3,,,,,0,,10,,,,6,,,0,,,4,,0,,,2,,,,,,0,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,625793,"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,-2,,,1,,6,,-7,,-6,,,,,,,-4,-5,,,,-2,,-6,,,,,0,,,,,0,,-6,,,,1,,,0,,,2,,0,,,-3,,,,,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,528379,"Why was <url> deleted when it was simply a crop of <url> which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,-1,,,-9,-2,,,-1,,,,,-5,,,,1,1,,,,,-4,,,12,,,,,,-1,,0,,,-2,,-1,,,3,,,,,2,,,0,,,,0,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,627410,So the nomination was made by your sock. Could you explain why you choose to use a sock?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,0,,,,1,,,-5,2,,,-2,,,,,3,,,,2,9,,,,,0,,,-5,,,,,,5,,3,,,0,,-6,,,-3,,,,,1,,,4,,,,2,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,335369,I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,-4,,,,6,,,-8,0,,,-2,,,,,9,,,,2,12,,,,,3,,,12,,,,,,3,,0,,,8,,1,,,0,,,,,2,,,5,,,,0,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games. That's too few given he was there for 4 years, please can you fix?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,0,,,,5,,,3,-6,,,0,,,,,3,,,,3,-3,,,,,1,,,-1,,,,,,0,,3,,,-4,,-3,,,4,,,,,2,,,9,,,,2,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,165714,"I'm trying to install Lupin/Anti-vandal tool, but im stuck. Could you help please?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,4,,,7,5,,,4,,,,,7,,,,5,12,,,,,2,,,5,,,,,,6,,12,,,5,,3,,,6,,,,,3,,,5,,,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,215346,"I was reading the article reverse overshot wheel, but I can't find anything about the ""reverse"" part. Can you expand this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,,,,3,,,6,0,,,4,,,,,8,,,,4,10,,,,,0,,,0,,,,,,5,,3,,,8,,4,,,2,,,,,2,,,2,,,,-1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,,4,,,3,3,,,2,,,,,8,,,,6,12,,,,,3,,,5,,,,,,5,,12,,,12,,10,,,7,,,,,2,,,10,,,,6,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,621091,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,,,,8,,,3,1,,,0,,,,,9,,,,3,4,,,,,-1,,,4,,,,,,4,,7,,,12,,8,,,2,,,,,3,,,6,,,,5,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,85093,I have attempted to address your concern. Could you take another look at the article?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,,,,9,,,8,8,,,1,,,,,9,,,,3,7,,,,,3,,,10,,,,,,6,,9,,,12,,5,,,1,,,,,3,,,9,,,,3,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,431479,"I would like to do the same for <url>, a Houston neighborhood. How do I do this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,6,,,6,3,,,-1,,,,,3,,,,2,8,,,,,0,,,4,,,,,,4,,-5,,,-1,,3,,,6,,,,,2,,,3,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,69712,"You mean ""the higher solubility in the ocean""? Solubility of what?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,-4,,,-3,,,,0,,,,-2,,,-3,,,,,-5,,,,-3,-4,,,,-3,-2,,,5,,,,,,-1,-2,,,,,-3,,-4,,,1,,,,0,,-9,,-6,,-3,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
