Community,Num,Num,Id,Request,Type,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27
Wikipedia,227,827,624421,"ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?",Rating,-11,,,,,,,-12,-9,,,,-2,-8,,,,,,-3,,,,,1,-11,,-1,,,,0,,,,5,,-3,,,,-6,,,,-8,,,,,0
Wikipedia,227,827,624421,"ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?",Highlight,"1: ummm,,12: ...",,,,,,,"1: ummm,,12: ...,13: Is,14: there,15: a,16: problem?","1: ummm,,2: it's,3: a,4: soft,5: redirect.",,,,"1: ummm,,13: Is,14: there,15: a,16: problem?","1: ummm,,13: Is,14: there,15: a,16: problem?",,,,,,"1: ummm,,13: Is,14: there,15: a,16: problem?",,,,,"12: ...,13: Is,14: there,15: a,16: problem?","1: ummm,",,"1: ummm,,12: ...,13: Is,14: there",,,,"4: soft,5: redirect.",,,,"13: Is,14: there,15: a,16: problem?",,"1: ummm,,13: Is,14: there,15: a,16: problem?",,,,"13: Is,14: there,15: a,16: problem?",,,,"1: ummm,,13: Is,14: there,15: a,16: problem?",,,,,"1: ummm,,13: Is,14: there,15: a,16: problem?"
Wikipedia,228,828,218342,"Hi, noticed you removed categories on defunct/renamed schools. Why do you think them unnecessary?",Rating,-5,,,,,,,11,2,,,,-2,-4,,,,,,5,,,,,0,0,,1,,,,5,,,,10,,-2,,,,-3,,,,-6,,,,,-5
Wikipedia,228,828,218342,"Hi, noticed you removed categories on defunct/renamed schools. Why do you think them unnecessary?",Highlight,"2: noticed,9: Why,10: do,11: you,12: think,13: them,14: unnecessary?",,,,,,,"1: Hi,,2: noticed,9: Why,14: unnecessary?","9: Why,10: do,11: you,12: think",,,,"2: noticed,9: Why,10: do,11: you,12: think,13: them,14: unnecessary?","1: Hi,,9: Why,10: do,11: you,12: think,13: them,14: unnecessary?",,,,,,"9: Why,10: do,11: you,12: think,13: them,14: unnecessary?",,,,,"1: Hi,,14: unnecessary?",2: noticed,,"1: Hi,,9: Why,10: do,11: you",,,,"9: Why,10: do,11: you,12: think,13: them,14: unnecessary?",,,,"1: Hi,,9: Why,10: do,11: you,12: think,13: them,14: unnecessary?",,"2: noticed,14: unnecessary?",,,,14: unnecessary?,,,,14: unnecessary?,,,,,"1: Hi,,2: noticed,3: you,9: Why,10: do,11: you,12: think"
Wikipedia,229,829,164962,"I'm getting a little nervous that the Featured Article candidates's not attracting much attention. You know Featured Article candidates much better than I do, should I be worried yet?",Rating,0,,,,,,,12,2,,,,1,-3,,,,,,7,,,,,0,7,,9,,,,7,,,,10,,-2,,,,3,,,,2,,,,,3
Wikipedia,229,829,164962,"I'm getting a little nervous that the Featured Article candidates's not attracting much attention. You know Featured Article candidates much better than I do, should I be worried yet?",Highlight,"15: You,16: know,25: should,26: I,27: be,28: worried,29: yet?",,,,,,,"1: I'm,2: getting,3: a,4: little,5: nervous,15: You,16: know,17: Featured,18: Article,19: candidates,20: much,21: better,22: than,23: I,24: do,,25: should,26: I,27: be,28: worried,29: yet?","25: should,27: be,28: worried",,,,"25: should,26: I,27: be,28: worried,29: yet?","1: I'm,2: getting,3: a,4: little,5: nervous,15: You,16: know,17: Featured,18: Article,19: candidates,20: much,21: better,22: than,23: I,24: do,,25: should,26: I,27: be,28: worried,29: yet?",,,,,,"1: I'm,2: getting,3: a,4: little,5: nervous",,,,,"25: should,26: I,27: be,28: worried,29: yet?","4: little,5: nervous",,"2: getting,3: a,4: little,20: much,21: better,22: than,23: I,24: do,,25: should,26: I",,,,"25: should,26: I,27: be,28: worried,29: yet?",,,,"15: You,16: know,17: Featured,18: Article,19: candidates,20: much,21: better,22: than,23: I,24: do,",,"5: nervous,20: much,21: better",,,,"20: much,21: better,25: should,26: I",,,,"25: should,26: I,27: be,28: worried,29: yet?",,,,,"1: I'm,2: getting,3: a,4: little,5: nervous,15: You,16: know,20: much,21: better,22: than,23: I,24: do,,25: should,26: I,27: be,28: worried,29: yet?"
Wikipedia,230,830,484983,"Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?",Rating,2,,,,,,,11,5,,,,0,0,,,,,,7,,,,,-1,8,,7,,,,1,,,,12,,0,,,,0,,,,4,,,,,5
Wikipedia,230,830,484983,"Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?",Highlight,"20: Would,27: would",,,,,,,"20: Would,21: that,22: be,23: a,24: valid,25: source,,26: or,27: would,28: a,29: game,30: program's,31: here-today-gone-tomorrow,32: nature,33: raise,34: questions,35: about,36: it?","33: raise,34: questions,35: about,36: it?",,,,"20: Would,21: that,22: be,23: a,24: valid","20: Would,21: that,22: be,23: a,24: valid,25: source,,32: nature,33: raise,34: questions,35: about,36: it?",,,,,,"20: Would,21: that,22: be,23: a,24: valid,25: source,,26: or,27: would,28: a,29: game,30: program's,31: here-today-gone-tomorrow,32: nature,33: raise,34: questions,35: about,36: it?",,,,,20: Would,"20: Would,27: would",,"20: Would,21: that,22: be,27: would",,,,1: Somewhere,,,,26: or,,1: Somewhere,,,,20: Would,,,,"20: Would,26: or,27: would",,,,,"20: Would,21: that,22: be,27: would"
Wikipedia,231,831,317892,"it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?",Rating,,,,,-6,,,,,3,,-1,,,,-3,,,,,2,,,,,,5,,3,,,,,7,-1,,,,2,,5,,,,,,,,-6,-1,-10
Wikipedia,231,831,317892,"it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?",Highlight,,,,,"15: like,16: I,17: said",,,,,"15: like,16: I,17: said",,"15: like,16: I,17: said,33: Can,34: you,35: find,36: a,37: source,38: for,39: that?",,,,"33: Can,34: you,35: find,36: a,37: source,38: for,39: that?",,,,,"1: it,2: was,3: not,4: the,5: first,15: like,16: I,17: said,18: progress,19: does",,,,,,"33: Can,34: you,35: find",,16: I,,,,,"33: Can,34: you,35: find,36: a,37: source,38: for,39: that?","15: like,16: I,17: said,18: progress,19: does,20: it,21: all,22: the,23: time,,33: Can,34: you,35: find,36: a,37: source,38: for,39: that?",,,,"1: it,33: Can",,"33: Can,34: you,35: find,36: a,37: source,38: for,39: that?",,,,,,,,"33: Can,34: you","15: like,16: I,17: said","15: like,16: I,17: said,33: Can,34: you"
Wikipedia,232,832,620145,You are welcome. Do i correctly understand that you plan to use the <url> account as your primary account from now on?,Rating,,,,,1,,,,,11,,3,,,,2,,,,,2,,,,,,9,,9,,,,,12,1,,,,2,,9,,,,,,,,3,3,8
Wikipedia,232,832,620145,You are welcome. Do i correctly understand that you plan to use the <url> account as your primary account from now on?,Highlight,,,,,"1: You,2: are,3: welcome.,6: correctly,7: understand,22: on?",,,,,"1: You,2: are,3: welcome.,6: correctly,7: understand",,"1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand",,,,"1: You,2: are,3: welcome.",,,,,"1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand",,,,,,"1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand",,"3: welcome.,4: Do,5: i,6: correctly,7: understand",,,,,"1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand","1: You,2: are,3: welcome.,6: correctly",,,,"3: welcome.,4: Do,5: i",,"1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand",,,,,,,,"1: You,2: are,3: welcome.,4: Do,5: i","1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand","1: You,2: are,3: welcome.,4: Do,5: i,6: correctly,7: understand"
Wikipedia,233,833,620469,"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?",Rating,,,,,9,,,,,8,,0,,,,4,,,,,3,,,,,,6,,1,,,,,8,1,,,,1,,4,,,,,,,,3,3,5
Wikipedia,233,833,620469,"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?",Highlight,,,,,"32: So,,33: maybe",,,,,"6: given,33: maybe,34: we,35: should",,"1: I,2: vote,3: that,4: they,5: stay,,6: given,7: that,8: even,9: though,10: they're,11: not,32: So,,33: maybe",,,,"1: I,2: vote,3: that,4: they,5: stay,,33: maybe,34: we,35: should",,,,,"6: given,33: maybe,34: we,35: should,36: re-group,46: section?",,,,,,"33: maybe,34: we,35: should",,33: maybe,,,,,"32: So,,33: maybe,34: we,35: should","33: maybe,34: we,35: should,36: re-group,37: them",,,,"32: So,,33: maybe",,"33: maybe,34: we,35: should",,,,,,,,"33: maybe,34: we,35: should","1: I,2: vote,3: that,32: So,,33: maybe,34: we,35: should,36: re-group","1: I,2: vote,3: that,4: they,5: stay,,33: maybe,34: we,35: should"
Wikipedia,234,834,456341,There is a QB at camp today wearing #1. I saw him in footage on NFL Network. Who is he?,Rating,,,,,1,,,,,-1,,0,,,,0,,,,,-1,,,,,,0,,-3,,,,,5,0,,,,0,,1,,,,,,,,-3,1,0
Wikipedia,234,834,456341,There is a QB at camp today wearing #1. I saw him in footage on NFL Network. Who is he?,Highlight,,,,,"18: Who,19: is,20: he?",,,,,"18: Who,19: is,20: he?",,"18: Who,19: is,20: he?",,,,"18: Who,19: is,20: he?",,,,,"18: Who,19: is,20: he?",,,,,,"18: Who,19: is,20: he?",,18: Who,,,,,"18: Who,19: is,20: he?","18: Who,19: is,20: he?",,,,18: Who,,"18: Who,19: is,20: he?",,,,,,,,"18: Who,19: is,20: he?","1: There,2: is,18: Who,19: is,20: he?","18: Who,19: is,20: he?"
Wikipedia,235,835,476248,"How does it look? Also, did you read my inquiry <url>?",Rating,,,,,9,,,,,0,,1,,,,-3,,,,,1,,,,,,0,,-6,,,,,6,-3,,,,1,,-4,,,,,,,,-3,1,-5
Wikipedia,235,835,476248,"How does it look? Also, did you read my inquiry <url>?",Highlight,,,,,"1: How,5: Also,",,,,,"5: Also,,6: did,7: you",,"1: How,2: does,3: it,4: look?",,,,"5: Also,,6: did,7: you,8: read,9: my,10: inquiry",,,,,"5: Also,",,,,,,"1: How,2: does,3: it,4: look?,6: did,7: you,8: read,9: my,10: inquiry",,"6: did,7: you,8: read,9: my,10: inquiry,11: <url>?",,,,,"6: did,7: you,8: read,9: my,10: inquiry","5: Also,,6: did,7: you,8: read,9: my,10: inquiry,11: <url>?",,,,"5: Also,",,"6: did,7: you,8: read,9: my,10: inquiry,11: <url>?",,,,,,,,"6: did,7: you,8: read","5: Also,,6: did,7: you,8: read","1: How,2: does,3: it,4: look?,6: did,7: you,8: read,9: my,10: inquiry"
Wikipedia,236,836,186097,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",Rating,,,,,12,,,,,4,,10,,,,4,,,,,3,,,,,,9,,6,,,,,11,3,,,,1,,6,,,,,,,,6,8,-5
Wikipedia,236,836,186097,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",Highlight,,,,,"1: Good,2: job,7: thanks.,8: Could",,,,,"7: thanks.,8: Could,9: you",,"1: Good,2: job,7: thanks.,8: Could,9: you,10: make,11: sure",,,,"1: Good,2: job,3: working,4: on,5: the,6: list,,7: thanks.",,,,,"1: Good,2: job,7: thanks.,8: Could,9: you,10: make,11: sure",,,,,,"1: Good,2: job,3: working,4: on,5: the,6: list,,7: thanks.,8: Could,9: you,10: make,11: sure",,"1: Good,2: job,8: Could,9: you",,,,,"1: Good,2: job,3: working,4: on,5: the,6: list,,7: thanks.","1: Good,2: job,3: working,4: on,5: the,6: list,,7: thanks.",,,,8: Could,,"8: Could,9: you,10: make,11: sure",,,,,,,,"7: thanks.,8: Could,9: you,10: make","1: Good,2: job,3: working,7: thanks.,8: Could,9: you,10: make,11: sure","1: Good,2: job,3: working,4: on,5: the,6: list,,7: thanks.,8: Could,9: you,10: make,11: sure"
Wikipedia,237,837,251401,"Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?",Rating,,,,,10,,,,,-2,,3,,,,1,,,,,2,,,,,,0,,-3,,,,,6,3,,,,0,,9,,,,,,,,0,4,8
Wikipedia,237,837,251401,"Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?",Highlight,,,,,"1: Hey,,13: just,14: wondering",,,,,"1: Hey,",,"2: I,3: saw,4: you,5: edited,11: I,12: was,13: just,14: wondering",,,,"11: I,12: was,13: just,14: wondering",,,,,"11: I,12: was,13: just,14: wondering",,,,,,"1: Hey,,11: I,12: was,13: just,14: wondering,15: if",,"1: Hey,",,,,,"1: Hey,","14: wondering,15: if,16: you,17: were,18: a,19: fan,20: of,21: the,22: series?",,,,"1: Hey,",,"1: Hey,,11: I,12: was,13: just,14: wondering",,,,,,,,"11: I,12: was,13: just,14: wondering,15: if,16: you,17: were,18: a,19: fan,20: of,21: the,22: series?","1: Hey,,2: I,3: saw,12: was,13: just,14: wondering,15: if","1: Hey,,11: I,12: was,13: just,14: wondering,15: if,16: you,17: were"
Wikipedia,238,838,135076,"I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",Rating,,,,,12,,,,,6,,6,,,,10,,,,,3,,,,,,7,,-6,,,,,11,7,,,,0,,2,,,,,,,,7,6,0
Wikipedia,238,838,135076,"I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",Highlight,,,,,"1: I'm,2: happy,3: to,4: help!",,,,,"7: what's,8: the,9: point",,"1: I'm,2: happy,3: to,4: help!",,,,"1: I'm,2: happy,3: to,4: help!",,,,,"1: I'm,2: happy,3: to,4: help!,5: After,6: all,",,,,,,"1: I'm,2: happy,3: to,4: help!",,"7: what's,8: the,9: point",,,,,"1: I'm,2: happy,3: to,4: help!","1: I'm,2: happy,3: to,4: help!,5: After",,,,1: I'm,,"1: I'm,2: happy,3: to,4: help!,5: After,6: all,,7: what's,8: the,9: point",,,,,,,,"1: I'm,2: happy,3: to,4: help!","1: I'm,2: happy,3: to,4: help!,23: help,24: others?","1: I'm,2: happy,3: to,4: help!,5: After,6: all,,7: what's,8: the,9: point,10: of"
Wikipedia,239,839,329098,"Would you be willing to do another pre-Featured Article candidates review of a different article for me? Specifically, the ""John J. Tigert"" article?",Rating,,,,,3,,,,,3,,2,,,,4,,,,,3,,,,,,7,,6,,,,,9,2,,,,2,,9,,,,,,,,5,5,10
Wikipedia,239,839,329098,"Would you be willing to do another pre-Featured Article candidates review of a different article for me? Specifically, the ""John J. Tigert"" article?",Highlight,,,,,"1: Would,2: you,3: be,4: willing",,,,,"1: Would,2: you",,"1: Would,2: you,3: be,4: willing,5: to,6: do",,,,"1: Would,2: you,3: be,4: willing,5: to,6: do",,,,,"1: Would,2: you,3: be,4: willing",,,,,,"1: Would,2: you,3: be,4: willing,5: to",,"1: Would,2: you,3: be,4: willing,5: to",,,,,"1: Would,2: you,3: be,4: willing,5: to,6: do",4: willing,,,,"1: Would,18: Specifically,",,"1: Would,2: you,3: be,4: willing",,,,,,,,"1: Would,2: you,3: be,4: willing,5: to,6: do","1: Would,2: you,3: be,4: willing","1: Would,2: you,3: be,4: willing,5: to"
Wikipedia,240,840,465021,I'm afraid that images are not an area I work in. What would be the rationale for deleting these?,Rating,,,,,2,,,,,6,,4,,,,2,,,,,4,,,,,,0,,-3,,,,,8,2,,,,0,,10,,,,,,,,3,5,10
Wikipedia,240,840,465021,I'm afraid that images are not an area I work in. What would be the rationale for deleting these?,Highlight,,,,,"1: I'm,2: afraid,16: rationale",,,,,16: rationale,,"1: I'm,2: afraid,12: What,13: would,14: be",,,,"1: I'm,2: afraid,12: What,13: would,14: be,15: the,16: rationale",,,,,"1: I'm,2: afraid,3: that,12: What,13: would,14: be,15: the,16: rationale",,,,,,"1: I'm,2: afraid,3: that,12: What,13: would,14: be,15: the,16: rationale,17: for,18: deleting,19: these?",,"12: What,13: would,14: be,15: the,16: rationale",,,,,"1: I'm,2: afraid,3: that","12: What,13: would,14: be,15: the,16: rationale,17: for,18: deleting,19: these?",,,,1: I'm,,"1: I'm,2: afraid,3: that,12: What,13: would,14: be,15: the,16: rationale",,,,,,,,"1: I'm,2: afraid,3: that","1: I'm,2: afraid,13: would","1: I'm,2: afraid,3: that,12: What,13: would,14: be"
Wikipedia,241,841,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",Rating,,1,,,,,,,,6,,,,,,3,,2,2,,,0,,3,,-3,,,,,,,,9,,10,,2,,,,,3,,,,3,,,,4
Wikipedia,241,841,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",Highlight,,1: Thanks.,,,,,,,,4: happen,,,,,,1: Thanks.,,1: Thanks.,1: Thanks.,,,1: Thanks.,,"1: Thanks.,2: Does,3: it,4: happen",,"2: Does,4: happen,5: to",,,,,,,,1: Thanks.,,1: Thanks.,,1: Thanks.,,,,,1: Thanks.,,,,"1: Thanks.,4: happen,5: to",,,,"1: Thanks.,2: Does,3: it,4: happen,5: to"
Wikipedia,242,842,620320,"It's not bizarre and random because I believe it violates the policies of <url> and <url> as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?",Rating,,-2,,,,,,,,-8,,,,,,-11,,0,-2,,,-9,,-2,,-7,,,,,,,,-3,,7,,-2,,,,,-10,,,,-1,,,,-4
Wikipedia,242,842,620320,"It's not bizarre and random because I believe it violates the policies of <url> and <url> as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?",Highlight,,"25: You,26: say,27: it's,28: a,29: sandbox,30: for,31: your,32: new,33: Wiki,,34: why,35: not,36: put,37: the,38: sandbox,39: ON,40: that,41: wiki?",,,,,,,,"1: It's,18: its,19: using,20: Wikipedia,21: for,22: non-Wikipedia,25: You,26: say",,,,,,"1: It's,2: not,3: bizarre,4: and,5: random,35: not,36: put,37: the,38: sandbox,39: ON,40: that,41: wiki?",,2: not,"3: bizarre,25: You",,,"10: violates,25: You,26: say,34: why,35: not",,"1: It's,2: not,3: bizarre,4: and,5: random,25: You,26: say,27: it's,34: why,35: not,36: put",,39: ON,,,,,,,,"25: You,26: say,34: why,35: not",,"34: why,35: not,36: put,37: the,38: sandbox,39: ON,40: that,41: wiki?",,"34: why,35: not",,,,,39: ON,,,,"25: You,26: say,34: why,35: not",,,,"7: I,8: believe,25: You,26: say,34: why,35: not,39: ON"
Wikipedia,243,843,625649,"Alf has a large <url> in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",Rating,,-5,,,,,,,,-6,,,,,,-11,,-10,-7,,,-12,,-7,,-8,,,,,,,,,,-3,,-8,,,,,-12,,,,-3,,,,-12
Wikipedia,243,843,625649,"Alf has a large <url> in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?",Highlight,,"24: Where,25: you,26: get,27: your,28: f'n,29: info?",,,,,,,,"9: on,10: earth",,,,,,"8: How,9: on,10: earth,11: do,12: you,13: know",,28: f'n,28: f'n,,,"8: How,9: on,10: earth,19: ""almost,20: no,21: one,22: knows,23: about"",28: f'n",,"8: How,9: on,10: earth,24: Where,25: you,26: get,27: your,28: f'n,29: info?",,"9: on,10: earth",,,,,,,,"8: How,9: on,10: earth,11: do,12: you,13: know",,"8: How,9: on,10: earth,11: do,12: you,13: know",,"9: on,10: earth",,,,,"9: on,10: earth",,,,"8: How,9: on,10: earth",,,,"8: How,9: on,10: earth,11: do,12: you,13: know,24: Where,25: you,26: get,27: your,28: f'n,29: info?"
Wikipedia,244,844,218759,Is it OK that I don't edit wikipedia? It's because lots of other people have done it but I don't want to so can I still go on?,Rating,,2,,,,,,,,-9,,,,,,1,,1,0,,,0,,0,,-5,,,,,,,,8,,-2,,-5,,,,,-10,,,,-4,,,,-3
Wikipedia,244,844,218759,Is it OK that I don't edit wikipedia? It's because lots of other people have done it but I don't want to so can I still go on?,Highlight,,"1: Is,2: it,3: OK,24: can,25: I",,,,,,,,"3: OK,6: don't,11: lots,20: don't,21: want,22: to",,,,,,"1: Is,2: it,3: OK",,3: OK,1: Is,,,"1: Is,2: it,3: OK",,"1: Is,2: it,3: OK,24: can,25: I",,3: OK,,,,,,,,"1: Is,2: it,3: OK,4: that",,3: OK,,"19: I,20: don't,21: want,22: to",,,,,"18: but,19: I,20: don't,21: want,22: to",,,,"1: Is,2: it,3: OK,18: but,20: don't,21: want,22: to",,,,"1: Is,2: it,3: OK,19: I,20: don't,21: want,22: to,24: can,25: I,26: still,27: go,28: on?"
Wikipedia,245,845,618840,"OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?",Rating,,-1,,,,,,,,-8,,,,,,1,,2,-8,,,-2,,-3,,-7,,,,,,,,9,,2,,-2,,,,,-5,,,,-1,,,,0
Wikipedia,245,845,618840,"OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?",Highlight,,"2: I'll,3: bite.",,,,,,,,"1: OK,",,,,,,"1: OK,,2: I'll,3: bite.",,3: bite.,3: bite.,,,"1: OK,,2: I'll,3: bite.,13: anything,14: other",,"1: OK,,2: I'll,3: bite.,13: anything,14: other,15: than",,"6: ''Matt,7: ""Dirty"",8: Sanchez''",,,,,,,,"1: OK,,2: I'll,3: bite.",,"1: OK,",,"2: I'll,3: bite.",,,,,"4: How,5: is,13: anything,14: other,15: than",,,,"1: OK,,2: I'll",,,,"1: OK,,2: I'll,3: bite."
Wikipedia,246,846,384089,Maybe the area that is now the Chakma Autonomous District Council was (or is?) located within the Lawngtali district?,Rating,,0,,,,,,,,8,,,,,,3,,1,0,,,0,,0,,-2,,,,,,,,7,,10,,2,,,,,0,,,,1,,,,5
Wikipedia,246,846,384089,Maybe the area that is now the Chakma Autonomous District Council was (or is?) located within the Lawngtali district?,Highlight,,1: Maybe,,,,,,,,1: Maybe,,,,,,1: Maybe,,1: Maybe,1: Maybe,,,1: Maybe,,1: Maybe,,"13: (or,14: is?)",,,,,,,,1: Maybe,,1: Maybe,,1: Maybe,,,,,1: Maybe,,,,1: Maybe,,,,1: Maybe
Wikipedia,247,847,273534,Stole ur flag for my page. that ok?,Rating,,-3,,,,,,,,-11,,,,,,1,,-5,0,,,-6,,0,,-7,,,,,,,,6,,5,,2,,,,,-9,,,,-2,,,,-6
Wikipedia,247,847,273534,Stole ur flag for my page. that ok?,Highlight,,"1: Stole,7: that,8: ok?",,,,,,,,"2: ur,7: that,8: ok?",,,,,,"7: that,8: ok?",,1: Stole,8: ok?,,,"1: Stole,7: that,8: ok?",,"7: that,8: ok?",,"7: that,8: ok?",,,,,,,,"7: that,8: ok?",,"7: that,8: ok?",,"7: that,8: ok?",,,,,"2: ur,7: that",,,,"1: Stole,7: that,8: ok?",,,,"7: that,8: ok?"
Wikipedia,248,848,120669,"Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?",Rating,,3,,,,,,,,10,,,,,,0,,-1,2,,,3,,3,,2,,,,,,,,8,,9,,4,,,,,10,,,,5,,,,6
Wikipedia,248,848,120669,"Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?",Highlight,,"11: avoid,12: arguments.",,,,,,,,"1: Unfortunately,",,,,,,"1: Unfortunately,,30: Should,31: we,32: just",,"1: Unfortunately,","1: Unfortunately,",,,"1: Unfortunately,,4: worried,30: Should,31: we",,"1: Unfortunately,,30: Should,31: we,32: just",,"3: still,4: worried",,,,,,,,"1: Unfortunately,",,"1: Unfortunately,",,"1: Unfortunately,,30: Should,31: we",,,,,"1: Unfortunately,,6: may,7: not,8: be,9: enough,18: must,19: be,30: Should",,,,"1: Unfortunately,,3: still,4: worried,7: not,9: enough,30: Should,31: we",,,,"2: I'm,3: still,4: worried,6: may,7: not,8: be,30: Should,31: we,32: just"
Wikipedia,249,849,425559,"Thanks, but I am now having trouble finding it. Any suggestions?",Rating,,1,,,,,,,,6,,,,,,4,,5,5,,,1,,1,,-1,,,,,,,,11,,12,,4,,,,,9,,,,4,,,,-3
Wikipedia,249,849,425559,"Thanks, but I am now having trouble finding it. Any suggestions?",Highlight,,"1: Thanks,",,,,,,,,"1: Thanks,,11: suggestions?",,,,,,"1: Thanks,,2: but,3: I,4: am,5: now,6: having,7: trouble",,"1: Thanks,","1: Thanks,,11: suggestions?",,,"1: Thanks,,10: Any,11: suggestions?",,"1: Thanks,,2: but",,"10: Any,11: suggestions?",,,,,,,,"1: Thanks,",,"1: Thanks,",,"1: Thanks,,10: Any,11: suggestions?",,,,,"1: Thanks,,2: but",,,,"1: Thanks,,11: suggestions?",,,,"1: Thanks,,10: Any,11: suggestions?"
Wikipedia,250,850,325596,"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?",Rating,,-2,,,,,,,,0,,,,,,-7,,-1,-1,,,-11,,-2,,5,,,,,,,,,,6,,2,,,,,1,,,,-5,,,,-5
Wikipedia,250,850,325596,"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?",Highlight,,"30: ""party"",31: given,32: is,33: merely,34: an,35: approximate,36: indication,41: I'm,42: not,43: sure,44: if,45: this,46: is,47: a,48: good,49: idea.",,,,,,,,"1: You,35: approximate",,,,,,"41: I'm,42: not,43: sure,44: if,45: this,46: is,47: a,48: good,49: idea.,50: Also,,51: why,52: did,53: you,54: remove,55: the,56: partisan,57: colour,58: from,59: the,60: last,61: part,62: of,63: the",,42: not,"50: Also,",,,"1: You,2: added,30: ""party"",33: merely,41: I'm,42: not,43: sure,44: if,45: this,46: is,47: a,48: good,49: idea.,51: why,52: did,53: you",,"1: You,2: added,33: merely,51: why,52: did,53: you,54: remove",,"42: not,43: sure",,,,,,,,66: Republic)?,,"41: I'm,42: not,43: sure,44: if,45: this,46: is,47: a,48: good,49: idea.,50: Also,,51: why,52: did,53: you,54: remove",,"41: I'm,42: not,43: sure",,,,,"41: I'm,42: not,43: sure",,,,"1: You,2: added,33: merely,50: Also,,51: why,52: did,53: you",,,,"41: I'm,42: not,43: sure,44: if,45: this,46: is,47: a,48: good,49: idea.,51: why,52: did,53: you"
Wikipedia,251,851,621105,"Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up. No dramas?",Rating,-9,,,,,-3,,,,,,-1,,5,,,,,,4,,2,,0,-2,-2,,,,5,,,-3,,-6,,3,,,,,6,,,,3,,,5,,2
